Item,30-Jun-2021,30-Sep-2021,31-Dec-2021,31-Mar-2022,30-Jun-2022
Sales/Revenue,2.27B,2.71B,3.06B,2.85B,3.26B
Sales Growth,-,19.38%,12.90%,-6.63%,14.38%
Cost of Goods Sold (COGS) incl. D&A,1.43B,1.67B,1.86B,1.76B,1.98B
COGS Growth,-,16.95%,11.39%,-5.56%,12.38%
COGS excluding D&A,1.1B,1.35B,1.51B,1.41B,1.5B
Depreciation & Amortization Expense,327.19M,322.96M,354.36M,348.76M,474.16M
Depreciation,-,-,-,-,-
Amortization of Intangibles,-,-,-,-,-
Gross Income,838.69M,1.04B,1.19B,1.1B,1.29B
Gross Income Growth,-,23.52%,15.34%,-8.29%,17.61%
Gross Profit Margin,-,-,-,-,39.47%
SG&A Expense,687.17M,736.94M,886.56M,888.51M,1.15B
SGA Growth,-,7.24%,20.30%,0.22%,29.31%
Research & Development,-,-,-,-,-
Other SG&A,687.17M,736.94M,-,-,-
Other Operating Expense,-,-,-,-,-
Unusual Expense,37K,-,-,-,(2.28B)
EBIT after Unusual Expense,(37K),-,-,-,2.28B
Non Operating Income/Expense,116.3M,1.51B,64.22M,(20.44M),(23.91M)
Non-Operating Interest Income,-,-,-,-,-
Equity in Affiliates (Pretax),60.12M,11.69M,(23.82M),(61.97M),(61.7M)
Interest Expense,202.77M,200.05M,201.48M,196.09M,136.56M
Interest Expense Growth,-,-1.34%,0.71%,-2.67%,-30.36%
Gross Interest Expense,202.77M,200.05M,201.48M,196.09M,136.56M
Interest Capitalized,-,-,-,-,-
Pretax Income,125.13M,1.62B,147.24M,(71.13M),2.2B
Pretax Income Growth,-,"1,194.71%",-90.91%,-148.31%,"3,186.38%"
Pretax Margin,-,-,-,-,67.24%
Income Tax,34.83M,282.14M,31.15M,(36.34M),572.84M
Income Tax - Current Domestic,-,-,-,-,-
Income Tax - Current Foreign,-,-,-,-,-
Income Tax - Deferred Domestic,-,-,-,-,-
Income Tax - Deferred Foreign,-,-,-,-,-
Income Tax Credits,-,-,-,-,-
Equity in Affiliates,-,-,-,-,-
Other After Tax Income (Expense),-,-,-,-,-
Consolidated Net Income,90.3M,1.34B,116.09M,(34.79M),1.62B
Minority Interest Expense,22.56M,(4.92M),9.35M,(7.79M),(148.9M)
Net Income,67.74M,1.34B,106.73M,(27M),1.77B
Net Income Growth,-,"1,882.30%",-92.05%,-125.30%,"6,660.72%"
Net Margin Growth,-,-,-,-,54.26%
Extraordinaries & Discontinued Operations,-,-,-,-,-
Extra Items & Gain/Loss Sale Of Assets,-,-,-,-,-
Cumulative Effect - Accounting Chg,-,-,-,-,-
Discontinued Operations,-,-,-,-,-
Net Income After Extraordinaries,67.74M,1.34B,106.73M,(27M),1.77B
Preferred Dividends,-,-,-,-,-
Net Income Available to Common,67.74M,1.34B,106.73M,(27M),1.77B
EPS (Basic),0.14,2.81,0.23,(0.06),4.24
EPS (Basic) Growth,-,"1,928.11%",-91.83%,-126.59%,"7,057.87%"
Basic Shares Outstanding,489.46M,478.41M,465.36M,442.92M,417.39M
EPS (Diluted),0.14,2.77,0.23,(0.06),4.2
EPS (Diluted) Growth,-,"1,927.27%",-91.81%,-126.86%,"6,993.28%"
Diluted Shares Outstanding,495.3M,484.22M,470.04M,442.92M,421.3M
EBITDA,478.7M,621.98M,662.68M,556.12M,614.05M
EBITDA Growth,-,29.93%,6.54%,-16.08%,10.42%
EBITDA Margin,-,-,-,-,18.81%
