Item,30-Jun-2021,30-Sep-2021,31-Dec-2021,31-Mar-2022,30-Jun-2022
Sales/Revenue,3.96B,3.76B,3.82B,4.09B,4.19B
Sales Growth,-,-4.95%,1.64%,6.85%,2.48%
Cost of Goods Sold (COGS) incl. D&A,2.82B,2.73B,2.79B,2.98B,2.9B
COGS Growth,-,-3.42%,2.31%,6.78%,-2.47%
COGS excluding D&A,2.68B,2.58B,2.64B,2.83B,2.9B
Depreciation & Amortization Expense,146.58M,145.52M,144.1M,142.7M,-
Depreciation,65.33M,65.75M,65.36M,63.83M,-
Amortization of Intangibles,81.25M,79.77M,78.74M,78.87M,77.07M
Gross Income,1.14B,1.04B,1.04B,1.11B,1.28B
Gross Income Growth,-,-8.77%,-0.11%,7.02%,15.79%
Gross Profit Margin,-,-,-,-,30.67%
SG&A Expense,408.87M,392.15M,378.78M,410.17M,426.21M
SGA Growth,-,-4.09%,-3.41%,8.29%,3.91%
Research & Development,-,-,-,-,-
Other SG&A,408.87M,392.15M,-,-,-
Other Operating Expense,-,-,-,-,77.07M
Unusual Expense,14.54M,52.22M,(3.55M),(18.92M),-
EBIT after Unusual Expense,(14.54M),(52.22M),3.55M,18.92M,-
Non Operating Income/Expense,(8.73M),18.95M,(126.46M),(237.64M),(591.53M)
Non-Operating Interest Income,2M,1M,1M,-,-
Equity in Affiliates (Pretax),11M,18M,16M,17M,-
Interest Expense,60.26M,59.35M,61.36M,63.27M,71.27M
Interest Expense Growth,-,-1.51%,3.39%,3.12%,12.64%
Gross Interest Expense,60.26M,59.35M,61.36M,63.27M,71.27M
Interest Capitalized,-,-,-,-,-
Pretax Income,657.8M,571.75M,490.32M,433.99M,118.17M
Pretax Income Growth,-,-13.08%,-14.24%,-11.49%,-72.77%
Pretax Margin,-,-,-,-,2.82%
Income Tax,151.88M,120.28M,102.6M,85.9M,(10.74M)
Income Tax - Current Domestic,-,-,-,-,-
Income Tax - Current Foreign,-,-,-,-,-
Income Tax - Deferred Domestic,-,-,-,-,-
Income Tax - Deferred Foreign,-,-,-,-,-
Income Tax Credits,-,-,-,-,-
Equity in Affiliates,-,-,-,-,-
Other After Tax Income (Expense),-,-,-,-,-
Consolidated Net Income,505.91M,451.46M,387.73M,348.09M,128.91M
Minority Interest Expense,176K,306K,129K,71K,75K
Net Income,505.74M,451.16M,387.6M,348.02M,128.83M
Net Income Growth,-,-10.79%,-14.09%,-10.21%,-62.98%
Net Margin Growth,-,-,-,-,3.08%
Extraordinaries & Discontinued Operations,-,-,-,-,-
Extra Items & Gain/Loss Sale Of Assets,-,-,-,-,-
Cumulative Effect - Accounting Chg,-,-,-,-,-
Discontinued Operations,-,-,-,-,-
Net Income After Extraordinaries,505.74M,451.16M,387.6M,348.02M,128.83M
Preferred Dividends,-,-,-,-,-
Net Income Available to Common,505.74M,451.16M,387.6M,348.02M,128.83M
EPS (Basic),3.91,3.5,3.02,2.71,1
EPS (Basic) Growth,-,-10.30%,-13.93%,-10.17%,-63.00%
Basic Shares Outstanding,129.19M,128.73M,128.49M,128.43M,128.51M
EPS (Diluted),3.84,3.45,2.97,2.67,0.99
EPS (Diluted) Growth,-,-10.13%,-13.92%,-10.05%,-62.92%
Diluted Shares Outstanding,131.55M,130.83M,130.58M,130.34M,130.17M
EBITDA,874.91M,790.89M,801.7M,841.68M,920.41M
EBITDA Growth,-,-9.60%,1.37%,4.99%,9.35%
EBITDA Margin,-,-,-,-,21.98%
