Item,30-Jun-2021,30-Sep-2021,31-Dec-2021,31-Mar-2022,30-Jun-2022
Sales/Revenue,12.65B,12.48B,13.01B,12.34B,12.22B
Sales Growth,-,-1.31%,4.25%,-5.18%,-0.95%
Premiums Earned,10.89B,11.08B,11.31B,11.45B,11.83B
Total Investment Income,974M,764M,847M,594M,562M
Realized Gains (Losses),125M,68M,93M,(138M),(316M)
Other Operating Income,656M,573M,760M,431M,146M
"Losses, Claims & Reserves",7.46B,8.54B,8.08B,8.09B,9.64B
"Losses, Claims & Reserves Growth",-,14.51%,-5.37%,0.11%,19.10%
"Losses, Benefits & Adjustments",7.45B,8.53B,8.07B,8.09B,9.64B
Loss Ratio,-,-,-,-,N/A
"Selling, General & Admin. Expenses & Other",3.2B,3.62B,3.43B,3.35B,3.82B
SGA Growth,-,13.19%,-5.36%,-2.13%,13.74%
"Selling, General & Admin. Expenses",3.2B,3.62B,3.43B,3.35B,3.82B
"Other Selling, General & Admin. Expense",-,-,-,-,-
Underwriting & Commissions,-,-,-,-,-
Other Operating Expense,-,-,-,-,-
Operating Income Before Interest Expense,1.99B,318M,1.5B,892M,(1.23B)
Operating Income Growth,-,-84.00%,372.33%,-40.61%,-238.00%
"Interest Expense, Net of Interest Capitalized",91M,69M,84M,83M,83M
Interest Expense (excl. Interest Capitalized),91M,69M,84M,83M,83M
Interest Capitalized,-,-,-,-,-
Operating Income After Interest Expense,1.99B,318M,1.5B,892M,(1.23B)
Non-Operating Income (Expense),-,-,-,-,-
Miscellaneous Non Operating Expense,-,-,-,-,-
Equity in Affiliates (Pretax),-,-,-,-,-
Unusual Expense,100M,23M,25M,12M,1M
Pretax Income,1.8B,226M,1.39B,797M,(1.32B)
Pretax Income Growth,-,-87.42%,516.37%,-42.79%,-264.99%
Income Tax,362M,20M,281M,151M,(291M)
Income Tax - Current Domestic,-,-,-,-,-
Income Tax - Current Foreign,-,-,-,-,-
Income Tax - Deferred Domestic,-,-,-,-,-
Income Tax - Deferred Foreign,-,-,-,-,-
Income Tax Credits,-,-,-,-,-
Equity in Affiliates,-,-,-,-,-
Other After Tax Income (Expense),-,-,-,-,-
Consolidated Net Income,1.44B,206M,1.11B,646M,(1.02B)
Minority Interest Expense,6M,(7M),(26M),(10M),(9M)
Net Income,1.43B,213M,1.14B,656M,(1.02B)
Net Income Growth,-,-85.09%,434.27%,-42.36%,-254.73%
Net Margin Growth,-,-,-,-,-8.31%
Extraordinaries & Discontinued Operations,196M,325M,-,-,-
Extra Items & Gain/Loss Sale Of Assets,27M,217M,(337M),-,-
Cumulative Effect - Accounting Chg,-,-,-,-,-
Discontinued Operations,169M,108M,16M,-,-
Net Income After Extraordinaries,1.63B,538M,817M,656M,(1.02B)
Preferred Dividends,30M,30M,27M,26M,27M
Net Income Available to Common,1.57B,291M,1.13B,630M,(1.04B)
EPS (Basic),5.25,0.99,3.95,2.27,(3.81)
EPS (Basic) Growth,-,-81.08%,298.31%,-42.71%,-267.99%
Basic Shares Outstanding,298.8M,293.1M,285M,278.1M,273.8M
EPS (Diluted),5.17,0.98,3.9,2.24,(3.81)
EPS (Diluted) Growth,-,-81.11%,299.22%,-42.67%,-270.23%
Diluted Shares Outstanding,303.3M,297.9M,289M,281.8M,273.8M
