Item,30-Jun-2021,30-Sep-2021,31-Dec-2021,31-Mar-2022,30-Jun-2022
Sales/Revenue,1.81B,1.99B,2.06B,2.08B,2.15B
Sales Growth,-,9.85%,3.71%,0.69%,3.55%
Cost of Goods Sold (COGS) incl. D&A,227.97M,236.51M,247.4M,245.8M,261.8M
COGS Growth,-,3.75%,4.60%,-0.65%,6.51%
COGS excluding D&A,196.73M,204.82M,213.57M,209.9M,224.5M
Depreciation & Amortization Expense,31.24M,31.7M,33.83M,35.9M,37.3M
Depreciation,31.24M,31.7M,33.83M,35.9M,37.3M
Amortization of Intangibles,-,-,-,-,-
Gross Income,1.58B,1.75B,1.82B,1.83B,1.89B
Gross Income Growth,-,10.73%,3.59%,0.87%,3.16%
Gross Profit Margin,-,-,-,-,87.83%
SG&A Expense,1.6B,691.94M,946.7M,818.3M,877.3M
SGA Growth,-,-56.80%,36.82%,-13.56%,7.21%
Research & Development,1.41B,493.75M,691.5M,603.1M,662M
Other SG&A,194.67M,198.19M,-,-,-
Other Operating Expense,-,-,-,-,-
Unusual Expense,(9.96M),(45.08M),22.15M,76.5M,43.4M
EBIT after Unusual Expense,9.96M,45.08M,(22.15M),(76.5M),(43.4M)
Non Operating Income/Expense,(21.11M),(9.14M),37.79M,31.3M,59.5M
Non-Operating Interest Income,1.13M,1.12M,1.2M,1.6M,10.8M
Equity in Affiliates (Pretax),-,-,-,-,-
Interest Expense,15.48M,15.26M,15.1M,14.9M,14.6M
Interest Expense Growth,-,-1.44%,-1.02%,-1.32%,-2.01%
Gross Interest Expense,15.48M,15.26M,15.1M,14.9M,14.6M
Interest Capitalized,-,-,-,-,-
Pretax Income,(44.26M),1.08B,870.9M,954.8M,1.02B
Pretax Income Growth,-,"2,546.60%",-19.57%,9.63%,7.29%
Pretax Margin,-,-,-,-,47.62%
Income Tax,(111.18M),230.81M,100.8M,192.7M,213.9M
Income Tax - Current Domestic,-,-,-,-,-
Income Tax - Current Foreign,-,-,-,-,-
Income Tax - Deferred Domestic,-,-,-,-,-
Income Tax - Deferred Foreign,-,-,-,-,-
Income Tax Credits,-,-,-,-,-
Equity in Affiliates,-,-,-,-,-
Other After Tax Income (Expense),-,-,-,-,-
Consolidated Net Income,66.92M,851.93M,770.1M,762.1M,810.5M
Minority Interest Expense,-,-,-,-,-
Net Income,66.92M,851.93M,770.1M,762.1M,810.5M
Net Income Growth,-,"1,172.98%",-9.61%,-1.04%,6.35%
Net Margin Growth,-,-,-,-,37.68%
Extraordinaries & Discontinued Operations,-,-,-,-,-
Extra Items & Gain/Loss Sale Of Assets,-,-,-,-,-
Cumulative Effect - Accounting Chg,-,-,-,-,-
Discontinued Operations,-,-,-,-,-
Net Income After Extraordinaries,66.92M,851.93M,770.1M,762.1M,810.5M
Preferred Dividends,-,-,-,-,-
Net Income Available to Common,66.92M,851.93M,770.1M,762.1M,810.5M
EPS (Basic),0.26,3.3,3.02,2.99,3.17
EPS (Basic) Growth,-,"1,178.48%",-8.44%,-1.23%,6.02%
Basic Shares Outstanding,258.99M,257.88M,254.6M,255.1M,255.9M
EPS (Diluted),0.26,3.28,3,2.96,3.13
EPS (Diluted) Growth,-,"1,179.37%",-8.65%,-1.38%,6.02%
Diluted Shares Outstanding,261.02M,259.71M,257M,257.9M,258.7M
EBITDA,12.48M,1.09B,902.99M,1.05B,1.05B
EBITDA Growth,-,"8,657.17%",-17.36%,16.19%,0.02%
EBITDA Margin,-,-,-,-,48.78%
