Item,30-Jun-2021,30-Sep-2021,31-Dec-2021,31-Mar-2022,30-Jun-2022
Sales/Revenue,4.82B,5.09B,4.95B,5.38B,5.52B
Sales Growth,-,5.69%,-2.72%,8.68%,2.56%
Cost of Goods Sold (COGS) incl. D&A,3.98B,4.19B,4.25B,4.47B,4.46B
COGS Growth,-,5.31%,1.49%,5.25%,-0.31%
COGS excluding D&A,3.61B,3.82B,3.88B,4.1B,4.08B
Depreciation & Amortization Expense,369M,365.1M,366.5M,373.6M,377.3M
Depreciation,-,-,-,-,-
Amortization of Intangibles,-,-,-,-,-
Gross Income,841.1M,904.4M,703.6M,910.6M,1.06B
Gross Income Growth,-,7.53%,-22.20%,29.42%,16.62%
Gross Profit Margin,-,-,-,-,19.24%
SG&A Expense,450.9M,432.2M,452.9M,493.1M,504.3M
SGA Growth,-,-4.15%,4.79%,8.88%,2.27%
Research & Development,-,-,-,-,-
Other SG&A,450.9M,432.2M,-,-,-
Other Operating Expense,-,(2.9M),-,-,-
Unusual Expense,6.9M,14.6M,(6M),366.6M,16.6M
EBIT after Unusual Expense,(6.9M),(14.6M),6M,(366.6M),(16.6M)
Non Operating Income/Expense,36.9M,28.9M,54M,43.5M,31.7M
Non-Operating Interest Income,11.5M,12M,11.6M,12.4M,13.9M
Equity in Affiliates (Pretax),10.7M,11.5M,18.4M,20.6M,18.3M
Interest Expense,114M,103.1M,98.3M,84.9M,92.4M
Interest Expense Growth,-,-9.56%,-4.66%,-13.63%,8.83%
Gross Interest Expense,114M,103.1M,98.3M,84.9M,92.4M
Interest Capitalized,-,-,-,-,-
Pretax Income,328.4M,409.8M,242.4M,42.5M,512.5M
Pretax Income Growth,-,24.79%,-40.85%,-82.47%,"1,105.88%"
Pretax Margin,-,-,-,-,9.28%
Income Tax,77.4M,85.2M,58.6M,1.8M,132.7M
Income Tax - Current Domestic,-,-,-,-,-
Income Tax - Current Foreign,-,-,-,-,-
Income Tax - Deferred Domestic,-,-,-,-,-
Income Tax - Deferred Foreign,-,-,-,-,-
Income Tax Credits,-,-,-,-,-
Equity in Affiliates,-,-,-,-,-
Other After Tax Income (Expense),-,(100K),-,(100K),-
Consolidated Net Income,251M,324.5M,183.8M,40.6M,379.8M
Minority Interest Expense,900K,900K,1.5M,800K,1.9M
Net Income,250.1M,323.6M,182.3M,39.8M,377.9M
Net Income Growth,-,29.39%,-43.67%,-78.17%,849.50%
Net Margin Growth,-,-,-,-,6.85%
Extraordinaries & Discontinued Operations,-,-,-,-,-
Extra Items & Gain/Loss Sale Of Assets,-,-,-,-,-
Cumulative Effect - Accounting Chg,-,-,-,-,-
Discontinued Operations,-,-,-,-,-
Net Income After Extraordinaries,250.1M,323.6M,182.3M,39.8M,377.9M
Preferred Dividends,-,-,-,-,-
Net Income Available to Common,250.1M,323.6M,182.3M,39.8M,377.9M
EPS (Basic),0.94,1.22,0.69,0.15,1.48
EPS (Basic) Growth,-,29.63%,-43.37%,-78.07%,878.49%
Basic Shares Outstanding,266.5M,266M,264.6M,263.4M,255.6M
EPS (Diluted),0.93,1.2,0.68,0.15,1.47
EPS (Diluted) Growth,-,29.44%,-43.24%,-78.04%,878.73%
Diluted Shares Outstanding,269M,268.9M,266.9M,265.3M,257.4M
EBITDA,759.2M,840.2M,617.2M,791.1M,934.9M
EBITDA Growth,-,10.67%,-26.54%,28.18%,18.18%
EBITDA Margin,-,-,-,-,16.94%
