Item,30-Jun-2021,30-Sep-2021,31-Dec-2021,31-Mar-2022,30-Jun-2022
Sales/Revenue,4.53B,4.99B,5.21B,5.16B,5.5B
Sales Growth,-,10.07%,4.59%,-1.04%,6.51%
Cost of Goods Sold (COGS) incl. D&A,-,-,-,192M,189M
COGS Growth,-,-,-,-,-1.56%
COGS excluding D&A,-,-,-,-,-
Depreciation & Amortization Expense,186M,188M,189M,192M,189M
Depreciation,-,-,-,-,-
Amortization of Intangibles,-,-,-,-,-
Gross Income,-,-,-,4.97B,5.31B
Gross Income Growth,-,-,-,-,6.82%
Gross Profit Margin,-,-,-,-,96.56%
SG&A Expense,1.93B,2.05B,2.2B,2.03B,2.17B
SGA Growth,-,6.43%,7.02%,-7.70%,7.06%
Research & Development,-,-,-,-,-
Other SG&A,1.93B,2.05B,-,-,-
Other Operating Expense,-,-,-,-,-
Unusual Expense,(169M),(168M),(106M),75M,238M
EBIT after Unusual Expense,169M,168M,106M,(75M),(238M)
Non Operating Income/Expense,(6M),6M,(9M),9M,4M
Non-Operating Interest Income,3M,5M,2M,5M,7M
Equity in Affiliates (Pretax),-,-,-,-,-
Interest Expense,104M,109M,106M,108M,113M
Interest Expense Growth,-,4.81%,-2.75%,1.89%,4.63%
Gross Interest Expense,104M,109M,106M,108M,113M
Interest Capitalized,-,-,-,-,-
Pretax Income,2.48B,2.82B,2.82B,2.77B,2.8B
Pretax Income Growth,-,13.64%,0.25%,-1.77%,0.90%
Pretax Margin,-,-,-,-,50.91%
Income Tax,412M,402M,444M,142M,523M
Income Tax - Current Domestic,-,-,-,-,-
Income Tax - Current Foreign,-,-,-,-,-
Income Tax - Deferred Domestic,-,-,-,-,-
Income Tax - Deferred Foreign,-,-,-,-,-
Income Tax Credits,-,-,-,-,-
Equity in Affiliates,-,-,-,-,-
Other After Tax Income (Expense),-,-,-,-,-
Consolidated Net Income,2.07B,2.41B,2.38B,2.63B,2.28B
Minority Interest Expense,-,-,-,-,-
Net Income,2.07B,2.41B,2.38B,2.63B,2.28B
Net Income Growth,-,16.84%,-1.45%,10.59%,-13.53%
Net Margin Growth,-,-,-,-,41.39%
Extraordinaries & Discontinued Operations,-,-,-,-,-
Extra Items & Gain/Loss Sale Of Assets,-,-,-,-,-
Cumulative Effect - Accounting Chg,-,-,-,-,-
Discontinued Operations,-,-,-,-,-
Net Income After Extraordinaries,2.07B,2.41B,2.38B,2.63B,2.28B
Preferred Dividends,-,-,-,-,-
Net Income Available to Common,2.07B,2.41B,2.38B,2.63B,2.28B
EPS (Basic),2.09,2.45,2.42,2.69,2.34
EPS (Basic) Growth,-,17.32%,-1.05%,11.16%,-12.99%
Basic Shares Outstanding,990M,986M,982M,977M,971M
EPS (Diluted),2.08,2.44,2.41,2.68,2.34
EPS (Diluted) Growth,-,17.32%,-1.05%,11.16%,-12.91%
Diluted Shares Outstanding,994M,990M,986M,981M,974M
EBITDA,2.6B,2.93B,3.02B,3.13B,3.33B
EBITDA Growth,-,12.76%,2.90%,3.81%,6.16%
EBITDA Margin,-,-,-,-,60.53%
