Item,30-Jun-2021,30-Sep-2021,31-Dec-2021,31-Mar-2022,30-Jun-2022
Sales/Revenue,4.3B,4.26B,4.07B,4.45B,4.39B
Sales Growth,-,-0.88%,-4.57%,9.33%,-1.24%
Cost of Goods Sold (COGS) incl. D&A,2.75B,2.86B,2.88B,3.24B,3.21B
COGS Growth,-,3.97%,0.96%,12.25%,-0.86%
COGS excluding D&A,2.61B,2.71B,2.74B,3.09B,3.07B
Depreciation & Amortization Expense,142.4M,144.2M,146.5M,143.7M,143.4M
Depreciation,91.9M,93.9M,94.7M,92M,91.9M
Amortization of Intangibles,50.5M,50.3M,51.8M,51.7M,51.5M
Gross Income,1.55B,1.41B,1.18B,1.21B,1.18B
Gross Income Growth,-,-9.46%,-15.81%,2.24%,-2.25%
Gross Profit Margin,-,-,-,-,26.94%
SG&A Expense,878M,882.9M,817.5M,881.4M,819.8M
SGA Growth,-,0.56%,-7.41%,7.82%,-6.99%
Research & Development,-,-,-,-,-
Other SG&A,878M,882.9M,-,-,-
Other Operating Expense,-,-,-,-,-
Unusual Expense,47.7M,31.4M,144.1M,42.9M,201M
EBIT after Unusual Expense,(47.7M),(31.4M),(144.1M),(42.9M),(201M)
Non Operating Income/Expense,(57M),(45.5M),(18.8M),(57M),(76.4M)
Non-Operating Interest Income,2.7M,2.3M,1.9M,2.8M,6.5M
Equity in Affiliates (Pretax),-,-,-,-,-
Interest Expense,45.5M,45M,44.6M,53.5M,76.7M
Interest Expense Growth,-,-1.10%,-0.89%,19.96%,43.36%
Gross Interest Expense,45.5M,45M,44.6M,53.5M,76.7M
Interest Capitalized,-,-,-,-,-
Pretax Income,527.8M,403.9M,160.9M,178.5M,15.9M
Pretax Income Growth,-,-23.47%,-60.16%,10.94%,-91.09%
Pretax Margin,-,-,-,-,0.36%
Income Tax,73.7M,(400K),(127.6M),22.9M,(62.8M)
Income Tax - Current Domestic,-,-,-,-,-
Income Tax - Current Foreign,-,-,-,-,-
Income Tax - Deferred Domestic,-,-,-,-,-
Income Tax - Deferred Foreign,-,-,-,-,-
Income Tax Credits,-,-,-,-,-
Equity in Affiliates,4.4M,9.8M,3M,-,-
Other After Tax Income (Expense),-,400K,400K,300K,400K
Consolidated Net Income,458.5M,414.5M,291.9M,155.9M,79.1M
Minority Interest Expense,(1M),(100K),-,100K,100K
Net Income,459.5M,414.6M,291.9M,155.8M,79M
Net Income Growth,-,-9.77%,-29.59%,-46.63%,-49.29%
Net Margin Growth,-,-,-,-,1.80%
Extraordinaries & Discontinued Operations,-,-,-,-,-
Extra Items & Gain/Loss Sale Of Assets,-,-,-,-,-
Cumulative Effect - Accounting Chg,-,-,-,-,-
Discontinued Operations,-,-,36.7M,19.8M,9M
Net Income After Extraordinaries,459.5M,414.6M,328.6M,175.6M,88M
Preferred Dividends,4.8M,-,-,-,-
Net Income Available to Common,454.7M,414.6M,328.6M,175.6M,88M
EPS (Basic),2.87,2.6,2.06,1.13,0.61
EPS (Basic) Growth,-,-9.28%,-20.82%,-45.12%,-46.42%
Basic Shares Outstanding,158.64M,159.44M,159.61M,155.43M,145.35M
EPS (Diluted),2.81,2.51,1.99,1.06,0.57
EPS (Diluted) Growth,-,-10.89%,-20.76%,-46.57%,-46.46%
Diluted Shares Outstanding,161.57M,165.34M,165.38M,165.41M,154.81M
EBITDA,817.7M,667.7M,513M,472.8M,506.9M
EBITDA Growth,-,-18.34%,-23.17%,-7.84%,7.21%
EBITDA Margin,-,-,-,-,11.54%
