Item,30-Jun-2021,30-Sep-2021,31-Dec-2021,31-Mar-2022,30-Jun-2022
Sales/Revenue,33.76B,32.92B,34.07B,33.55B,33.79B
Sales Growth,-,-2.51%,3.50%,-1.51%,0.70%
Cost of Goods Sold (COGS) incl. D&A,18.28B,17.49B,19.05B,18.59B,18.74B
COGS Growth,-,-4.30%,8.91%,-2.42%,0.83%
COGS excluding D&A,14.26B,13.53B,15B,14.35B,14.42B
Depreciation & Amortization Expense,4.02B,3.96B,4.05B,4.24B,4.32B
Depreciation,3.54B,3.53B,3.5B,3.6B,3.67B
Amortization of Intangibles,480M,430M,548M,635M,651M
Gross Income,15.49B,15.43B,15.02B,14.97B,15.05B
Gross Income Growth,-,-0.41%,-2.63%,-0.35%,0.53%
Gross Profit Margin,-,-,-,-,44.54%
SG&A Expense,7.32B,5.71B,7.41B,7.17B,7.5B
SGA Growth,-,-22.01%,29.76%,-3.24%,4.52%
Research & Development,-,-,-,-,-
Other SG&A,7.32B,6.52B,-,-,-
Other Operating Expense,-,-,-,-,-
Unusual Expense,1.13B,103M,2.41B,-,-
EBIT after Unusual Expense,(1.13B),(103M),(2.41B),-,-
Non Operating Income/Expense,1.62B,(448M),1.54B,(934M),28M
Non-Operating Interest Income,11M,11M,11M,10M,21M
Equity in Affiliates (Pretax),1M,1M,135M,(3M),41M
Interest Expense,844M,801M,739M,786M,785M
Interest Expense Growth,-,-5.09%,-7.74%,6.36%,-0.13%
Gross Interest Expense,1.4B,1.35B,1.31B,1.31B,1.28B
Interest Capitalized,553M,547M,567M,522M,497M
Pretax Income,7.82B,8.37B,6.14B,6.08B,6.86B
Pretax Income Growth,-,7.03%,-26.63%,-0.99%,12.72%
Pretax Margin,-,-,-,-,20.29%
Income Tax,1.88B,1.82B,1.41B,1.37B,1.54B
Income Tax - Current Domestic,-,-,-,-,-
Income Tax - Current Foreign,-,-,-,-,-
Income Tax - Deferred Domestic,-,-,-,-,-
Income Tax - Deferred Foreign,-,-,-,-,-
Income Tax Credits,-,-,-,-,-
Equity in Affiliates,-,-,-,-,-
Other After Tax Income (Expense),-,-,-,-,-
Consolidated Net Income,5.95B,6.55B,4.74B,4.71B,5.32B
Minority Interest Expense,149M,147M,124M,131M,116M
Net Income,5.8B,6.41B,4.61B,4.58B,5.2B
Net Income Growth,-,10.47%,-28.00%,-0.72%,13.52%
Net Margin Growth,-,-,-,-,15.39%
Extraordinaries & Discontinued Operations,-,-,-,-,-
Extra Items & Gain/Loss Sale Of Assets,-,-,-,-,-
Cumulative Effect - Accounting Chg,-,-,-,-,-
Discontinued Operations,-,-,-,-,-
Net Income After Extraordinaries,5.8B,6.41B,4.61B,4.58B,5.2B
Preferred Dividends,-,-,-,-,-
Net Income Available to Common,5.8B,6.41B,4.61B,4.58B,5.2B
EPS (Basic),1.4,1.55,1.11,1.09,1.24
EPS (Basic) Growth,-,10.44%,-28.43%,-1.52%,13.52%
Basic Shares Outstanding,4.14B,4.14B,4.17B,4.2B,4.2B
EPS (Diluted),1.4,1.55,1.11,1.09,1.24
EPS (Diluted) Growth,-,10.44%,-28.43%,-1.49%,13.51%
Diluted Shares Outstanding,4.14B,4.14B,4.17B,4.2B,4.2B
EBITDA,12.19B,13.68B,11.66B,12.03B,11.87B
EBITDA Growth,-,12.23%,-14.74%,3.20%,-1.32%
EBITDA Margin,-,-,-,-,35.14%
