Item,30-Jun-2021,30-Sep-2021,31-Dec-2021,31-Mar-2022,30-Jun-2022
Sales/Revenue,27.75B,29.53B,35.9B,38.67B,51.82B
Sales Growth,-,6.43%,21.56%,7.71%,34.03%
Cost of Goods Sold (COGS) incl. D&A,27.08B,28.64B,33.91B,36.34B,44.86B
COGS Growth,-,5.75%,18.40%,7.19%,23.43%
COGS excluding D&A,26.49B,28B,33.31B,35.74B,44.26B
Depreciation & Amortization Expense,588M,641M,598M,606M,602M
Depreciation,-,-,-,-,-
Amortization of Intangibles,-,-,-,-,-
Gross Income,666M,893M,1.99B,2.32B,6.96B
Gross Income Growth,-,34.08%,122.96%,16.57%,200.04%
Gross Profit Margin,-,-,-,-,13.44%
SG&A Expense,176M,195M,286M,205M,233M
SGA Growth,-,10.80%,46.67%,-28.32%,13.66%
Research & Development,-,-,-,-,-
Other SG&A,176M,195M,-,-,-
Other Operating Expense,12M,19M,18M,19M,15M
Unusual Expense,(95M),11M,95M,610M,501M
EBIT after Unusual Expense,95M,(11M),(95M),(610M),(501M)
Non Operating Income/Expense,38M,57M,(161M),(123M),37M
Non-Operating Interest Income,-,-,-,-,-
Equity in Affiliates (Pretax),-,-,-,-,-
Interest Expense,150M,152M,152M,145M,142M
Interest Expense Growth,-,1.33%,0.00%,-4.61%,-2.07%
Gross Interest Expense,162M,162M,163M,157M,156M
Interest Capitalized,12M,10M,11M,12M,14M
Pretax Income,461M,573M,1.28B,1.22B,6.11B
Pretax Income Growth,-,24.30%,123.21%,-4.69%,401.23%
Pretax Margin,-,-,-,-,11.79%
Income Tax,169M,65M,169M,252M,1.34B
Income Tax - Current Domestic,-,-,-,-,-
Income Tax - Current Foreign,-,-,-,-,-
Income Tax - Deferred Domestic,-,-,-,-,-
Income Tax - Deferred Foreign,-,-,-,-,-
Income Tax Credits,-,-,-,-,-
Equity in Affiliates,-,-,-,-,-
Other After Tax Income (Expense),(2M),(1M),(2M),(3M),(17M)
Consolidated Net Income,290M,507M,1.11B,964M,4.75B
Minority Interest Expense,130M,45M,101M,62M,75M
Net Income,160M,462M,1.01B,902M,4.68B
Net Income Growth,-,188.75%,117.97%,-10.43%,418.40%
Net Margin Growth,-,-,-,-,9.02%
Extraordinaries & Discontinued Operations,-,-,-,-,-
Extra Items & Gain/Loss Sale Of Assets,-,-,-,-,-
Cumulative Effect - Accounting Chg,-,-,-,-,-
Discontinued Operations,-,-,-,-,-
Net Income After Extraordinaries,160M,462M,1.01B,902M,4.68B
Preferred Dividends,-,-,-,-,-
Net Income Available to Common,160M,462M,1.01B,902M,4.68B
EPS (Basic),0.39,1.14,2.47,2.21,11.57
EPS (Basic) Growth,-,188.76%,117.43%,-10.43%,423.53%
Basic Shares Outstanding,407M,407M,408M,408M,404M
EPS (Diluted),0.39,1.13,2.47,2.21,11.57
EPS (Diluted) Growth,-,188.07%,117.95%,-10.43%,423.53%
Diluted Shares Outstanding,407M,408M,408M,408M,404M
EBITDA,1.07B,1.32B,2.29B,2.7B,7.32B
EBITDA Growth,-,23.83%,73.11%,18.29%,170.74%
EBITDA Margin,-,-,-,-,14.12%
