Item,30-Jun-2021,30-Sep-2021,31-Dec-2021,31-Mar-2022,30-Jun-2022
Sales/Revenue,9.68B,10.82B,10.48B,9.64B,9.92B
Sales Growth,-,11.80%,-3.15%,-8.03%,2.96%
Premiums Earned,8.81B,10B,9.32B,8.75B,9.56B
Total Investment Income,899M,842M,840M,791M,870M
Realized Gains (Losses),(40M),111M,287M,120M,(11M)
Other Operating Income,7M,(132M),32M,(19M),(493M)
"Losses, Claims & Reserves",5.19B,6.78B,5.49B,4.93B,5.57B
"Losses, Claims & Reserves Growth",-,30.61%,-19.06%,-10.13%,12.88%
"Losses, Benefits & Adjustments",5.19B,6.78B,5.49B,4.93B,5.57B
Loss Ratio,-,-,-,-,N/A
"Selling, General & Admin. Expenses & Other",2.55B,2.66B,2.66B,2.59B,2.63B
SGA Growth,-,4.28%,0.15%,-2.75%,1.62%
"Selling, General & Admin. Expenses",2.55B,2.66B,2.66B,2.59B,2.63B
"Other Selling, General & Admin. Expense",-,-,-,-,-
Underwriting & Commissions,1.7B,1.78B,1.78B,1.74B,1.74B
Other Operating Expense,-,-,-,-,-
Operating Income Before Interest Expense,1.94B,1.39B,2.33B,2.12B,1.73B
Operating Income Growth,-,-28.63%,68.33%,-9.13%,-18.49%
"Interest Expense, Net of Interest Capitalized",122M,122M,126M,132M,134M
Interest Expense (excl. Interest Capitalized),122M,122M,126M,132M,134M
Interest Capitalized,-,-,-,-,-
Operating Income After Interest Expense,1.94B,1.39B,2.33B,2.12B,1.73B
Non-Operating Income (Expense),762M,787M,338M,341M,(86M)
Miscellaneous Non Operating Expense,(12M),(15M),(22M),(20M),(15M)
Equity in Affiliates (Pretax),774M,802M,360M,361M,(71M)
Unusual Expense,-,-,-,-,-
Pretax Income,2.58B,2.05B,2.55B,2.33B,1.51B
Pretax Income Growth,-,-20.57%,24.09%,-8.49%,-35.25%
Income Tax,317M,218M,404M,355M,293M
Income Tax - Current Domestic,-,-,-,-,-
Income Tax - Current Foreign,-,-,-,-,-
Income Tax - Deferred Domestic,-,-,-,-,-
Income Tax - Deferred Foreign,-,-,-,-,-
Income Tax Credits,-,-,-,-,-
Equity in Affiliates,-,-,-,-,-
Other After Tax Income (Expense),-,-,-,-,-
Consolidated Net Income,2.27B,1.83B,2.14B,1.97B,1.22B
Minority Interest Expense,-,-,-,-,-
Net Income,2.27B,1.83B,2.14B,1.97B,1.22B
Net Income Growth,-,-19.07%,16.80%,-7.80%,-38.45%
Net Margin Growth,-,-,-,-,12.24%
Extraordinaries & Discontinued Operations,-,-,-,-,-
Extra Items & Gain/Loss Sale Of Assets,-,-,-,-,-
Cumulative Effect - Accounting Chg,-,-,-,-,-
Discontinued Operations,-,-,-,-,-
Net Income After Extraordinaries,2.27B,1.83B,2.14B,1.97B,1.22B
Preferred Dividends,-,-,-,-,-
Net Income Available to Common,2.27B,1.83B,2.14B,1.97B,1.22B
EPS (Basic),5.09,4.21,4.99,4.64,2.88
EPS (Basic) Growth,-,-17.26%,18.47%,-7.06%,-37.84%
Basic Shares Outstanding,445.09M,435.32M,429.21M,425.81M,421.62M
EPS (Diluted),5.06,4.18,4.95,4.59,2.86
EPS (Diluted) Growth,-,-17.32%,18.33%,-7.16%,-37.82%
Diluted Shares Outstanding,447.95M,438.44M,432.79M,429.79M,425.42M
