Item,30-Jun-2021,30-Sep-2021,31-Dec-2021,31-Mar-2022,30-Jun-2022
Sales/Revenue,528.9M,532.43M,717.14M,579.27M,585.14M
Sales Growth,-,0.67%,34.69%,-19.23%,1.01%
Cost of Goods Sold (COGS) incl. D&A,148.97M,153.66M,208.97M,173M,171.42M
COGS Growth,-,3.15%,35.99%,-17.21%,-0.91%
COGS excluding D&A,135.98M,130.45M,183.98M,148.24M,146.39M
Depreciation & Amortization Expense,12.99M,23.21M,24.99M,24.75M,25.03M
Depreciation,-,-,-,-,-
Amortization of Intangibles,-,-,-,-,-
Gross Income,379.93M,378.77M,508.17M,406.27M,413.71M
Gross Income Growth,-,-0.31%,34.16%,-20.05%,1.83%
Gross Profit Margin,-,-,-,-,70.70%
SG&A Expense,280.88M,270M,364.19M,321.06M,340.35M
SGA Growth,-,-3.87%,34.89%,-11.84%,6.01%
Research & Development,61.75M,73.52M,82.56M,89.48M,102.1M
Other SG&A,219.13M,196.48M,-,-,-
Other Operating Expense,-,-,-,-,-
Unusual Expense,9.94M,25.03M,1.73M,900K,800K
EBIT after Unusual Expense,(9.94M),(25.03M),(1.73M),(900K),(800K)
Non Operating Income/Expense,(2.27M),2.7M,5.45M,1.67M,3.16M
Non-Operating Interest Income,803K,139K,216K,-,-
Equity in Affiliates (Pretax),-,-,-,-,-
Interest Expense,1.88M,2.78M,3.54M,-,2.56M
Interest Expense Growth,-,47.66%,27.35%,-,-
Gross Interest Expense,1.88M,2.78M,3.54M,-,2.56M
Interest Capitalized,-,-,-,-,-
Pretax Income,85.75M,83.8M,144.37M,85.99M,73.16M
Pretax Income Growth,-,-2.28%,72.28%,-40.44%,-14.92%
Pretax Margin,-,-,-,-,12.50%
Income Tax,(12.5M),(6.13M),(17.18M),(122K),39K
Income Tax - Current Domestic,-,-,-,-,-
Income Tax - Current Foreign,-,-,-,-,-
Income Tax - Deferred Domestic,-,-,-,-,-
Income Tax - Deferred Foreign,-,-,-,-,-
Income Tax Credits,-,-,-,-,-
Equity in Affiliates,-,-,-,-,-
Other After Tax Income (Expense),-,-,-,-,-
Consolidated Net Income,98.25M,89.93M,161.56M,86.11M,73.12M
Minority Interest Expense,-,-,-,-,-
Net Income,98.25M,89.93M,161.56M,86.11M,73.12M
Net Income Growth,-,-8.47%,79.65%,-46.70%,-15.08%
Net Margin Growth,-,-,-,-,12.50%
Extraordinaries & Discontinued Operations,-,-,-,-,-
Extra Items & Gain/Loss Sale Of Assets,-,-,-,-,-
Cumulative Effect - Accounting Chg,-,-,-,-,-
Discontinued Operations,-,-,-,-,-
Net Income After Extraordinaries,98.25M,89.93M,161.56M,86.11M,73.12M
Preferred Dividends,-,-,-,-,-
Net Income Available to Common,98.25M,89.93M,161.56M,86.11M,73.12M
EPS (Basic),0.77,0.71,1.27,0.68,0.58
EPS (Basic) Growth,-,-8.22%,78.92%,-46.71%,-15.03%
Basic Shares Outstanding,126.98M,126.63M,127.14M,127.15M,127.09M
EPS (Diluted),0.68,0.62,1.11,0.6,0.51
EPS (Diluted) Growth,-,-9.32%,77.98%,-45.90%,-14.23%
Diluted Shares Outstanding,144.87M,147.41M,147.63M,146.68M,145.68M
EBITDA,112.03M,131.98M,168.97M,109.97M,98.39M
EBITDA Growth,-,17.81%,28.03%,-34.92%,-10.53%
EBITDA Margin,-,-,-,-,16.81%
