Item,30-Jun-2021,30-Sep-2021,31-Dec-2021,31-Mar-2022,30-Jun-2022
Sales/Revenue,8.69B,8.81B,9.01B,8.81B,9.14B
Sales Growth,-,1.36%,2.34%,-2.24%,3.71%
Premiums Earned,7.62B,7.83B,8.02B,8.01B,8.32B
Total Investment Income,818M,771M,743M,637M,707M
Realized Gains (Losses),61M,8M,58M,(23M),(95M)
Other Operating Income,192M,197M,186M,181M,207M
"Losses, Claims & Reserves",5.05B,5.46B,4.82B,5.04B,5.8B
"Losses, Claims & Reserves Growth",-,8.31%,-11.80%,4.57%,15.16%
"Losses, Benefits & Adjustments",5.05B,5.46B,4.82B,5.04B,5.8B
Loss Ratio,-,-,-,-,N/A
"Selling, General & Admin. Expenses & Other",2.43B,2.47B,2.45B,2.5B,2.59B
SGA Growth,-,1.65%,-0.57%,1.92%,3.48%
"Selling, General & Admin. Expenses",2.43B,2.47B,2.45B,2.5B,2.59B
"Other Selling, General & Admin. Expense",-,-,-,-,-
Underwriting & Commissions,-,-,-,-,-
Other Operating Expense,-,-,-,-,-
Operating Income Before Interest Expense,1.21B,873M,1.74B,1.27B,745M
Operating Income Growth,-,-28.09%,99.08%,-26.99%,-41.29%
"Interest Expense, Net of Interest Capitalized",83M,87M,88M,87M,88M
Interest Expense (excl. Interest Capitalized),83M,87M,88M,87M,88M
Interest Capitalized,-,-,-,-,-
Operating Income After Interest Expense,1.21B,873M,1.74B,1.27B,745M
Non-Operating Income (Expense),-,-,-,-,-
Miscellaneous Non Operating Expense,-,-,-,-,-
Equity in Affiliates (Pretax),-,-,-,-,-
Unusual Expense,-,-,-,-,-
Pretax Income,1.13B,786M,1.65B,1.18B,657M
Pretax Income Growth,-,-30.50%,109.92%,-28.36%,-44.42%
Income Tax,197M,124M,317M,164M,106M
Income Tax - Current Domestic,-,-,-,-,-
Income Tax - Current Foreign,-,-,-,-,-
Income Tax - Deferred Domestic,-,-,-,-,-
Income Tax - Deferred Foreign,-,-,-,-,-
Income Tax Credits,-,-,-,-,-
Equity in Affiliates,-,-,-,-,-
Other After Tax Income (Expense),-,-,-,-,-
Consolidated Net Income,927M,657M,1.32B,1.01B,547M
Minority Interest Expense,-,-,-,-,-
Net Income,927M,657M,1.32B,1.01B,547M
Net Income Growth,-,-29.13%,101.37%,-23.58%,-45.90%
Net Margin Growth,-,-,-,-,5.99%
Extraordinaries & Discontinued Operations,-,-,-,-,-
Extra Items & Gain/Loss Sale Of Assets,-,-,-,-,-
Cumulative Effect - Accounting Chg,-,-,-,-,-
Discontinued Operations,-,-,-,-,-
Net Income After Extraordinaries,927M,657M,1.32B,1.01B,547M
Preferred Dividends,-,-,-,-,-
Net Income Available to Common,927M,657M,1.32B,1.01B,547M
EPS (Basic),3.7,2.65,5.43,4.2,2.31
EPS (Basic) Growth,-,-28.27%,104.59%,-22.66%,-44.93%
Basic Shares Outstanding,250.7M,247.7M,243.8M,240.9M,238.4M
EPS (Diluted),3.66,2.63,5.37,4.15,2.29
EPS (Diluted) Growth,-,-28.27%,104.39%,-22.74%,-44.91%
Diluted Shares Outstanding,253.1M,250.1M,246.4M,243.7M,241.1M
