Item,30-Jun-2021,30-Sep-2021,31-Dec-2021,31-Mar-2022,30-Jun-2022
Sales/Revenue,9.27B,9.33B,10.7B,11.82B,10.97B
Sales Growth,-,0.61%,14.71%,10.43%,-7.18%
Cost of Goods Sold (COGS) incl. D&A,4.74B,4.69B,5.77B,6.33B,6.38B
COGS Growth,-,-1.10%,23.18%,9.74%,0.79%
COGS excluding D&A,4.08B,4.06B,5.09B,5.48B,5.55B
Depreciation & Amortization Expense,660M,628M,683M,859M,836M
Depreciation,211M,205M,217M,250M,236M
Amortization of Intangibles,449M,423M,466M,609M,600M
Gross Income,4.54B,4.64B,4.93B,5.48B,4.59B
Gross Income Growth,-,2.40%,6.16%,11.24%,-16.37%
Gross Profit Margin,-,-,-,-,41.80%
SG&A Expense,2.28B,2.3B,2.25B,2.64B,2.65B
SGA Growth,-,0.53%,-1.96%,17.37%,0.11%
Research & Development,343M,351M,392M,364M,365M
Other SG&A,1.94B,1.95B,-,-,-
Other Operating Expense,-,-,-,-,-
Unusual Expense,114M,76M,694M,46M,(77M)
EBIT after Unusual Expense,(114M),(76M),(694M),(46M),77M
Non Operating Income/Expense,21M,20M,27M,(138M),11M
Non-Operating Interest Income,11M,9M,11M,18M,36M
Equity in Affiliates (Pretax),-,-,-,-,-
Interest Expense,122M,128M,161M,136M,148M
Interest Expense Growth,-,4.92%,25.78%,-15.53%,8.82%
Gross Interest Expense,122M,128M,161M,136M,148M
Interest Capitalized,-,-,-,-,-
Pretax Income,2.05B,2.17B,1.86B,2.54B,1.92B
Pretax Income Growth,-,6.16%,-14.31%,36.41%,-24.53%
Pretax Margin,-,-,-,-,17.47%
Income Tax,219M,271M,202M,301M,198M
Income Tax - Current Domestic,-,-,-,-,-
Income Tax - Current Foreign,-,-,-,-,-
Income Tax - Deferred Domestic,-,-,-,-,-
Income Tax - Deferred Foreign,-,-,-,-,-
Income Tax Credits,-,-,-,-,-
Equity in Affiliates,-,-,(1M),(19M),(51M)
Other After Tax Income (Expense),-,-,-,-,-
Consolidated Net Income,1.83B,1.9B,1.66B,2.22B,1.67B
Minority Interest Expense,-,-,1M,5M,4M
Net Income,1.83B,1.9B,1.66B,2.22B,1.66B
Net Income Growth,-,4.05%,-12.83%,33.59%,-24.88%
Net Margin Growth,-,-,-,-,15.17%
Extraordinaries & Discontinued Operations,-,-,-,-,-
Extra Items & Gain/Loss Sale Of Assets,-,-,-,-,-
Cumulative Effect - Accounting Chg,-,-,-,-,-
Discontinued Operations,-,-,-,-,-
Net Income After Extraordinaries,1.83B,1.9B,1.66B,2.22B,1.66B
Preferred Dividends,-,-,-,-,-
Net Income Available to Common,1.83B,1.9B,1.66B,2.22B,1.66B
EPS (Basic),4.65,4.83,4.21,5.65,4.24
EPS (Basic) Growth,-,3.78%,-12.83%,34.28%,-24.88%
Basic Shares Outstanding,393M,394M,394M,392M,392M
EPS (Diluted),4.62,4.79,4.17,5.61,4.22
EPS (Diluted) Growth,-,3.78%,-13.05%,34.61%,-24.68%
Diluted Shares Outstanding,396M,397M,398M,395M,394M
EBITDA,2.91B,2.98B,3.36B,3.7B,2.78B
EBITDA Growth,-,2.23%,12.97%,10.08%,-24.97%
EBITDA Margin,-,-,-,-,25.31%
