Item,30-Jun-2021,30-Sep-2021,31-Dec-2021,31-Mar-2022,30-Jun-2022
Sales/Revenue,498.18M,517.1M,549.84M,559.95M,551.81M
Sales Growth,-,3.80%,6.33%,1.84%,-1.45%
Cost of Goods Sold (COGS) incl. D&A,124.74M,110.59M,124.86M,131.03M,129.71M
COGS Growth,-,-11.35%,12.90%,4.94%,-1.00%
COGS excluding D&A,81.33M,83.55M,89.53M,96.48M,94.57M
Depreciation & Amortization Expense,43.42M,27.04M,35.33M,34.55M,35.14M
Depreciation,13.02M,12.94M,14.31M,12.83M,12.96M
Amortization of Intangibles,30.4M,14.11M,21.02M,21.72M,22.18M
Gross Income,373.44M,406.51M,424.99M,428.92M,422.09M
Gross Income Growth,-,8.86%,4.55%,0.93%,-1.59%
Gross Profit Margin,-,-,-,-,76.49%
SG&A Expense,115.9M,126.28M,144.4M,138.63M,119.89M
SGA Growth,-,8.95%,14.35%,-4.00%,-13.52%
Research & Development,27.53M,28.35M,30.82M,28.32M,23.92M
Other SG&A,88.37M,97.93M,-,-,-
Other Operating Expense,-,-,-,-,-
Unusual Expense,-,-,-,1.31M,1.82M
EBIT after Unusual Expense,-,-,-,(1.31M),(1.82M)
Non Operating Income/Expense,(22.63M),(37.84M),5.14M,381K,(188K)
Non-Operating Interest Income,347K,396K,368K,298K,924K
Equity in Affiliates (Pretax),-,-,-,-,-
Interest Expense,39.56M,42.14M,40.34M,40.71M,41.09M
Interest Expense Growth,-,6.52%,-4.27%,0.94%,0.91%
Gross Interest Expense,39.56M,42.14M,40.34M,40.71M,41.09M
Interest Capitalized,-,-,-,-,-
Pretax Income,195.7M,200.65M,245.76M,248.94M,260.03M
Pretax Income Growth,-,2.53%,22.48%,1.29%,4.45%
Pretax Margin,-,-,-,-,47.12%
Income Tax,30.27M,30.77M,51.9M,20.52M,49.45M
Income Tax - Current Domestic,-,-,-,-,-
Income Tax - Current Foreign,-,-,-,-,-
Income Tax - Deferred Domestic,-,-,-,-,-
Income Tax - Deferred Foreign,-,-,-,-,-
Income Tax Credits,-,-,-,-,-
Equity in Affiliates,-,-,-,-,-
Other After Tax Income (Expense),-,-,-,-,-
Consolidated Net Income,165.42M,169.88M,193.87M,228.42M,210.59M
Minority Interest Expense,-,-,-,-,-
Net Income,165.42M,169.88M,193.87M,228.42M,210.59M
Net Income Growth,-,2.69%,14.12%,17.83%,-7.81%
Net Margin Growth,-,-,-,-,38.16%
Extraordinaries & Discontinued Operations,-,-,-,-,-
Extra Items & Gain/Loss Sale Of Assets,-,-,-,-,-
Cumulative Effect - Accounting Chg,-,-,-,-,-
Discontinued Operations,-,-,-,-,-
Net Income After Extraordinaries,165.42M,169.88M,193.87M,228.42M,210.59M
Preferred Dividends,-,-,-,-,-
Net Income Available to Common,165.42M,169.88M,193.87M,228.42M,210.59M
EPS (Basic),2.01,2.06,2.35,2.8,2.6
EPS (Basic) Growth,-,2.67%,14.12%,19.10%,-7.05%
Basic Shares Outstanding,82.45M,82.47M,82.47M,81.59M,80.92M
EPS (Diluted),1.99,2.03,2.32,2.78,2.59
EPS (Diluted) Growth,-,2.37%,14.09%,19.68%,-6.69%
Diluted Shares Outstanding,83.3M,83.55M,83.58M,82.29M,81.3M
EBITDA,300.95M,307.27M,315.92M,324.84M,337.34M
EBITDA Growth,-,2.10%,2.81%,2.82%,3.85%
EBITDA Margin,-,-,-,-,61.13%
