Item,30-Jun-2021,30-Sep-2021,31-Dec-2021,31-Mar-2022,30-Jun-2022
Sales/Revenue,5.38B,6.8B,4.74B,6.81B,7.15B
Sales Growth,-,26.31%,-30.27%,43.72%,4.87%
Cost of Goods Sold (COGS) incl. D&A,2.95B,3.52B,3.29B,3.21B,3.73B
COGS Growth,-,19.42%,-6.70%,-2.34%,16.04%
COGS excluding D&A,1.91B,2.23B,2.24B,2.25B,2.5B
Depreciation & Amortization Expense,1.04B,1.3B,1.05B,960M,1.23B
Depreciation,-,-,-,-,-
Amortization of Intangibles,-,-,-,-,-
Gross Income,2.43B,3.28B,1.45B,3.6B,3.42B
Gross Income Growth,-,34.65%,-55.62%,147.87%,-5.08%
Gross Profit Margin,-,-,-,-,47.87%
SG&A Expense,-,-,-,-,-
SGA Growth,-,-,-,-,-
Research & Development,-,-,-,-,-
Other SG&A,-,-,-,-,-
Other Operating Expense,460M,481M,433M,478M,511M
Unusual Expense,1.76B,2.43B,(661M),3.46B,1.56B
EBIT after Unusual Expense,(1.76B),(2.43B),661M,(3.46B),(1.56B)
Non Operating Income/Expense,126M,123M,(167M),57M,(71M)
Non-Operating Interest Income,7M,7M,-,-,-
Equity in Affiliates (Pretax),(84M),109M,201M,(453M),436M
Interest Expense,328M,327M,499M,324M,310M
Interest Expense Growth,-,-0.30%,52.60%,-35.07%,-4.32%
Gross Interest Expense,328M,327M,499M,324M,310M
Interest Capitalized,-,-,-,-,-
Pretax Income,(68M),277M,1.22B,(1.05B),1.41B
Pretax Income Growth,-,507.35%,339.35%,-186.44%,233.75%
Pretax Margin,-,-,-,-,19.69%
Income Tax,(140M),(27M),264M,(359M),294M
Income Tax - Current Domestic,-,-,-,-,-
Income Tax - Current Foreign,-,-,-,-,-
Income Tax - Deferred Domestic,-,-,-,-,-
Income Tax - Deferred Foreign,-,-,-,-,-
Income Tax Credits,-,-,-,-,-
Equity in Affiliates,-,-,-,-,-
Other After Tax Income (Expense),-,-,-,-,-
Consolidated Net Income,72M,304M,953M,(693M),1.11B
Minority Interest Expense,(184M),(143M),(251M),(242M),(267M)
Net Income,256M,447M,1.2B,(451M),1.38B
Net Income Growth,-,74.61%,169.35%,-137.46%,405.99%
Net Margin Growth,-,-,-,-,19.31%
Extraordinaries & Discontinued Operations,-,-,-,-,-
Extra Items & Gain/Loss Sale Of Assets,-,-,-,-,-
Cumulative Effect - Accounting Chg,-,-,-,-,-
Discontinued Operations,-,-,-,-,-
Net Income After Extraordinaries,256M,447M,1.2B,(451M),1.38B
Preferred Dividends,-,-,-,-,-
Net Income Available to Common,256M,447M,1.2B,(451M),1.38B
EPS (Basic),0.13,0.23,0.61,(0.23),0.7
EPS (Basic) Growth,-,74.69%,169.23%,-137.44%,405.84%
Basic Shares Outstanding,1.96B,1.96B,1.96B,1.96B,1.97B
EPS (Diluted),0.13,0.23,0.61,(0.23),0.7
EPS (Diluted) Growth,-,74.44%,169.02%,-137.66%,404.66%
Diluted Shares Outstanding,1.97B,1.97B,1.98B,1.96B,1.97B
EBITDA,3.01B,4.09B,2.07B,4.09B,4.14B
EBITDA Growth,-,35.80%,-49.35%,97.11%,1.25%
EBITDA Margin,-,-,-,-,57.89%
