Item,30-Jun-2021,30-Sep-2021,31-Dec-2021,31-Mar-2022,30-Jun-2022
Sales/Revenue,43.19B,44.36B,45.76B,43.69B,45.39B
Sales Growth,-,2.70%,3.16%,-4.52%,3.89%
Premiums Earned,10.32B,10.28B,10.34B,10.36B,10.43B
Total Investment Income,310M,468M,380M,414M,325M
Realized Gains (Losses),59M,68M,68M,(319M),(95M)
Other Operating Income,32.5B,33.55B,34.97B,33.24B,34.73B
"Losses, Claims & Reserves",8.48B,8.33B,8.74B,8.27B,8.19B
"Losses, Claims & Reserves Growth",-,-1.82%,4.96%,-5.43%,-0.92%
"Losses, Benefits & Adjustments",8.48B,8.33B,8.74B,8.27B,8.19B
Loss Ratio,-,-,-,-,N/A
"Selling, General & Admin. Expenses & Other",32.48B,33.65B,35.13B,33.52B,34.88B
SGA Growth,-,3.59%,4.39%,-4.59%,4.05%
"Selling, General & Admin. Expenses",3.48B,3.58B,3.88B,3.71B,3.73B
"Other Selling, General & Admin. Expense",-,-,-,-,-
Underwriting & Commissions,-,-,-,-,-
Other Operating Expense,29B,30.07B,31.25B,29.81B,31.15B
Operating Income Before Interest Expense,2.22B,2.38B,1.88B,1.9B,2.32B
Operating Income Growth,-,6.89%,-20.67%,0.85%,21.89%
"Interest Expense, Net of Interest Capitalized",298M,303M,293M,299M,301M
Interest Expense (excl. Interest Capitalized),298M,303M,293M,299M,301M
Interest Capitalized,-,-,-,-,-
Operating Income After Interest Expense,2.22B,2.38B,1.88B,1.9B,2.32B
Non-Operating Income (Expense),-,-,-,-,-
Miscellaneous Non Operating Expense,-,-,-,-,-
Equity in Affiliates (Pretax),-,-,-,-,-
Unusual Expense,26M,13M,279M,52M,30M
Pretax Income,1.9B,2.06B,1.31B,1.55B,1.99B
Pretax Income Growth,-,8.48%,-36.28%,18.06%,28.15%
Income Tax,422M,424M,179M,351M,413M
Income Tax - Current Domestic,-,-,-,-,-
Income Tax - Current Foreign,-,-,-,-,-
Income Tax - Deferred Domestic,-,-,-,-,-
Income Tax - Deferred Foreign,-,-,-,-,-
Income Tax Credits,-,-,-,-,-
Equity in Affiliates,-,-,-,-,-
Other After Tax Income (Expense),-,-,-,-,-
Consolidated Net Income,1.48B,1.64B,1.13B,1.2B,1.57B
Minority Interest Expense,9M,14M,17M,15M,13M
Net Income,1.47B,1.62B,1.12B,1.18B,1.56B
Net Income Growth,-,10.50%,-31.15%,6.00%,31.78%
Net Margin Growth,-,-,-,-,3.44%
Extraordinaries & Discontinued Operations,-,-,-,-,-
Extra Items & Gain/Loss Sale Of Assets,-,-,-,-,-
Cumulative Effect - Accounting Chg,-,-,-,-,-
Discontinued Operations,-,-,-,-,-
Net Income After Extraordinaries,1.47B,1.62B,1.12B,1.18B,1.56B
Preferred Dividends,-,-,-,-,-
Net Income Available to Common,1.47B,1.62B,1.12B,1.18B,1.56B
EPS (Basic),4.3,4.84,3.44,3.71,4.95
EPS (Basic) Growth,-,12.58%,-28.97%,8.12%,33.19%
Basic Shares Outstanding,341.48M,335.17M,324.85M,318.49M,315.12M
EPS (Diluted),4.25,4.8,3.39,3.68,4.9
EPS (Diluted) Growth,-,12.90%,-29.50%,8.76%,33.02%
Diluted Shares Outstanding,344.93M,337.58M,329.64M,321.28M,318.3M
