Item,30-Jun-2021,30-Sep-2021,31-Dec-2021,31-Mar-2022,30-Jun-2022
Sales/Revenue,18.98B,24.09B,23.84B,25.66B,27.74B
Sales Growth,-,26.96%,-1.06%,7.65%,8.11%
Cost of Goods Sold (COGS) incl. D&A,7.94B,10.92B,10.68B,10.8B,9.07B
COGS Growth,-,37.59%,-2.24%,1.12%,-16.04%
COGS excluding D&A,6.26B,9.56B,9.4B,9.61B,7.89B
Depreciation & Amortization Expense,1.68B,1.36B,1.28B,1.19B,1.18B
Depreciation,751M,379M,320M,352M,353M
Amortization of Intangibles,931M,981M,957M,835M,822M
Gross Income,11.04B,13.17B,13.16B,14.86B,18.68B
Gross Income Growth,-,19.32%,-0.08%,12.94%,25.65%
Gross Profit Margin,-,-,-,-,67.32%
SG&A Expense,5.29B,6.2B,9.88B,4.82B,5.73B
SGA Growth,-,17.22%,59.30%,-51.21%,18.86%
Research & Development,2.46B,3.45B,5.92B,2.3B,2.82B
Other SG&A,2.83B,2.76B,-,-,-
Other Operating Expense,-,-,-,-,-
Unusual Expense,549M,875M,460M,730M,1.2B
EBIT after Unusual Expense,(549M),(875M),(460M),(730M),(1.2B)
Non Operating Income/Expense,1.57B,1.95B,1.14B,(138M),(183M)
Non-Operating Interest Income,13M,10M,14M,14M,30M
Equity in Affiliates (Pretax),140M,105M,163M,184M,149M
Interest Expense,316M,325M,315M,322M,293M
Interest Expense Growth,-,2.85%,-3.08%,2.22%,-9.01%
Gross Interest Expense,316M,325M,315M,322M,293M
Interest Capitalized,-,-,-,-,-
Pretax Income,6.61B,7.84B,3.83B,9.05B,11.45B
Pretax Income Growth,-,18.57%,-51.16%,136.48%,26.49%
Pretax Margin,-,-,-,-,41.26%
Income Tax,1.04B,(331M),249M,1.17B,1.57B
Income Tax - Current Domestic,-,-,-,-,-
Income Tax - Current Foreign,-,-,-,-,-
Income Tax - Deferred Domestic,-,-,-,-,-
Income Tax - Deferred Foreign,-,-,-,-,-
Income Tax Credits,-,-,-,-,-
Equity in Affiliates,-,-,-,-,-
Other After Tax Income (Expense),-,-,-,-,-
Consolidated Net Income,5.57B,8.17B,3.58B,7.88B,9.88B
Minority Interest Expense,26M,12M,(2M),6M,6M
Net Income,5.54B,8.16B,3.58B,7.87B,9.87B
Net Income Growth,-,47.23%,-56.10%,119.92%,25.38%
Net Margin Growth,-,-,-,-,35.58%
Extraordinaries & Discontinued Operations,24M,(9M),-,-,-
Extra Items & Gain/Loss Sale Of Assets,-,-,-,(9M),34M
Cumulative Effect - Accounting Chg,-,-,-,-,-
Discontinued Operations,24M,(9M),(187M),-,-
Net Income After Extraordinaries,5.56B,8.15B,3.39B,7.86B,9.91B
Preferred Dividends,-,-,-,-,-
Net Income Available to Common,5.56B,8.15B,3.39B,7.87B,9.87B
EPS (Basic),0.99,1.45,0.6,1.4,1.77
EPS (Basic) Growth,-,46.14%,-58.40%,131.98%,25.93%
Basic Shares Outstanding,5.6B,5.61B,5.62B,5.62B,5.59B
EPS (Diluted),0.98,1.42,0.59,1.37,1.73
EPS (Diluted) Growth,-,45.22%,-58.65%,132.42%,26.40%
Diluted Shares Outstanding,5.68B,5.73B,5.77B,5.76B,5.71B
EBITDA,7.43B,8.33B,4.56B,11.23B,14.12B
EBITDA Growth,-,12.11%,-45.29%,146.43%,25.75%
EBITDA Margin,-,-,-,-,50.90%
