Item,30-Jun-2021,30-Sep-2021,31-Dec-2021,31-Mar-2022,30-Jun-2022
Sales/Revenue,3.2B,3.16B,3.28B,3.29B,3.32B
Sales Growth,-,-1.31%,3.78%,0.54%,0.92%
Cost of Goods Sold (COGS) incl. D&A,2.76B,2.84B,2.96B,3.06B,3.09B
COGS Growth,-,2.98%,4.24%,3.33%,0.98%
COGS excluding D&A,2.62B,2.71B,2.83B,2.92B,2.95B
Depreciation & Amortization Expense,133.99M,134.46M,133.36M,143.78M,143.85M
Depreciation,-,-,-,-,-
Amortization of Intangibles,-,-,-,-,-
Gross Income,438.97M,314.81M,313.65M,232.86M,233.43M
Gross Income Growth,-,-28.28%,-0.37%,-25.76%,0.25%
Gross Profit Margin,-,-,-,-,7.02%
SG&A Expense,-,-,-,-,-
SGA Growth,-,-,-,-,-
Research & Development,-,-,-,-,-
Other SG&A,-,-,-,-,-
Other Operating Expense,-,-,-,-,-
Unusual Expense,-,16.83M,-,-,-
EBIT after Unusual Expense,-,(16.83M),-,-,-
Non Operating Income/Expense,8.74M,9.84M,7.09M,(11.5M),1.67M
Non-Operating Interest Income,410K,166K,116K,13K,63K
Equity in Affiliates (Pretax),394K,276K,5.22M,300K,307K
Interest Expense,21.71M,21.37M,19.33M,21.69M,25.74M
Interest Expense Growth,-,-1.58%,-9.51%,12.17%,18.69%
Gross Interest Expense,22.72M,22.67M,20.79M,23.01M,27.95M
Interest Capitalized,1.01M,1.31M,1.45M,1.33M,2.21M
Pretax Income,426.8M,286.89M,306.75M,199.98M,209.73M
Pretax Income Growth,-,-32.78%,6.92%,-34.81%,4.87%
Pretax Margin,-,-,-,-,6.31%
Income Tax,101.52M,67.52M,72.84M,48.96M,50.95M
Income Tax - Current Domestic,-,-,-,-,-
Income Tax - Current Foreign,-,-,-,-,-
Income Tax - Deferred Domestic,-,-,-,-,-
Income Tax - Deferred Foreign,-,-,-,-,-
Income Tax Credits,-,-,-,-,-
Equity in Affiliates,-,-,-,-,-
Other After Tax Income (Expense),(661K),(396K),(450K),(249K),(164K)
Consolidated Net Income,324.62M,218.98M,233.46M,150.77M,158.62M
Minority Interest Expense,252K,1.02M,(5.21M),(2.89M),(5.28M)
Net Income,324.36M,217.96M,238.67M,153.66M,163.9M
Net Income Growth,-,-32.81%,9.51%,-35.62%,6.66%
Net Margin Growth,-,-,-,-,4.93%
Extraordinaries & Discontinued Operations,-,-,-,-,-
Extra Items & Gain/Loss Sale Of Assets,-,-,-,-,-
Cumulative Effect - Accounting Chg,-,-,-,-,-
Discontinued Operations,-,-,-,-,-
Net Income After Extraordinaries,324.36M,217.96M,238.67M,153.66M,163.9M
Preferred Dividends,-,-,-,-,-
Net Income Available to Common,324.36M,217.96M,238.67M,153.66M,163.9M
EPS (Basic),3.85,2.65,3.03,2.05,2.22
EPS (Basic) Growth,-,-31.20%,14.31%,-32.38%,8.61%
Basic Shares Outstanding,84.22M,82.26M,78.81M,75.03M,73.68M
EPS (Diluted),3.79,2.6,3,2.02,2.2
EPS (Diluted) Growth,-,-31.24%,15.00%,-32.54%,8.96%
Diluted Shares Outstanding,85.62M,83.67M,79.68M,76.04M,74.44M
EBITDA,572.95M,449.27M,447.01M,376.64M,377.28M
EBITDA Growth,-,-21.59%,-0.50%,-15.74%,0.17%
EBITDA Margin,-,-,-,-,11.35%
