Item,30-Jun-2021,30-Sep-2021,31-Dec-2021,31-Mar-2022,30-Jun-2022
Sales/Revenue,5.38B,5.15B,4.76B,5B,5.87B
Sales Growth,-,-4.33%,-7.47%,4.97%,17.48%
Cost of Goods Sold (COGS) incl. D&A,3.05B,3.08B,2.96B,3.02B,3.5B
COGS Growth,-,1.22%,-4.04%,2.20%,15.81%
COGS excluding D&A,2.8B,2.84B,2.71B,2.77B,3.26B
Depreciation & Amortization Expense,245.8M,240.1M,245.3M,253.4M,241.8M
Depreciation,168M,163.9M,169M,175.4M,163.3M
Amortization of Intangibles,77.8M,76.2M,76.3M,78M,78.5M
Gross Income,2.33B,2.06B,1.8B,1.97B,2.37B
Gross Income Growth,-,-11.58%,-12.60%,9.51%,20.03%
Gross Profit Margin,-,-,-,-,40.37%
SG&A Expense,1.44B,1.37B,1.44B,1.41B,1.52B
SGA Growth,-,-4.79%,5.19%,-2.25%,7.93%
Research & Development,-,-,-,-,-
Other SG&A,1.44B,1.37B,-,-,-
Other Operating Expense,2.5M,500K,(9.5M),600K,4.1M
Unusual Expense,-,-,1.4M,-,-
EBIT after Unusual Expense,-,-,(1.4M),-,-
Non Operating Income/Expense,11.3M,2.5M,21.8M,(15.3M),(12.8M)
Non-Operating Interest Income,600K,700K,3M,900K,1.3M
Equity in Affiliates (Pretax),-,-,-,-,-
Interest Expense,86M,85.7M,87.5M,91.3M,95.9M
Interest Expense Growth,-,-0.35%,2.10%,4.34%,5.04%
Gross Interest Expense,86M,85.7M,87.5M,91.3M,95.9M
Interest Capitalized,-,-,-,-,-
Pretax Income,819.2M,611.5M,308.9M,461.1M,739.9M
Pretax Income Growth,-,-25.35%,-49.48%,49.27%,60.46%
Pretax Margin,-,-,-,-,12.60%
Income Tax,170.6M,109.3M,4.9M,90.3M,162M
Income Tax - Current Domestic,-,-,-,-,-
Income Tax - Current Foreign,-,-,-,-,-
Income Tax - Deferred Domestic,-,-,-,-,-
Income Tax - Deferred Foreign,-,-,-,-,-
Income Tax Credits,-,-,-,-,-
Equity in Affiliates,-,-,-,-,-
Other After Tax Income (Expense),-,-,-,-,-
Consolidated Net Income,648.6M,502.2M,304M,370.8M,577.9M
Minority Interest Expense,-,-,-,-,-
Net Income,648.6M,502.2M,304M,370.8M,577.9M
Net Income Growth,-,-22.57%,-39.47%,21.97%,55.85%
Net Margin Growth,-,-,-,-,9.84%
Extraordinaries & Discontinued Operations,-,-,-,-,-
Extra Items & Gain/Loss Sale Of Assets,-,-,-,-,-
Cumulative Effect - Accounting Chg,-,-,-,-,-
Discontinued Operations,-,-,-,-,-
Net Income After Extraordinaries,648.6M,502.2M,304M,370.8M,577.9M
Preferred Dividends,-,-,-,-,-
Net Income Available to Common,648.6M,502.2M,304M,370.8M,577.9M
EPS (Basic),2.47,1.92,1.16,1.43,2.24
EPS (Basic) Growth,-,-22.22%,-39.35%,23.06%,56.27%
Basic Shares Outstanding,262.8M,261.6M,261.1M,258.8M,258.1M
EPS (Diluted),2.42,1.88,1.16,1.41,2.21
EPS (Diluted) Growth,-,-22.23%,-38.19%,21.05%,56.62%
Diluted Shares Outstanding,267.8M,266.6M,261.1M,263.1M,261.8M
EBITDA,1.14B,934.1M,618.3M,820.2M,1.09B
EBITDA Growth,-,-18.00%,-33.81%,32.65%,32.78%
EBITDA Margin,-,-,-,-,18.55%
