Item,30-Jun-2021,30-Sep-2021,31-Dec-2021,31-Mar-2022,30-Jun-2022
Sales/Revenue,3.45B,3.48B,3.49B,3.49B,3.6B
Sales Growth,-,1.02%,0.23%,0.09%,2.95%
Cost of Goods Sold (COGS) incl. D&A,2.95B,2.94B,2.98B,2.98B,3.06B
COGS Growth,-,-0.27%,1.39%,-0.03%,2.58%
COGS excluding D&A,2.87B,2.86B,2.9B,2.9B,2.98B
Depreciation & Amortization Expense,80M,87M,81M,85M,83M
Depreciation,25M,24M,40M,26M,26M
Amortization of Intangibles,55M,63M,41M,59M,57M
Gross Income,498M,541M,508M,512M,538M
Gross Income Growth,-,8.63%,-6.10%,0.79%,5.08%
Gross Profit Margin,-,-,-,-,14.96%
SG&A Expense,223M,232M,237M,236M,260M
SGA Growth,-,4.04%,2.16%,-0.42%,10.17%
Research & Development,-,-,-,-,-
Other SG&A,223M,232M,-,-,-
Other Operating Expense,-,-,-,-,2M
Unusual Expense,10M,9M,7M,3M,8M
EBIT after Unusual Expense,(10M),(9M),(7M),(3M),(8M)
Non Operating Income/Expense,(4M),(3M),3M,(7M),(1M)
Non-Operating Interest Income,-,-,-,-,-
Equity in Affiliates (Pretax),4M,5M,6M,(2M),3M
Interest Expense,42M,42M,51M,42M,45M
Interest Expense Growth,-,0.00%,21.43%,-17.65%,7.14%
Gross Interest Expense,42M,42M,51M,42M,45M
Interest Capitalized,-,-,-,-,-
Pretax Income,223M,260M,222M,222M,225M
Pretax Income Growth,-,16.59%,-14.62%,0.00%,1.35%
Pretax Margin,-,-,-,-,6.26%
Income Tax,53M,52M,46M,45M,53M
Income Tax - Current Domestic,-,-,-,-,-
Income Tax - Current Foreign,-,-,-,-,-
Income Tax - Deferred Domestic,-,-,-,-,-
Income Tax - Deferred Foreign,-,-,-,-,-
Income Tax Credits,-,-,-,-,-
Equity in Affiliates,-,-,-,-,-
Other After Tax Income (Expense),-,-,-,-,-
Consolidated Net Income,170M,208M,176M,177M,172M
Minority Interest Expense,1M,3M,2M,2M,1M
Net Income,169M,205M,174M,175M,171M
Net Income Growth,-,21.30%,-15.12%,0.57%,-2.29%
Net Margin Growth,-,-,-,-,4.75%
Extraordinaries & Discontinued Operations,-,-,-,-,-
Extra Items & Gain/Loss Sale Of Assets,-,-,-,-,-
Cumulative Effect - Accounting Chg,-,-,-,-,-
Discontinued Operations,-,-,-,-,-
Net Income After Extraordinaries,169M,205M,174M,175M,171M
Preferred Dividends,-,-,-,-,-
Net Income Available to Common,169M,205M,174M,175M,171M
EPS (Basic),1.2,1.45,1.24,1.26,1.25
EPS (Basic) Growth,-,21.30%,-14.51%,1.30%,-0.86%
Basic Shares Outstanding,141M,141M,140M,139M,137M
EPS (Diluted),1.18,1.43,1.23,1.25,1.24
EPS (Diluted) Growth,-,21.31%,-14.52%,2.01%,-0.87%
Diluted Shares Outstanding,143M,143M,142M,140M,138M
EBITDA,355M,396M,352M,361M,359M
EBITDA Growth,-,11.55%,-11.11%,2.56%,-0.55%
EBITDA Margin,-,-,-,-,9.98%
