Item,30-Jun-2021,30-Sep-2021,31-Dec-2021,31-Mar-2022,30-Jun-2022
Sales/Revenue,713.47M,700.25M,761.91M,641.72M,704.54M
Sales Growth,-,-1.85%,8.81%,-15.78%,9.79%
Cost of Goods Sold (COGS) incl. D&A,316.05M,312.63M,342.19M,295.88M,315.48M
COGS Growth,-,-1.08%,9.46%,-13.53%,6.62%
COGS excluding D&A,255.64M,253.8M,283.51M,237.97M,258.76M
Depreciation & Amortization Expense,60.41M,58.83M,58.68M,57.91M,56.72M
Depreciation,18.47M,17.86M,17.91M,17.32M,16.18M
Amortization of Intangibles,41.95M,40.97M,40.77M,40.6M,40.54M
Gross Income,397.42M,387.62M,419.73M,345.84M,389.06M
Gross Income Growth,-,-2.47%,8.28%,-17.60%,12.50%
Gross Profit Margin,-,-,-,-,55.22%
SG&A Expense,257.44M,234.31M,259.68M,236.99M,253.86M
SGA Growth,-,-8.99%,10.83%,-8.74%,7.12%
Research & Development,33.28M,31.82M,35.8M,36.36M,36.93M
Other SG&A,224.16M,202.49M,-,-,-
Other Operating Expense,-,-,-,-,-
Unusual Expense,24.48M,3.66M,4.99M,5.71M,(183K)
EBIT after Unusual Expense,(24.48M),(3.66M),(4.99M),(5.71M),183K
Non Operating Income/Expense,133K,86.57M,33.19M,5.25M,5.07M
Non-Operating Interest Income,232K,215K,222K,222K,229K
Equity in Affiliates (Pretax),-,-,-,-,-
Interest Expense,16.17M,7.23M,45.19M,15.27M,16.72M
Interest Expense Growth,-,-55.27%,524.76%,-66.22%,9.50%
Gross Interest Expense,16.17M,7.23M,45.19M,15.27M,16.72M
Interest Capitalized,-,-,-,-,-
Pretax Income,99.7M,229.2M,143.28M,93.34M,123.97M
Pretax Income Growth,-,129.90%,-37.49%,-34.85%,32.81%
Pretax Margin,-,-,-,-,17.60%
Income Tax,16.41M,29.7M,15.81M,15.97M,18.41M
Income Tax - Current Domestic,-,-,-,-,-
Income Tax - Current Foreign,-,-,-,-,-
Income Tax - Deferred Domestic,-,-,-,-,-
Income Tax - Deferred Foreign,-,-,-,-,-
Income Tax Credits,-,-,-,-,-
Equity in Affiliates,-,-,-,-,-
Other After Tax Income (Expense),-,-,-,-,-
Consolidated Net Income,83.28M,199.51M,127.46M,77.37M,105.56M
Minority Interest Expense,-,-,-,-,-
Net Income,83.28M,199.51M,127.46M,77.37M,105.56M
Net Income Growth,-,139.55%,-36.11%,-39.30%,36.43%
Net Margin Growth,-,-,-,-,14.98%
Extraordinaries & Discontinued Operations,(35K),(325K),-,-,-
Extra Items & Gain/Loss Sale Of Assets,-,-,-,-,-
Cumulative Effect - Accounting Chg,-,-,-,-,-
Discontinued Operations,(35K),(325K),616K,(226K),(41K)
Net Income After Extraordinaries,83.25M,199.18M,128.08M,77.14M,105.51M
Preferred Dividends,-,-,-,-,-
Net Income Available to Common,83.25M,199.18M,128.08M,77.14M,105.51M
EPS (Basic),1.78,4.26,2.73,1.65,2.25
EPS (Basic) Growth,-,138.92%,-35.75%,-39.81%,36.71%
Basic Shares Outstanding,46.74M,46.81M,46.85M,46.88M,46.9M
EPS (Diluted),1.76,4.2,2.7,1.63,2.23
EPS (Diluted) Growth,-,139.16%,-35.65%,-39.75%,36.94%
Diluted Shares Outstanding,47.43M,47.45M,47.42M,47.4M,47.35M
EBITDA,200.4M,212.14M,218.73M,166.76M,191.93M
EBITDA Growth,-,5.86%,3.11%,-23.76%,15.09%
EBITDA Margin,-,-,-,-,27.24%
