Item,30-Jun-2021,30-Sep-2021,31-Dec-2021,31-Mar-2022,30-Jun-2022
Sales/Revenue,812.11M,778.45M,850.85M,825.34M,859.52M
Sales Growth,-,-4.15%,9.30%,-3.00%,4.14%
Cost of Goods Sold (COGS) incl. D&A,199.64M,185.77M,213.27M,182.82M,197.36M
COGS Growth,-,-6.95%,14.81%,-14.28%,7.95%
COGS excluding D&A,111.5M,96.62M,113.74M,97.06M,112.68M
Depreciation & Amortization Expense,88.14M,89.15M,99.53M,85.76M,84.68M
Depreciation,29.68M,29.81M,19.87M,27.49M,25.77M
Amortization of Intangibles,39.55M,40.04M,59.52M,36.56M,36.91M
Gross Income,612.47M,592.68M,637.58M,642.52M,662.17M
Gross Income Growth,-,-3.23%,7.58%,0.78%,3.06%
Gross Profit Margin,-,-,-,-,77.04%
SG&A Expense,527.49M,507.91M,558.71M,527.92M,479.55M
SGA Growth,-,-3.71%,10.00%,-5.51%,-9.16%
Research & Development,146.18M,145.81M,145.45M,147.91M,137.17M
Other SG&A,381.31M,362.1M,-,-,-
Other Operating Expense,-,-,-,-,-
Unusual Expense,5.11M,(3.26M),89.62M,13.01M,(7.39M)
EBIT after Unusual Expense,(5.11M),3.26M,(89.62M),(13.01M),7.39M
Non Operating Income/Expense,11.45M,(5.61M),(10.49M),(6.44M),(20.53M)
Non-Operating Interest Income,272K,319K,320K,442K,941K
Equity in Affiliates (Pretax),-,-,-,-,-
Interest Expense,22.91M,22.81M,21.72M,22.08M,23.85M
Interest Expense Growth,-,-0.42%,-4.78%,1.64%,8.03%
Gross Interest Expense,22.91M,22.81M,21.72M,22.08M,23.85M
Interest Capitalized,-,-,-,-,-
Pretax Income,68.68M,59.93M,(42.65M),73.52M,146.56M
Pretax Income Growth,-,-12.75%,-171.17%,272.38%,99.36%
Pretax Margin,-,-,-,-,17.05%
Income Tax,5.91M,8.14M,(145.55M),13.29M,31.11M
Income Tax - Current Domestic,-,-,-,-,-
Income Tax - Current Foreign,-,-,-,-,-
Income Tax - Deferred Domestic,-,-,-,-,-
Income Tax - Deferred Foreign,-,-,-,-,-
Income Tax Credits,-,-,-,-,-
Equity in Affiliates,-,-,-,-,-
Other After Tax Income (Expense),-,-,-,-,-
Consolidated Net Income,62.77M,51.79M,102.9M,60.23M,115.46M
Minority Interest Expense,-,-,-,-,-
Net Income,62.77M,51.79M,102.9M,60.23M,115.46M
Net Income Growth,-,-17.49%,98.69%,-41.46%,91.69%
Net Margin Growth,-,-,-,-,13.43%
Extraordinaries & Discontinued Operations,-,-,-,-,-
Extra Items & Gain/Loss Sale Of Assets,-,-,-,-,-
Cumulative Effect - Accounting Chg,-,-,-,-,-
Discontinued Operations,-,-,-,-,-
Net Income After Extraordinaries,62.77M,51.79M,102.9M,60.23M,115.46M
Preferred Dividends,-,-,-,-,-
Net Income Available to Common,62.77M,51.79M,102.9M,60.23M,115.46M
EPS (Basic),0.51,0.42,0.82,0.48,0.91
EPS (Basic) Growth,-,-17.68%,98.15%,-41.77%,89.83%
Basic Shares Outstanding,124.23M,124.52M,124.86M,125.5M,126.74M
EPS (Diluted),0.5,0.41,0.81,0.47,0.9
EPS (Diluted) Growth,-,-17.69%,98.17%,-41.97%,91.56%
Diluted Shares Outstanding,126M,126.32M,126.64M,127.73M,127.83M
EBITDA,173.12M,173.91M,178.4M,200.36M,267.29M
EBITDA Growth,-,0.46%,2.58%,12.31%,33.40%
EBITDA Margin,-,-,-,-,31.10%
