Item,30-Jun-2021,30-Sep-2021,31-Dec-2021,31-Mar-2022,30-Jun-2022
Sales/Revenue,6.62B,6.32B,6.71B,6.05B,6.55B
Sales Growth,-,-4.40%,6.09%,-9.90%,8.40%
Cost of Goods Sold (COGS) incl. D&A,4.31B,4.32B,4.66B,4.24B,4.57B
COGS Growth,-,0.33%,7.94%,-9.03%,7.73%
COGS excluding D&A,4.08B,4.09B,4.43B,4.02B,4.33B
Depreciation & Amortization Expense,227M,227M,233M,220M,236M
Depreciation,168M,167M,174M,156M,171M
Amortization of Intangibles,59M,60M,59M,64M,65M
Gross Income,2.31B,2B,2.05B,1.8B,1.98B
Gross Income Growth,-,-13.21%,2.10%,-11.88%,9.98%
Gross Profit Margin,-,-,-,-,30.26%
SG&A Expense,925M,857M,868M,812M,807M
SGA Growth,-,-7.35%,1.28%,-6.45%,-0.62%
Research & Development,-,-,-,-,-
Other SG&A,925M,857M,-,-,-
Other Operating Expense,-,-,-,-,-
Unusual Expense,132M,15M,1.32B,8M,641M
EBIT after Unusual Expense,(132M),(15M),(1.32B),(8M),(641M)
Non Operating Income/Expense,2M,158M,246M,225M,92M
Non-Operating Interest Income,4M,4M,2M,5M,6M
Equity in Affiliates (Pretax),-,-,-,-,-
Interest Expense,613M,415M,623M,242M,234M
Interest Expense Growth,-,-32.30%,50.12%,-61.16%,-3.31%
Gross Interest Expense,613M,415M,623M,242M,234M
Interest Capitalized,-,-,-,-,-
Pretax Income,645M,879M,(520M),971M,399M
Pretax Income Growth,-,36.28%,-159.16%,286.73%,-58.91%
Pretax Margin,-,-,-,-,6.09%
Income Tax,670M,143M,(265M),190M,134M
Income Tax - Current Domestic,-,-,-,-,-
Income Tax - Current Foreign,-,-,-,-,-
Income Tax - Deferred Domestic,-,-,-,-,-
Income Tax - Deferred Foreign,-,-,-,-,-
Income Tax Credits,-,-,-,-,-
Equity in Affiliates,-,-,-,-,-
Other After Tax Income (Expense),-,-,-,-,-
Consolidated Net Income,(25M),736M,(255M),781M,265M
Minority Interest Expense,2M,3M,2M,5M,-
Net Income,(27M),733M,(257M),776M,265M
Net Income Growth,-,"2,814.81%",-135.06%,401.95%,-65.85%
Net Margin Growth,-,-,-,-,4.04%
Extraordinaries & Discontinued Operations,-,-,-,-,-
Extra Items & Gain/Loss Sale Of Assets,-,-,-,-,-
Cumulative Effect - Accounting Chg,-,-,-,-,-
Discontinued Operations,-,-,-,-,-
Net Income After Extraordinaries,(27M),733M,(257M),776M,265M
Preferred Dividends,-,-,-,-,-
Net Income Available to Common,(27M),733M,(257M),776M,265M
EPS (Basic),(0.02),0.6,(0.21),0.63,0.22
EPS (Basic) Growth,-,"2,807.69%",-135.06%,401.95%,-65.86%
Basic Shares Outstanding,1.22B,1.23B,1.23B,1.23B,1.23B
EPS (Diluted),(0.02),0.59,(0.21),0.63,0.21
EPS (Diluted) Growth,-,"2,783.26%",-135.38%,399.71%,-65.87%
Diluted Shares Outstanding,1.22B,1.24B,1.23B,1.23B,1.24B
EBITDA,1.61B,1.37B,1.41B,1.21B,1.41B
EBITDA Growth,-,-14.71%,2.69%,-14.17%,16.60%
EBITDA Margin,-,-,-,-,21.55%
