Item,30-Jun-2021,30-Sep-2021,31-Dec-2021,31-Mar-2022,30-Jun-2022
Sales/Revenue,1.19B,1.28B,1.57B,1.2B,1.18B
Sales Growth,-,7.85%,22.08%,-23.37%,-2.03%
Cost of Goods Sold (COGS) incl. D&A,416.93M,484.48M,515.09M,507.45M,540.68M
COGS Growth,-,16.20%,6.32%,-1.48%,6.55%
COGS excluding D&A,282.12M,351.03M,369.56M,347.17M,367.39M
Depreciation & Amortization Expense,134.81M,133.45M,145.54M,160.28M,173.29M
Depreciation,123.11M,122.65M,134.96M,150.68M,164.69M
Amortization of Intangibles,11.7M,10.8M,10.58M,9.6M,8.6M
Gross Income,773.5M,799.34M,1.05B,693.53M,635.98M
Gross Income Growth,-,3.34%,31.63%,-34.08%,-8.30%
Gross Profit Margin,-,-,-,-,54.05%
SG&A Expense,743.24M,776.19M,884.75M,821.37M,979.75M
SGA Growth,-,4.43%,13.99%,-7.16%,19.28%
Research & Development,299.86M,324.25M,371.88M,371.7M,454.86M
Other SG&A,443.38M,451.93M,-,-,-
Other Operating Expense,-,-,-,-,-
Unusual Expense,(5.3M),769.4M,(29.15M),3.9M,(20.6M)
EBIT after Unusual Expense,5.3M,(769.4M),29.15M,(3.9M),20.6M
Non Operating Income/Expense,50.44M,24.33M,(8.39M),967.87M,(3M)
Non-Operating Interest Income,9.2M,8.13M,7.36M,7.96M,13.6M
Equity in Affiliates (Pretax),-,-,-,-,-
Interest Expense,13.89M,13.28M,10.82M,15.44M,23.34M
Interest Expense Growth,-,-4.38%,-18.52%,42.68%,51.14%
Gross Interest Expense,13.89M,13.28M,10.82M,15.44M,23.34M
Interest Capitalized,-,-,-,-,-
Pretax Income,81.3M,(727.08M),184.67M,828.65M,(335.9M)
Pretax Income Growth,-,-994.32%,125.40%,348.73%,-140.54%
Pretax Margin,-,-,-,-,-28.55%
Income Tax,15.65M,(190.33M),2.97M,315.37M,(65.9M)
Income Tax - Current Domestic,-,-,-,-,-
Income Tax - Current Foreign,-,-,-,-,-
Income Tax - Deferred Domestic,-,-,-,-,-
Income Tax - Deferred Foreign,-,-,-,-,-
Income Tax Credits,-,-,-,-,-
Equity in Affiliates,-,-,-,-,-
Other After Tax Income (Expense),-,-,-,-,-
Consolidated Net Income,65.65M,(536.76M),181.69M,513.29M,(270.01M)
Minority Interest Expense,-,-,-,-,-
Net Income,65.65M,(536.76M),181.69M,513.29M,(270.01M)
Net Income Growth,-,-917.62%,133.85%,182.50%,-152.60%
Net Margin Growth,-,-,-,-,-22.95%
Extraordinaries & Discontinued Operations,-,-,-,-,-
Extra Items & Gain/Loss Sale Of Assets,-,-,-,-,-
Cumulative Effect - Accounting Chg,-,-,-,-,-
Discontinued Operations,-,-,-,-,-
Net Income After Extraordinaries,65.65M,(536.76M),181.69M,513.29M,(270.01M)
Preferred Dividends,-,-,-,-,-
Net Income Available to Common,65.65M,(536.76M),181.69M,513.29M,(270.01M)
EPS (Basic),0.08,(0.67),0.23,0.66,(0.35)
EPS (Basic) Growth,-,-916.26%,133.79%,189.93%,-153.43%
Basic Shares Outstanding,796.47M,797.99M,799.37M,778.94M,766.84M
EPS (Diluted),0.08,(0.67),0.21,0.61,(0.35)
EPS (Diluted) Growth,-,-953.55%,131.22%,191.48%,-157.52%
Diluted Shares Outstanding,869.18M,797.99M,865.03M,838.59M,766.84M
EBITDA,165.06M,156.6M,312.91M,32.45M,(170.47M)
EBITDA Growth,-,-5.13%,99.81%,-89.63%,-625.34%
EBITDA Margin,-,-,-,-,-14.49%
