Item,30-Jun-2021,30-Sep-2021,31-Dec-2021,31-Mar-2022,30-Jun-2022
Sales/Revenue,5.61B,5.53B,5.09B,4.82B,5.37B
Sales Growth,-,-1.48%,-8.05%,-5.25%,11.52%
Cost of Goods Sold (COGS) incl. D&A,682M,758M,701M,546M,708M
COGS Growth,-,11.14%,-7.52%,-22.11%,29.67%
COGS excluding D&A,617M,696M,647M,494M,651M
Depreciation & Amortization Expense,65M,62M,54M,52M,57M
Depreciation,47M,44M,35M,35M,39M
Amortization of Intangibles,18M,18M,19M,17M,18M
Gross Income,4.93B,4.77B,4.39B,4.27B,4.67B
Gross Income Growth,-,-3.22%,-8.13%,-2.55%,9.20%
Gross Profit Margin,-,-,-,-,86.83%
SG&A Expense,538M,623M,532M,477M,515M
SGA Growth,-,15.80%,-14.61%,-10.34%,7.97%
Research & Development,-,-,-,-,-
Other SG&A,538M,623M,-,-,-
Other Operating Expense,-,-,-,-,-
Unusual Expense,1.31B,1.34B,1.14B,922M,1.05B
EBIT after Unusual Expense,(1.31B),(1.34B),(1.14B),(922M),(1.05B)
Non Operating Income/Expense,46M,63M,50M,46M,47M
Non-Operating Interest Income,-,-,-,-,-
Equity in Affiliates (Pretax),75M,(5.92B),(190M),34M,(1.26B)
Interest Expense,295M,260M,293M,281M,280M
Interest Expense Growth,-,-11.86%,12.69%,-4.10%,-0.36%
Gross Interest Expense,295M,260M,293M,281M,280M
Interest Capitalized,-,-,-,-,-
Pretax Income,2.91B,(3.3B),2.28B,2.67B,1.61B
Pretax Income Growth,-,-213.51%,169.05%,17.24%,-39.96%
Pretax Margin,-,-,-,-,29.87%
Income Tax,759M,(582M),656M,714M,714M
Income Tax - Current Domestic,-,-,-,-,-
Income Tax - Current Foreign,-,-,-,-,-
Income Tax - Deferred Domestic,-,-,-,-,-
Income Tax - Deferred Foreign,-,-,-,-,-
Income Tax Credits,-,-,-,-,-
Equity in Affiliates,-,-,-,-,-
Other After Tax Income (Expense),(3M),(2M),(3M),(4M),(2M)
Consolidated Net Income,2.15B,(2.72B),1.62B,1.96B,889M
Minority Interest Expense,1M,2M,-,-,-
Net Income,2.15B,(2.72B),1.62B,1.96B,889M
Net Income Growth,-,-226.93%,159.51%,20.60%,-54.53%
Net Margin Growth,-,-,-,-,16.54%
Extraordinaries & Discontinued Operations,-,-,-,-,-
Extra Items & Gain/Loss Sale Of Assets,-,-,-,-,-
Cumulative Effect - Accounting Chg,-,-,-,-,-
Discontinued Operations,-,-,-,-,-
Net Income After Extraordinaries,2.15B,(2.72B),1.62B,1.96B,889M
Preferred Dividends,-,-,-,-,-
Net Income Available to Common,2.15B,(2.72B),1.62B,1.96B,889M
EPS (Basic),1.16,(1.48),0.89,1.08,0.49
EPS (Basic) Growth,-,-227.42%,160.12%,20.95%,-54.31%
Basic Shares Outstanding,1.85B,1.84B,1.82B,1.82B,1.81B
EPS (Diluted),1.16,(1.48),0.88,1.08,0.49
EPS (Diluted) Growth,-,-227.42%,159.83%,21.54%,-54.31%
Diluted Shares Outstanding,1.85B,1.84B,1.83B,1.82B,1.81B
EBITDA,4.46B,4.21B,3.91B,3.85B,4.21B
EBITDA Growth,-,-5.54%,-7.24%,-1.51%,9.36%
EBITDA Margin,-,-,-,-,78.30%
