Item,30-Jun-2021,30-Sep-2021,31-Dec-2021,31-Mar-2022,30-Jun-2022
Sales/Revenue,6.11B,5.97B,5.85B,6.39B,6.59B
Sales Growth,-,-2.34%,-1.98%,9.15%,3.15%
Cost of Goods Sold (COGS) incl. D&A,4.64B,4.56B,4.54B,4.86B,4.87B
COGS Growth,-,-1.68%,-0.48%,7.05%,0.23%
COGS excluding D&A,4.47B,4.4B,4.37B,4.7B,4.7B
Depreciation & Amortization Expense,166M,159M,168M,160M,166M
Depreciation,161M,153M,41M,155M,157M
Amortization of Intangibles,5M,6M,127M,5M,9M
Gross Income,1.47B,1.41B,1.31B,1.53B,1.72B
Gross Income Growth,-,-4.41%,-6.82%,16.39%,12.44%
Gross Profit Margin,-,-,-,-,26.07%
SG&A Expense,876M,837M,917M,913M,921M
SGA Growth,-,-4.45%,9.56%,-0.44%,0.88%
Research & Development,276M,266M,288M,298M,299M
Other SG&A,600M,571M,-,-,-
Other Operating Expense,-,-,-,-,-
Unusual Expense,-,3M,5M,109M,1M
EBIT after Unusual Expense,-,(3M),(5M),(109M),(1M)
Non Operating Income/Expense,69M,34M,34M,(14M),(8M)
Non-Operating Interest Income,5M,7M,7M,8M,7M
Equity in Affiliates (Pretax),137M,94M,109M,96M,95M
Interest Expense,29M,28M,26M,17M,34M
Interest Expense Growth,-,-3.45%,-7.14%,-34.62%,100.00%
Gross Interest Expense,29M,28M,26M,17M,34M
Interest Capitalized,-,-,-,-,-
Pretax Income,779M,675M,514M,578M,855M
Pretax Income Growth,-,-13.35%,-23.85%,12.45%,47.92%
Pretax Margin,-,-,-,-,12.98%
Income Tax,167M,134M,114M,155M,148M
Income Tax - Current Domestic,-,-,-,-,-
Income Tax - Current Foreign,-,-,-,-,-
Income Tax - Deferred Domestic,-,-,-,-,-
Income Tax - Deferred Foreign,-,-,-,-,-
Income Tax Credits,-,-,-,-,-
Equity in Affiliates,-,-,-,-,-
Other After Tax Income (Expense),-,-,-,-,-
Consolidated Net Income,612M,541M,400M,423M,707M
Minority Interest Expense,12M,7M,6M,5M,5M
Net Income,600M,534M,394M,418M,702M
Net Income Growth,-,-11.00%,-26.22%,6.09%,67.94%
Net Margin Growth,-,-,-,-,10.66%
Extraordinaries & Discontinued Operations,-,-,-,-,-
Extra Items & Gain/Loss Sale Of Assets,-,-,-,-,-
Cumulative Effect - Accounting Chg,-,-,-,-,-
Discontinued Operations,-,-,-,-,-
Net Income After Extraordinaries,600M,534M,394M,418M,702M
Preferred Dividends,-,-,-,-,-
Net Income Available to Common,600M,534M,394M,418M,702M
EPS (Basic),4.14,3.72,2.76,2.94,4.97
EPS (Basic) Growth,-,-10.01%,-25.91%,6.61%,69.13%
Basic Shares Outstanding,145.1M,143.5M,142.9M,142.2M,141.2M
EPS (Diluted),4.1,3.69,2.73,2.92,4.94
EPS (Diluted) Growth,-,-9.89%,-25.91%,6.83%,69.25%
Diluted Shares Outstanding,146.5M,144.7M,144.1M,143.1M,142M
EBITDA,763M,730M,563M,774M,962M
EBITDA Growth,-,-4.33%,-22.88%,37.48%,24.29%
EBITDA Margin,-,-,-,-,14.61%
