Item,30-Jun-2021,30-Sep-2021,31-Dec-2021,31-Mar-2022,30-Jun-2022
Sales/Revenue,446.65M,441.17M,655.67M,425.08M,473.85M
Sales Growth,-,-1.23%,48.62%,-35.17%,11.47%
Cost of Goods Sold (COGS) incl. D&A,68.59M,66.15M,71.95M,68.89M,66.52M
COGS Growth,-,-3.56%,8.76%,-4.25%,-3.44%
COGS excluding D&A,36.13M,34M,40.28M,34.25M,31.76M
Depreciation & Amortization Expense,32.47M,32.15M,31.66M,34.63M,34.75M
Depreciation,13.01M,13.56M,13.1M,13.26M,13.31M
Amortization of Intangibles,19.46M,18.59M,18.57M,21.38M,21.44M
Gross Income,378.06M,375.02M,583.72M,356.19M,407.33M
Gross Income Growth,-,-0.80%,55.65%,-38.98%,14.36%
Gross Profit Margin,-,-,-,-,85.96%
SG&A Expense,259.97M,265.68M,343.84M,273.29M,276.9M
SGA Growth,-,2.20%,29.42%,-20.52%,1.32%
Research & Development,100.88M,102.02M,101.49M,105.27M,108.94M
Other SG&A,159.09M,163.65M,-,-,-
Other Operating Expense,-,-,-,-,-
Unusual Expense,1.32M,1.72M,1.03M,1.74M,2.43M
EBIT after Unusual Expense,(1.32M),(1.72M),(1.03M),(1.74M),(2.43M)
Non Operating Income/Expense,14.94M,(1.33M),(1.6M),(694K),(776K)
Non-Operating Interest Income,486K,541K,534K,527K,269K
Equity in Affiliates (Pretax),-,-,-,-,-
Interest Expense,3.34M,2.94M,2.81M,2.97M,4.61M
Interest Expense Growth,-,-11.78%,-4.49%,5.55%,55.34%
Gross Interest Expense,3.34M,2.94M,2.81M,2.97M,4.61M
Interest Capitalized,-,-,-,-,-
Pretax Income,128.86M,103.9M,234.97M,78.03M,122.89M
Pretax Income Growth,-,-19.37%,126.16%,-66.79%,57.50%
Pretax Margin,-,-,-,-,25.94%
Income Tax,35.14M,18.56M,31.8M,7.04M,24.09M
Income Tax - Current Domestic,-,-,-,-,-
Income Tax - Current Foreign,-,-,-,-,-
Income Tax - Deferred Domestic,-,-,-,-,-
Income Tax - Deferred Foreign,-,-,-,-,-
Income Tax Credits,-,-,-,-,-
Equity in Affiliates,-,-,-,-,-
Other After Tax Income (Expense),-,-,-,-,-
Consolidated Net Income,93.72M,85.34M,203.17M,70.99M,98.8M
Minority Interest Expense,-,-,-,-,-
Net Income,93.72M,85.34M,203.17M,70.99M,98.8M
Net Income Growth,-,-8.94%,138.07%,-65.06%,39.18%
Net Margin Growth,-,-,-,-,20.85%
Extraordinaries & Discontinued Operations,-,-,-,-,-
Extra Items & Gain/Loss Sale Of Assets,-,-,-,-,-
Cumulative Effect - Accounting Chg,-,-,-,-,-
Discontinued Operations,-,-,-,-,-
Net Income After Extraordinaries,93.72M,85.34M,203.17M,70.99M,98.8M
Preferred Dividends,-,-,-,-,-
Net Income Available to Common,93.72M,85.34M,203.17M,70.99M,98.8M
EPS (Basic),1.08,0.98,2.33,0.81,1.14
EPS (Basic) Growth,-,-9.00%,138.20%,-65.03%,39.37%
Basic Shares Outstanding,87.17M,87.24M,87.19M,87.12M,87M
EPS (Diluted),1.06,0.97,2.3,0.81,1.13
EPS (Diluted) Growth,-,-9.06%,137.99%,-64.88%,39.86%
Diluted Shares Outstanding,88.05M,88.17M,88.2M,87.75M,87.32M
EBITDA,150.56M,141.49M,271.55M,117.53M,165.19M
EBITDA Growth,-,-6.02%,91.91%,-56.72%,40.55%
EBITDA Margin,-,-,-,-,34.86%
