Item,30-Jun-2021,30-Sep-2021,31-Dec-2021,31-Mar-2022,30-Jun-2022
Sales/Revenue,746.9M,717M,709.2M,723.6M,773.1M
Sales Growth,-,-4.00%,-1.09%,2.03%,6.84%
Cost of Goods Sold (COGS) incl. D&A,427.3M,415.5M,422.7M,434.4M,457.2M
COGS Growth,-,-2.76%,1.73%,2.77%,5.25%
COGS excluding D&A,406.8M,395.4M,401.6M,414M,437.5M
Depreciation & Amortization Expense,20.5M,20.1M,21.1M,20.4M,19.7M
Depreciation,12.7M,10.8M,12.3M,12.2M,11.8M
Amortization of Intangibles,7.8M,9.3M,8.8M,8.2M,7.9M
Gross Income,319.6M,301.5M,286.5M,289.2M,315.9M
Gross Income Growth,-,-5.66%,-4.98%,0.94%,9.23%
Gross Profit Margin,-,-,-,-,40.86%
SG&A Expense,174.6M,161.5M,170.9M,171.7M,163.9M
SGA Growth,-,-7.50%,5.82%,0.47%,-4.54%
Research & Development,-,-,-,-,-
Other SG&A,174.6M,161.5M,-,-,-
Other Operating Expense,-,-,-,-,-
Unusual Expense,500K,600K,500K,500K,4.9M
EBIT after Unusual Expense,(500K),(600K),(500K),(500K),(4.9M)
Non Operating Income/Expense,3.6M,7.1M,22.6M,2M,2.8M
Non-Operating Interest Income,100K,300K,-,100K,100K
Equity in Affiliates (Pretax),-,-,-,100K,500K
Interest Expense,12.4M,12.3M,13.2M,11.9M,17.2M
Interest Expense Growth,-,-0.81%,7.32%,-9.85%,44.54%
Gross Interest Expense,12.4M,12.3M,13.2M,11.9M,17.2M
Interest Capitalized,-,-,-,-,-
Pretax Income,135.8M,134.5M,124.5M,107.3M,133.3M
Pretax Income Growth,-,-0.96%,-7.43%,-13.82%,24.23%
Pretax Margin,-,-,-,-,17.24%
Income Tax,17.4M,(2.8M),11.8M,14.2M,18.1M
Income Tax - Current Domestic,-,-,-,-,-
Income Tax - Current Foreign,-,-,-,-,-
Income Tax - Deferred Domestic,-,-,-,-,-
Income Tax - Deferred Foreign,-,-,-,-,-
Income Tax Credits,-,-,-,-,-
Equity in Affiliates,400K,6.3M,-,-,-
Other After Tax Income (Expense),-,-,-,-,-
Consolidated Net Income,118.8M,143.6M,112.7M,93.1M,115.2M
Minority Interest Expense,100K,100K,-,100K,100K
Net Income,118.7M,143.5M,112.7M,93M,115.1M
Net Income Growth,-,20.89%,-21.46%,-17.48%,23.76%
Net Margin Growth,-,-,-,-,14.89%
Extraordinaries & Discontinued Operations,-,-,-,-,-
Extra Items & Gain/Loss Sale Of Assets,-,-,-,-,-
Cumulative Effect - Accounting Chg,-,-,-,-,-
Discontinued Operations,-,-,-,-,-
Net Income After Extraordinaries,118.7M,143.5M,112.7M,93M,115.1M
Preferred Dividends,-,-,-,-,-
Net Income Available to Common,118.7M,143.5M,112.7M,93M,115.1M
EPS (Basic),1.32,1.6,1.26,1.05,1.31
EPS (Basic) Growth,-,21.30%,-21.02%,-16.55%,24.18%
Basic Shares Outstanding,90M,89.7M,89.2M,88.2M,87.9M
EPS (Diluted),1.31,1.59,1.26,1.05,1.31
EPS (Diluted) Growth,-,21.29%,-20.94%,-16.45%,24.32%
Diluted Shares Outstanding,90.6M,90.3M,89.7M,88.6M,88.2M
EBITDA,165.5M,160.1M,136.7M,137.9M,171.7M
EBITDA Growth,-,-3.26%,-14.62%,0.88%,24.51%
EBITDA Margin,-,-,-,-,22.21%
