Item,30-Jun-2021,30-Sep-2021,31-Dec-2021,31-Mar-2022,30-Jun-2022
Sales/Revenue,5.56B,5.24B,5.44B,5.27B,5.4B
Sales Growth,-,-5.88%,3.80%,-3.02%,2.43%
Premiums Earned,4.44B,4.37B,4.24B,4.18B,3.85B
Total Investment Income,993M,991M,910M,903M,937M
Realized Gains (Losses),15M,(167M),136M,431M,985M
Other Operating Income,115M,41M,149M,(240M),(371M)
"Losses, Claims & Reserves",3.49B,3.48B,3.54B,3.32B,3.1B
"Losses, Claims & Reserves Growth",-,-0.23%,1.84%,-6.32%,-6.66%
"Losses, Benefits & Adjustments",2.65B,2.61B,2.58B,2.49B,2.3B
Loss Ratio,-,-,-,-,N/A
"Selling, General & Admin. Expenses & Other",595M,589M,605M,622M,547M
SGA Growth,-,-1.01%,2.72%,2.81%,-12.06%
"Selling, General & Admin. Expenses",595M,589M,605M,622M,547M
"Other Selling, General & Admin. Expense",-,-,-,-,-
Underwriting & Commissions,315M,311M,304M,300M,279M
Other Operating Expense,-,-,-,-,-
Operating Income Before Interest Expense,1.48B,1.17B,1.29B,1.33B,1.76B
Operating Income Growth,-,-21.11%,10.17%,3.34%,31.83%
"Interest Expense, Net of Interest Capitalized",62M,57M,57M,56M,55M
Interest Expense (excl. Interest Capitalized),62M,57M,57M,56M,55M
Interest Capitalized,-,-,-,-,-
Operating Income After Interest Expense,1.48B,1.17B,1.29B,1.33B,1.76B
Non-Operating Income (Expense),-,-,-,-,-
Miscellaneous Non Operating Expense,-,-,-,-,-
Equity in Affiliates (Pretax),-,-,-,-,-
Unusual Expense,48M,-,-,-,-
Pretax Income,1.37B,1.11B,1.23B,1.28B,1.7B
Pretax Income Growth,-,-18.94%,10.69%,3.57%,33.31%
Income Tax,268M,225M,193M,244M,313M
Income Tax - Current Domestic,-,-,-,-,-
Income Tax - Current Foreign,-,-,-,-,-
Income Tax - Deferred Domestic,-,-,-,-,-
Income Tax - Deferred Foreign,-,-,-,-,-
Income Tax Credits,-,-,-,-,-
Equity in Affiliates,-,-,-,-,-
Other After Tax Income (Expense),-,-,-,-,-
Consolidated Net Income,1.11B,888M,1.04B,1.03B,1.39B
Minority Interest Expense,-,-,-,-,-
Net Income,1.11B,888M,1.04B,1.03B,1.39B
Net Income Growth,-,-19.64%,17.00%,-0.67%,34.50%
Net Margin Growth,-,-,-,-,25.70%
Extraordinaries & Discontinued Operations,-,-,-,-,-
Extra Items & Gain/Loss Sale Of Assets,-,-,-,-,-
Cumulative Effect - Accounting Chg,-,-,-,-,-
Discontinued Operations,-,-,-,-,-
Net Income After Extraordinaries,1.11B,888M,1.04B,1.03B,1.39B
Preferred Dividends,-,-,-,-,-
Net Income Available to Common,1.11B,888M,1.04B,1.03B,1.39B
EPS (Basic),1.63,1.33,1.58,1.59,2.17
EPS (Basic) Growth,-,-18.52%,18.72%,0.75%,36.40%
Basic Shares Outstanding,678.05M,668.76M,659.1M,649.75M,640.71M
EPS (Diluted),1.62,1.32,1.57,1.58,2.16
EPS (Diluted) Growth,-,-18.56%,18.67%,0.80%,36.50%
Diluted Shares Outstanding,680.92M,671.93M,662.51M,652.83M,643.24M
