Item,30-Jun-2021,30-Sep-2021,31-Dec-2021,31-Mar-2022,30-Jun-2022
Sales/Revenue,3.15B,3.95B,4.45B,4.2B,5.34B
Sales Growth,-,25.31%,12.67%,-5.56%,27.13%
Cost of Goods Sold (COGS) incl. D&A,2.47B,3.19B,3.6B,3.42B,4.16B
COGS Growth,-,28.79%,12.97%,-4.84%,21.41%
COGS excluding D&A,2.41B,3.1B,3.53B,3.35B,4.09B
Depreciation & Amortization Expense,68M,85M,73M,72M,68M
Depreciation,-,-,-,-,-
Amortization of Intangibles,-,-,-,-,-
Gross Income,676M,761M,848M,775M,1.18B
Gross Income Growth,-,12.57%,11.43%,-8.61%,52.39%
Gross Profit Margin,-,-,-,-,22.12%
SG&A Expense,187M,212M,213M,208M,231M
SGA Growth,-,13.37%,0.47%,-2.35%,11.06%
Research & Development,-,-,-,-,-
Other SG&A,187M,212M,-,-,-
Other Operating Expense,-,-,-,-,-
Unusual Expense,3M,168M,-,9M,-
EBIT after Unusual Expense,(3M),(168M),-,(9M),-
Non Operating Income/Expense,5M,-,4M,4M,2M
Non-Operating Interest Income,7M,8M,6M,5M,6M
Equity in Affiliates (Pretax),(8M),(4M),-,2M,15M
Interest Expense,109M,107M,97M,93M,95M
Interest Expense Growth,-,-1.83%,-9.35%,-4.12%,2.15%
Gross Interest Expense,109M,107M,97M,93M,95M
Interest Capitalized,-,-,-,-,-
Pretax Income,381M,278M,548M,476M,878M
Pretax Income Growth,-,-27.03%,97.12%,-13.14%,84.45%
Pretax Margin,-,-,-,-,16.45%
Income Tax,(41M),58M,80M,99M,200M
Income Tax - Current Domestic,-,-,-,-,-
Income Tax - Current Foreign,-,-,-,-,-
Income Tax - Deferred Domestic,-,-,-,-,-
Income Tax - Deferred Foreign,-,-,-,-,-
Income Tax Credits,-,-,-,-,-
Equity in Affiliates,-,-,-,-,-
Other After Tax Income (Expense),-,-,-,-,-
Consolidated Net Income,422M,220M,468M,377M,678M
Minority Interest Expense,-,-,-,-,-
Net Income,422M,220M,468M,377M,678M
Net Income Growth,-,-47.87%,112.73%,-19.44%,79.84%
Net Margin Growth,-,-,-,-,12.70%
Extraordinaries & Discontinued Operations,-,-,-,-,-
Extra Items & Gain/Loss Sale Of Assets,-,-,-,-,-
Cumulative Effect - Accounting Chg,-,-,-,-,-
Discontinued Operations,-,-,-,-,-
Net Income After Extraordinaries,422M,220M,468M,377M,678M
Preferred Dividends,-,-,-,-,-
Net Income Available to Common,422M,220M,468M,377M,678M
EPS (Basic),1.29,0.67,1.43,1.15,2.07
EPS (Basic) Growth,-,-47.90%,112.53%,-19.62%,79.90%
Basic Shares Outstanding,327.1M,327.3M,327.6M,328.3M,328.2M
EPS (Diluted),1.28,0.67,1.42,1.14,2.06
EPS (Diluted) Growth,-,-47.90%,112.39%,-19.49%,80.12%
Diluted Shares Outstanding,329.1M,329.3M,329.8M,330M,329.5M
EBITDA,557M,634M,708M,639M,1.02B
EBITDA Growth,-,13.82%,11.67%,-9.75%,59.31%
EBITDA Margin,-,-,-,-,19.07%
