Item,30-Jun-2021,30-Sep-2021,31-Dec-2021,31-Mar-2022,30-Jun-2022
Sales/Revenue,3.83B,3.72B,3.57B,3.36B,4.19B
Sales Growth,-,-2.87%,-4.05%,-5.99%,24.88%
Cost of Goods Sold (COGS) incl. D&A,2.56B,2.52B,2.53B,2.37B,2.87B
COGS Growth,-,-1.33%,0.11%,-6.26%,21.33%
COGS excluding D&A,2.48B,2.45B,2.45B,2.29B,2.79B
Depreciation & Amortization Expense,74.8M,72.2M,76.4M,77.3M,79.8M
Depreciation,43.9M,43.2M,43.5M,43.5M,43.8M
Amortization of Intangibles,30.9M,29M,32.9M,33.8M,36M
Gross Income,1.27B,1.2B,1.04B,988.6M,1.32B
Gross Income Growth,-,-5.97%,-12.79%,-5.33%,33.39%
Gross Profit Margin,-,-,-,-,31.47%
SG&A Expense,619M,613.9M,602.4M,599.5M,608.7M
SGA Growth,-,-0.82%,-1.87%,-0.48%,1.53%
Research & Development,-,-,-,-,-
Other SG&A,619M,613.9M,-,-,-
Other Operating Expense,-,-,-,-,-
Unusual Expense,4.9M,7M,(5.6M),8.7M,2.4M
EBIT after Unusual Expense,(4.9M),(7M),5.6M,(8.7M),(2.4M)
Non Operating Income/Expense,700K,(700K),2.3M,6M,-
Non-Operating Interest Income,1.1M,800K,1M,1.3M,1.5M
Equity in Affiliates (Pretax),-,-,-,-,-
Interest Expense,59.4M,57.9M,56.2M,56.2M,56M
Interest Expense Growth,-,-2.53%,-2.94%,0.00%,-0.36%
Gross Interest Expense,59.4M,57.9M,56.2M,56.2M,56M
Interest Capitalized,-,-,-,-,-
Pretax Income,592M,518.8M,394.6M,331.5M,653.1M
Pretax Income Growth,-,-12.36%,-23.94%,-15.99%,97.01%
Pretax Margin,-,-,-,-,15.59%
Income Tax,122.8M,96.8M,65.5M,61.1M,136.6M
Income Tax - Current Domestic,-,-,-,-,-
Income Tax - Current Foreign,-,-,-,-,-
Income Tax - Deferred Domestic,-,-,-,-,-
Income Tax - Deferred Foreign,-,-,-,-,-
Income Tax Credits,-,-,-,-,-
Equity in Affiliates,-,-,-,-,-
Other After Tax Income (Expense),-,-,-,-,-
Consolidated Net Income,469.2M,422M,329.1M,270.4M,516.5M
Minority Interest Expense,4.3M,3M,3.3M,3.2M,5.6M
Net Income,464.9M,419M,325.8M,267.2M,510.9M
Net Income Growth,-,-9.87%,-22.24%,-17.99%,91.21%
Net Margin Growth,-,-,-,-,12.19%
Extraordinaries & Discontinued Operations,(200K),(13.3M),-,-,-
Extra Items & Gain/Loss Sale Of Assets,-,-,-,-,-
Cumulative Effect - Accounting Chg,-,-,-,-,-
Discontinued Operations,(200K),(13.3M),(8M),(7M),(1.6M)
Net Income After Extraordinaries,464.7M,405.7M,317.8M,260.2M,509.3M
Preferred Dividends,-,-,-,-,-
Net Income Available to Common,464.7M,405.7M,317.8M,260.2M,509.3M
EPS (Basic),1.94,1.7,1.34,1.11,2.18
EPS (Basic) Growth,-,-12.07%,-21.26%,-17.30%,96.41%
Basic Shares Outstanding,239.9M,238.2M,236.98M,234.6M,233.8M
EPS (Diluted),1.91,1.68,1.32,1.1,2.16
EPS (Diluted) Growth,-,-12.08%,-21.34%,-16.88%,96.90%
Diluted Shares Outstanding,243.4M,241.7M,240.7M,237.1M,235.7M
EBITDA,729.3M,655.8M,518.3M,466.4M,789.8M
EBITDA Growth,-,-10.08%,-20.97%,-10.01%,69.34%
EBITDA Margin,-,-,-,-,18.85%
