Item,30-Jun-2021,30-Sep-2021,31-Dec-2021,31-Mar-2022,30-Jun-2022
Sales/Revenue,1B,1.31B,798.86M,783.53M,1.06B
Sales Growth,-,30.79%,-38.94%,-1.92%,35.50%
Cost of Goods Sold (COGS) incl. D&A,753.39M,675.65M,636.92M,893.96M,846.6M
COGS Growth,-,-10.32%,-5.73%,40.36%,-5.30%
COGS excluding D&A,579.26M,493.84M,450.12M,690.32M,645.11M
Depreciation & Amortization Expense,174.13M,181.81M,186.8M,203.64M,201.49M
Depreciation,-,-,-,-,-
Amortization of Intangibles,-,-,-,-,-
Gross Income,246.86M,632.61M,161.94M,(110.43M),215.07M
Gross Income Growth,-,156.26%,-74.40%,-168.19%,294.76%
Gross Profit Margin,-,-,-,-,20.26%
SG&A Expense,-,-,-,-,-
SGA Growth,-,-,-,-,-
Research & Development,-,-,-,-,-
Other SG&A,-,-,-,-,-
Other Operating Expense,63.59M,55.52M,59.09M,58.82M,54.5M
Unusual Expense,(95.12M),147.71M,52.84M,(223.74M),(62.53M)
EBIT after Unusual Expense,95.12M,(147.71M),(52.84M),223.74M,62.53M
Non Operating Income/Expense,33.02M,33.31M,29.46M,30.2M,32.75M
Non-Operating Interest Income,1.69M,1.6M,1.49M,1.64M,1.69M
Equity in Affiliates (Pretax),-,-,-,-,-
Interest Expense,47.1M,48.32M,53.06M,60.91M,62.23M
Interest Expense Growth,-,2.59%,9.82%,14.79%,2.17%
Gross Interest Expense,52.3M,53.59M,58.65M,65.39M,68.1M
Interest Capitalized,5.2M,5.27M,5.59M,4.48M,5.87M
Pretax Income,266M,415.97M,27.9M,25.42M,195.31M
Pretax Income Growth,-,56.38%,-93.29%,-8.89%,668.23%
Pretax Margin,-,-,-,-,18.40%
Income Tax,46.56M,71.86M,(3.99M),4.16M,26.69M
Income Tax - Current Domestic,-,-,-,-,-
Income Tax - Current Foreign,-,-,-,-,-
Income Tax - Deferred Domestic,-,-,-,-,-
Income Tax - Deferred Foreign,-,-,-,-,-
Income Tax Credits,-,-,-,-,-
Equity in Affiliates,-,-,-,-,-
Other After Tax Income (Expense),-,-,-,-,-
Consolidated Net Income,219.44M,344.1M,31.89M,21.26M,168.62M
Minority Interest Expense,3.74M,4.31M,4.31M,4.31M,4.31M
Net Income,215.7M,339.8M,27.58M,16.96M,164.31M
Net Income Growth,-,57.53%,-91.88%,-38.53%,869.05%
Net Margin Growth,-,-,-,-,15.48%
Extraordinaries & Discontinued Operations,-,-,-,-,-
Extra Items & Gain/Loss Sale Of Assets,-,-,-,-,-
Cumulative Effect - Accounting Chg,-,-,-,-,-
Discontinued Operations,-,-,-,-,-
Net Income After Extraordinaries,215.7M,339.8M,27.58M,16.96M,164.31M
Preferred Dividends,-,-,-,-,-
Net Income Available to Common,215.7M,339.8M,27.58M,16.96M,164.31M
EPS (Basic),1.91,3.01,0.24,0.15,1.45
EPS (Basic) Growth,-,57.48%,-91.89%,-38.59%,868.58%
Basic Shares Outstanding,112.88M,112.92M,113.01M,113.1M,113.17M
EPS (Diluted),1.91,3,0.24,0.15,1.45
EPS (Diluted) Growth,-,57.54%,-91.88%,-38.55%,868.20%
Diluted Shares Outstanding,113.22M,113.22M,113.23M,113.3M,113.37M
EBITDA,357.4M,758.89M,289.66M,34.39M,362.06M
EBITDA Growth,-,112.34%,-61.83%,-88.13%,952.83%
EBITDA Margin,-,-,-,-,34.10%
