Item,30-Jun-2021,30-Sep-2021,31-Dec-2021,31-Mar-2022,30-Jun-2022
Sales/Revenue,2.3B,2.45B,2.45B,2.66B,2.67B
Sales Growth,-,6.76%,-0.37%,8.80%,0.53%
Total Investment Income,-,-,-,-,-
Sundry Revenue/Income,65.9M,85.4M,67.2M,59.5M,59.8M
Trading Account Income,-,-,-,-,-
"Trust Income, Commissions & Fees",-,-,-,-,-
Commission & Fee Income,-,-,-,-,-
Total Expense,1.38B,1.6B,1.74B,1.91B,1.89B
Total Interest Expense,213.7M,226.1M,224.1M,262.4M,276.6M
Depreciation & Amortization Expense,554.8M,611.4M,643.9M,815.8M,826.5M
Other Operating Expense,4M,72.5M,220.6M,57.6M,60.9M
Operating Income,916.9M,849.8M,705.7M,750.3M,824.5M
Operating Income Growth,-,-7.32%,-16.96%,6.32%,9.89%
Non-Operating Income (Expense),155.8M,186.1M,151.9M,253M,787.3M
Non-Operating Interest Income,7.6M,9.4M,12M,9.9M,14.3M
Miscellaneous Non Operating Expense,148.2M,176.7M,139.9M,243.1M,773M
Equity in Affiliates (Pretax),-,-,-,-,-
Unusual Expense,38.3M,32.2M,105M,15.7M,18.3M
Pretax Income,820.7M,777.6M,528.5M,725.2M,898.3M
Pretax Income Growth,-,-5.25%,-32.03%,37.22%,23.87%
Pretax Margin,-,-,-,-,30.24%
Income Taxes,72.8M,51.4M,87.3M,22.5M,7.4M
Income Tax - Current Domestic,-,-,-,-,-
Income Tax - Current Foreign,-,-,-,-,-
Income Tax - Deferred Domestic,-,-,-,-,-
Income Tax - Deferred Foreign,-,-,-,-,-
Income Tax Credits,-,-,-,-,-
Equity in Affiliates,-,-,-,-,-
Other After Tax Income (Expense),-,-,-,-,-
Consolidated Net Income,747.9M,726.2M,441.2M,702.7M,890.9M
Minority Interest Expense,1.6M,3.2M,(12.2M),(9M),(7.3M)
Net Income,746.3M,723M,453.4M,711.7M,898.2M
Net Income Growth,-,-3.12%,-37.29%,56.97%,26.20%
Net Margin Growth,-,-,-,-,33.59%
Extraordinaries & Discontinued Operations,-,-,-,-,-
Extra Items & Gain/Loss Sale Of Assets,-,-,-,-,-
Cumulative Effect - Accounting Chg,-,-,-,-,-
Discontinued Operations,-,-,-,-,-
Net Income After Extraordinaries,746.3M,723M,453.4M,711.7M,898.2M
Preferred Dividends,-,-,-,-,-
Net Income Available to Common,746.3M,723M,453.4M,711.7M,898.2M
EPS (Basic),1.66,1.59,1,1.56,1.96
EPS (Basic) Growth,-,-4.11%,-37.33%,56.81%,25.43%
Basic Shares Outstanding,450.62M,455.22M,455.5M,455.95M,458.78M
EPS (Diluted),1.65,1.58,0.99,1.56,1.95
EPS (Diluted) Growth,-,-4.10%,-37.31%,56.95%,25.49%
Diluted Shares Outstanding,452.35M,456.98M,457.13M,457.21M,459.82M
