Item,30-Jun-2021,30-Sep-2021,31-Dec-2021,31-Mar-2022,30-Jun-2022
Sales/Revenue,2.14B,2.2B,2.19B,2.16B,2.28B
Sales Growth,-,3.04%,-0.38%,-1.72%,5.78%
Cost of Goods Sold (COGS) incl. D&A,936.31M,944.17M,968M,957.16M,962.3M
COGS Growth,-,0.84%,2.52%,-1.12%,0.54%
COGS excluding D&A,491.34M,501.47M,490.17M,502.58M,507.52M
Depreciation & Amortization Expense,444.97M,442.7M,477.83M,454.58M,454.78M
Depreciation,97.2M,98.66M,131.52M,99.67M,100.21M
Amortization of Intangibles,324.84M,319.91M,321.09M,329.01M,327.37M
Gross Income,1.2B,1.26B,1.23B,1.2B,1.32B
Gross Income Growth,-,4.75%,-2.56%,-2.19%,9.97%
Gross Profit Margin,-,-,-,-,57.81%
SG&A Expense,761.77M,787.38M,749.61M,774.95M,801.78M
SGA Growth,-,3.36%,-4.80%,3.38%,3.46%
Research & Development,-,-,-,-,-
Other SG&A,761.77M,787.38M,-,-,-
Other Operating Expense,-,-,-,-,-
Unusual Expense,76.8M,70.7M,155.4M,48.2M,894.48M
EBIT after Unusual Expense,(76.8M),(70.7M),(155.4M),(48.2M),(894.48M)
Non Operating Income/Expense,(9.66M),(9.79M),(9.81M),(9.45M),(159.75M)
Non-Operating Interest Income,5.46M,6.32M,3.31M,1.71M,2.96M
Equity in Affiliates (Pretax),-,-,-,-,-
Interest Expense,70.89M,72.4M,77.96M,83.84M,91.65M
Interest Expense Growth,-,2.12%,7.68%,7.54%,9.32%
Gross Interest Expense,70.89M,72.4M,77.96M,83.84M,91.65M
Interest Capitalized,-,-,-,-,-
Pretax Income,287.46M,324.22M,236.52M,284.38M,(626.09M)
Pretax Income Growth,-,12.79%,-27.05%,20.23%,-320.16%
Pretax Margin,-,-,-,-,-27.45%
Income Tax,60.81M,50.12M,37.43M,52.22M,52.78M
Income Tax - Current Domestic,-,-,-,-,-
Income Tax - Current Foreign,-,-,-,-,-
Income Tax - Deferred Domestic,-,-,-,-,-
Income Tax - Deferred Foreign,-,-,-,-,-
Income Tax Credits,-,-,-,-,-
Equity in Affiliates,40.16M,31.36M,18.09M,17.48M,13.82M
Other After Tax Income (Expense),-,-,-,-,-
Consolidated Net Income,266.81M,305.46M,217.18M,249.64M,(665.05M)
Minority Interest Expense,3.22M,8.73M,8.73M,4.9M,7.95M
Net Income,263.59M,296.74M,208.45M,244.73M,(673M)
Net Income Growth,-,12.57%,-29.75%,17.40%,-374.99%
Net Margin Growth,-,-,-,-,-29.51%
Extraordinaries & Discontinued Operations,-,-,-,-,-
Extra Items & Gain/Loss Sale Of Assets,-,-,-,-,-
Cumulative Effect - Accounting Chg,-,-,-,-,-
Discontinued Operations,-,-,-,-,-
Net Income After Extraordinaries,263.59M,296.74M,208.45M,244.73M,(673M)
Preferred Dividends,-,-,-,-,-
Net Income Available to Common,263.59M,296.74M,208.45M,244.73M,(673M)
EPS (Basic),0.89,1.02,0.72,0.87,(2.42)
EPS (Basic) Growth,-,13.90%,-28.87%,19.80%,-378.88%
Basic Shares Outstanding,294.91M,291.5M,287.89M,282.1M,278.18M
EPS (Diluted),0.89,1.01,0.72,0.87,(2.42)
EPS (Diluted) Growth,-,13.98%,-28.77%,19.86%,-379.33%
Diluted Shares Outstanding,296.14M,292.51M,288.47M,282.57M,278.18M
EBITDA,884.33M,913.48M,954.2M,878.73M,971.61M
EBITDA Growth,-,3.30%,4.46%,-7.91%,10.57%
EBITDA Margin,-,-,-,-,42.60%
