Item,30-Jun-2021,30-Sep-2021,31-Dec-2021,31-Mar-2022,30-Jun-2022
Sales/Revenue,1.51B,1.55B,1.53B,1.7B,1.78B
Sales Growth,-,3.08%,-1.44%,11.25%,4.37%
Cost of Goods Sold (COGS) incl. D&A,846.6M,874.1M,859.8M,952M,992.2M
COGS Growth,-,3.25%,-1.64%,10.72%,4.22%
COGS excluding D&A,804.3M,831.3M,816.2M,908.1M,948.3M
Depreciation & Amortization Expense,42.3M,42.8M,43.6M,43.9M,43.9M
Depreciation,39.6M,40.1M,40.9M,41.2M,41.2M
Amortization of Intangibles,2.7M,2.7M,2.7M,2.7M,2.7M
Gross Income,661.1M,680.1M,672M,752.1M,786.4M
Gross Income Growth,-,2.87%,-1.19%,11.92%,4.56%
Gross Profit Margin,-,-,-,-,44.21%
SG&A Expense,343.3M,361.7M,371.1M,394.1M,403M
SGA Growth,-,5.36%,2.60%,6.20%,2.26%
Research & Development,-,-,-,-,-
Other SG&A,343.3M,361.7M,-,-,-
Other Operating Expense,-,-,-,-,-
Unusual Expense,-,-,-,-,-
EBIT after Unusual Expense,-,-,-,-,-
Non Operating Income/Expense,-,-,-,-,-
Non-Operating Interest Income,-,100K,-,100K,100K
Equity in Affiliates (Pretax),-,-,-,-,-
Interest Expense,2.6M,2.4M,2.4M,2.4M,2.8M
Interest Expense Growth,-,-7.69%,0.00%,0.00%,16.67%
Gross Interest Expense,2.6M,2.4M,2.4M,2.4M,2.8M
Interest Capitalized,-,-,-,-,-
Pretax Income,315.2M,316.1M,298.5M,355.7M,380.7M
Pretax Income Growth,-,0.29%,-5.57%,19.16%,7.03%
Pretax Margin,-,-,-,-,21.40%
Income Tax,75.5M,72.6M,67.3M,86.1M,93.6M
Income Tax - Current Domestic,-,-,-,-,-
Income Tax - Current Foreign,-,-,-,-,-
Income Tax - Deferred Domestic,-,-,-,-,-
Income Tax - Deferred Foreign,-,-,-,-,-
Income Tax Credits,-,-,-,-,-
Equity in Affiliates,-,-,-,-,-
Other After Tax Income (Expense),-,-,-,-,-
Consolidated Net Income,239.7M,243.5M,231.2M,269.6M,287.1M
Minority Interest Expense,-,-,-,-,-
Net Income,239.7M,243.5M,231.2M,269.6M,287.1M
Net Income Growth,-,1.59%,-5.05%,16.61%,6.49%
Net Margin Growth,-,-,-,-,16.14%
Extraordinaries & Discontinued Operations,-,-,-,-,-
Extra Items & Gain/Loss Sale Of Assets,-,-,-,-,-
Cumulative Effect - Accounting Chg,-,-,-,-,-
Discontinued Operations,-,-,-,-,-
Net Income After Extraordinaries,239.7M,243.5M,231.2M,269.6M,287.1M
Preferred Dividends,-,-,-,-,-
Net Income Available to Common,239.7M,243.5M,231.2M,269.6M,287.1M
EPS (Basic),0.42,0.42,0.4,0.47,0.5
EPS (Basic) Growth,-,1.51%,-5.10%,16.55%,6.51%
Basic Shares Outstanding,574.59M,574.97M,575.3M,575.56M,575.5M
EPS (Diluted),0.42,0.42,0.4,0.47,0.5
EPS (Diluted) Growth,-,1.52%,-5.12%,16.62%,6.54%
Diluted Shares Outstanding,576.95M,577.26M,577.7M,577.62M,577.4M
EBITDA,360.1M,361.2M,344.5M,401.9M,427.3M
EBITDA Growth,-,0.31%,-4.62%,16.66%,6.32%
EBITDA Margin,-,-,-,-,24.02%
