Item,30-Jun-2021,30-Sep-2021,31-Dec-2021,31-Mar-2022,30-Jun-2022
Sales/Revenue,350.98M,362.86M,371.6M,381.91M,399.98M
Sales Growth,-,3.38%,2.41%,2.77%,4.73%
Total Investment Income,-,-,-,-,-
Sundry Revenue/Income,2.22M,2.24M,2.43M,2.69M,2.74M
Trading Account Income,-,-,-,-,-
"Trust Income, Commissions & Fees",-,-,-,-,-
Commission & Fee Income,-,-,-,-,-
Total Expense,246.74M,263.62M,271.27M,244.69M,286.38M
Total Interest Expense,50.98M,48.82M,50.49M,50.38M,50.49M
Depreciation & Amortization Expense,128.74M,130.56M,132.18M,133.53M,134.52M
Other Operating Expense,(10.82M),(4.06M),977K,(27.35M),15.04M
Operating Income,104.24M,99.24M,100.32M,137.21M,113.6M
Operating Income Growth,-,-4.80%,1.09%,36.77%,-17.21%
Non-Operating Income (Expense),43.26M,75.89M,94.36M,(8.45M),(1.43M)
Non-Operating Interest Income,-,-,-,-,-
Miscellaneous Non Operating Expense,25.01M,50.46M,43.33M,(29.62M),6.98M
Equity in Affiliates (Pretax),18.25M,25.43M,51.03M,21.17M,(8.4M)
Unusual Expense,41K,108K,67K,8K,10K
Pretax Income,96.48M,125M,144.13M,78.38M,61.68M
Pretax Income Growth,-,29.56%,15.30%,-45.62%,-21.30%
Pretax Margin,-,-,-,-,35.80%
Income Taxes,-,-,-,-,-
Income Tax - Current Domestic,-,-,-,-,-
Income Tax - Current Foreign,-,-,-,-,-
Income Tax - Deferred Domestic,-,-,-,-,-
Income Tax - Deferred Foreign,-,-,-,-,-
Income Tax Credits,-,-,-,-,-
Equity in Affiliates,-,-,-,-,-
Other After Tax Income (Expense),-,-,-,-,-
Consolidated Net Income,96.48M,125M,144.13M,78.38M,61.68M
Minority Interest Expense,4.77M,6.61M,7.25M,5.12M,4.64M
Net Income,91.71M,118.39M,136.88M,73.25M,(67.88M)
Net Income Growth,-,29.09%,15.62%,-46.48%,-192.67%
Net Margin Growth,-,-,-,-,-16.97%
Extraordinaries & Discontinued Operations,-,-,-,-,-
Extra Items & Gain/Loss Sale Of Assets,-,-,-,-,-
Cumulative Effect - Accounting Chg,-,-,-,-,-
Discontinued Operations,-,-,-,-,-
Net Income After Extraordinaries,91.71M,118.39M,136.88M,73.25M,(67.88M)
Preferred Dividends,-,-,-,-,-
Net Income Available to Common,91.71M,118.39M,136.88M,73.25M,(67.88M)
EPS (Basic),1,1.82,2.1,1.12,0.87
EPS (Basic) Growth,-,82.44%,15.41%,-46.57%,-22.10%
Basic Shares Outstanding,65M,65.05M,65.16M,65.28M,65.26M
EPS (Diluted),1,1.82,2.1,1.12,0.87
EPS (Diluted) Growth,-,82.38%,15.29%,-46.49%,-22.05%
Diluted Shares Outstanding,65.08M,65.15M,65.33M,65.34M,65.29M
