Item,30-Jun-2021,30-Sep-2021,31-Dec-2021,31-Mar-2022,30-Jun-2022
Sales/Revenue,7.5B,8.15B,8.05B,7.63B,8.14B
Sales Growth,-,8.65%,-1.19%,-5.16%,6.69%
Cost of Goods Sold (COGS) incl. D&A,5.59B,6.23B,6.4B,6.27B,6.44B
COGS Growth,-,11.31%,2.78%,-2.01%,2.77%
COGS excluding D&A,4.91B,5.53B,5.68B,5.54B,5.63B
Depreciation & Amortization Expense,687.1M,694.8M,716.8M,731.6M,811M
Depreciation,637.1M,644.8M,666.6M,682.4M,763.4M
Amortization of Intangibles,50M,50M,50.2M,49.2M,47.6M
Gross Income,1.9B,1.92B,1.65B,1.36B,1.7B
Gross Income Growth,-,0.83%,-14.06%,-17.35%,24.72%
Gross Profit Margin,-,-,-,-,20.87%
SG&A Expense,494.9M,501.2M,525.8M,481.5M,486.7M
SGA Growth,-,1.27%,4.91%,-8.43%,1.08%
Research & Development,-,-,-,-,-
Other SG&A,494.9M,501.2M,-,-,-
Other Operating Expense,-,-,-,-,-
Unusual Expense,11.3M,47.3M,(24.2M),(17.7M),1.5M
EBIT after Unusual Expense,(11.3M),(47.3M),24.2M,17.7M,(1.5M)
Non Operating Income/Expense,1.5M,868.5M,(4.4M),52.7M,53.6M
Non-Operating Interest Income,27.4M,16.3M,-,-,-
Equity in Affiliates (Pretax),105.5M,120M,40.3M,49.1M,54.1M
Interest Expense,119.9M,127.4M,120.9M,124.8M,127.1M
Interest Expense Growth,-,6.26%,-5.10%,3.23%,1.84%
Gross Interest Expense,119.9M,127.4M,120.9M,124.8M,127.1M
Interest Capitalized,-,-,-,-,-
Pretax Income,1.41B,2.25B,1.06B,876.1M,1.19B
Pretax Income Growth,-,59.26%,-52.73%,-17.54%,36.08%
Pretax Margin,-,-,-,-,14.64%
Income Tax,257.1M,483M,246.3M,201.1M,278.5M
Income Tax - Current Domestic,-,-,-,-,-
Income Tax - Current Foreign,-,-,-,-,-
Income Tax - Deferred Domestic,-,-,-,-,-
Income Tax - Deferred Foreign,-,-,-,-,-
Income Tax Credits,-,-,-,-,-
Equity in Affiliates,-,-,-,-,-
Other After Tax Income (Expense),-,-,-,-,-
Consolidated Net Income,1.15B,1.76B,816.1M,675M,913.7M
Minority Interest Expense,800K,200K,200K,500K,800K
Net Income,1.15B,1.76B,815.9M,674.5M,912.9M
Net Income Growth,-,52.97%,-53.76%,-17.33%,35.34%
Net Margin Growth,-,-,-,-,11.21%
Extraordinaries & Discontinued Operations,-,-,-,-,-
Extra Items & Gain/Loss Sale Of Assets,-,-,-,-,-
Cumulative Effect - Accounting Chg,-,-,-,-,-
Discontinued Operations,-,-,-,-,-
Net Income After Extraordinaries,1.15B,1.76B,815.9M,674.5M,912.9M
Preferred Dividends,-,-,-,-,-
Net Income Available to Common,1.15B,1.76B,815.9M,674.5M,912.9M
EPS (Basic),0.98,1.5,0.7,0.59,0.8
EPS (Basic) Growth,-,52.77%,-53.34%,-15.87%,35.61%
Basic Shares Outstanding,1.18B,1.18B,1.17B,1.15B,1.15B
EPS (Diluted),0.97,1.49,0.69,0.58,0.79
EPS (Diluted) Growth,-,52.75%,-53.32%,-15.71%,35.69%
Diluted Shares Outstanding,1.19B,1.19B,1.18B,1.15B,1.15B
EBITDA,2.1B,2.11B,1.84B,1.61B,2.02B
EBITDA Growth,-,0.82%,-12.89%,-12.34%,25.49%
EBITDA Margin,-,-,-,-,24.86%
