Item,30-Jun-2021,30-Sep-2021,31-Dec-2021,31-Mar-2022,30-Jun-2022
Sales/Revenue,1.17B,1.32B,1.47B,1.44B,1B
Sales Growth,-,12.69%,11.73%,-2.41%,-30.16%
Cost of Goods Sold (COGS) incl. D&A,477.1M,500M,495.6M,500.4M,464.1M
COGS Growth,-,4.80%,-0.88%,0.97%,-7.25%
COGS excluding D&A,375.9M,382.2M,387.6M,394.2M,354.7M
Depreciation & Amortization Expense,101.2M,117.8M,108M,106.2M,109.4M
Depreciation,22.7M,23.8M,22.3M,22.6M,22.3M
Amortization of Intangibles,78.5M,94M,85.7M,83.6M,87.1M
Gross Income,691.2M,816.6M,975.5M,935.3M,538.6M
Gross Income Growth,-,18.14%,19.46%,-4.12%,-42.41%
Gross Profit Margin,-,-,-,-,53.71%
SG&A Expense,329M,371M,338.1M,341.4M,309.3M
SGA Growth,-,12.77%,-8.87%,0.98%,-9.40%
Research & Development,69M,76.5M,72.8M,69.5M,65.1M
Other SG&A,260M,294.5M,-,-,-
Other Operating Expense,-,-,-,-,-
Unusual Expense,1.7M,3.9M,7.9M,(100K),(37.1M)
EBIT after Unusual Expense,(1.7M),(3.9M),(7.9M),100K,37.1M
Non Operating Income/Expense,(1.8M),(8.6M),17.6M,2.2M,2.3M
Non-Operating Interest Income,400K,200K,500K,800K,2.4M
Equity in Affiliates (Pretax),-,-,-,-,-
Interest Expense,21.6M,22.7M,25.7M,22.6M,22.7M
Interest Expense Growth,-,5.09%,13.22%,-12.06%,0.44%
Gross Interest Expense,21.6M,22.7M,25.7M,22.6M,22.7M
Interest Capitalized,-,-,-,-,-
Pretax Income,337.5M,410.6M,621.9M,574.4M,248.4M
Pretax Income Growth,-,21.66%,51.46%,-7.64%,-56.75%
Pretax Margin,-,-,-,-,24.77%
Income Tax,69.4M,81.8M,122.7M,118.7M,20M
Income Tax - Current Domestic,-,-,-,-,-
Income Tax - Current Foreign,-,-,-,-,-
Income Tax - Deferred Domestic,-,-,-,-,-
Income Tax - Deferred Foreign,-,-,-,-,-
Income Tax Credits,-,-,-,-,-
Equity in Affiliates,-,-,-,-,-
Other After Tax Income (Expense),-,-,-,-,-
Consolidated Net Income,268.1M,328.8M,499.2M,455.7M,228.4M
Minority Interest Expense,(300K),-,-,-,-
Net Income,268.4M,328.8M,499.2M,455.7M,228.4M
Net Income Growth,-,22.50%,51.82%,-8.71%,-49.88%
Net Margin Growth,-,-,-,-,22.78%
Extraordinaries & Discontinued Operations,-,-,-,-,-
Extra Items & Gain/Loss Sale Of Assets,-,-,-,-,-
Cumulative Effect - Accounting Chg,-,-,-,-,-
Discontinued Operations,-,-,-,-,-
Net Income After Extraordinaries,268.4M,328.8M,499.2M,455.7M,228.4M
Preferred Dividends,-,-,-,-,-
Net Income Available to Common,268.4M,328.8M,499.2M,455.7M,228.4M
EPS (Basic),1.05,1.29,1.97,1.81,0.91
EPS (Basic) Growth,-,23.15%,52.65%,-8.01%,-49.72%
Basic Shares Outstanding,256.23M,254.88M,253.5M,251.57M,250.76M
EPS (Diluted),1.04,1.28,1.95,1.8,0.9
EPS (Diluted) Growth,-,22.91%,52.81%,-7.85%,-49.77%
Diluted Shares Outstanding,258.58M,257.71M,256.07M,253.66M,253.09M
EBITDA,463.4M,563.4M,745.4M,700.1M,338.7M
EBITDA Growth,-,21.58%,32.30%,-6.08%,-51.62%
EBITDA Margin,-,-,-,-,33.78%
