Item,30-Jun-2021,30-Sep-2021,31-Dec-2021,31-Mar-2022,30-Jun-2022
Sales/Revenue,4.92B,5.05B,4.83B,4.38B,4.53B
Sales Growth,-,2.66%,-4.32%,-9.35%,3.36%
Cost of Goods Sold (COGS) incl. D&A,3.26B,3.29B,3.15B,3.13B,3.08B
COGS Growth,-,0.89%,-4.40%,-0.67%,-1.41%
COGS excluding D&A,3.01B,3.04B,2.91B,2.91B,2.86B
Depreciation & Amortization Expense,251M,250M,242M,216M,221M
Depreciation,-,-,-,-,-
Amortization of Intangibles,-,-,-,-,-
Gross Income,1.66B,1.76B,1.69B,1.25B,1.45B
Gross Income Growth,-,6.16%,-4.15%,-25.58%,15.23%
Gross Profit Margin,-,-,-,-,31.91%
SG&A Expense,895M,869M,854M,853M,864M
SGA Growth,-,-2.91%,-1.73%,-0.12%,1.29%
Research & Development,598M,578M,575M,572M,598M
Other SG&A,297M,291M,-,-,-
Other Operating Expense,-,-,-,-,-
Unusual Expense,29M,74M,72M,63M,19M
EBIT after Unusual Expense,(29M),(74M),(72M),(63M),(19M)
Non Operating Income/Expense,(70M),(47M),(50M),(15M),-
Non-Operating Interest Income,1M,2M,1M,1M,-
Equity in Affiliates (Pretax),-,-,-,-,-
Interest Expense,67M,66M,64M,62M,51M
Interest Expense Growth,-,-1.49%,-3.03%,-3.13%,-17.74%
Gross Interest Expense,67M,66M,64M,62M,51M
Interest Capitalized,-,-,-,-,-
Pretax Income,596M,704M,646M,262M,511M
Pretax Income Growth,-,18.12%,-8.24%,-59.44%,95.04%
Pretax Margin,-,-,-,-,11.29%
Income Tax,(26M),94M,82M,237M,210M
Income Tax - Current Domestic,-,-,-,-,-
Income Tax - Current Foreign,-,-,-,-,-
Income Tax - Deferred Domestic,-,-,-,-,-
Income Tax - Deferred Foreign,-,-,-,-,-
Income Tax Credits,-,-,-,-,-
Equity in Affiliates,-,-,-,-,-
Other After Tax Income (Expense),-,-,-,-,-
Consolidated Net Income,622M,610M,564M,25M,301M
Minority Interest Expense,-,-,-,-,-
Net Income,622M,610M,564M,25M,301M
Net Income Growth,-,-1.93%,-7.54%,-95.57%,"1,104.00%"
Net Margin Growth,-,-,-,-,6.65%
Extraordinaries & Discontinued Operations,-,-,-,-,-
Extra Items & Gain/Loss Sale Of Assets,-,-,-,-,-
Cumulative Effect - Accounting Chg,-,-,-,-,-
Discontinued Operations,-,-,-,-,-
Net Income After Extraordinaries,622M,610M,564M,25M,301M
Preferred Dividends,-,-,-,-,-
Net Income Available to Common,622M,610M,564M,25M,301M
EPS (Basic),2.03,1.97,1.81,0.08,0.96
EPS (Basic) Growth,-,-2.88%,-8.13%,-95.58%,"1,099.75%"
Basic Shares Outstanding,307M,310M,312M,313M,314M
EPS (Diluted),1.97,1.93,1.79,0.08,0.95
EPS (Diluted) Growth,-,-2.24%,-7.25%,-95.58%,"1,101.01%"
Diluted Shares Outstanding,315M,316M,315M,316M,318M
EBITDA,1.01B,1.14B,1.07B,617M,802M
EBITDA Growth,-,12.55%,-5.79%,-42.50%,29.98%
EBITDA Margin,-,-,-,-,17.71%
