Item,30-Jun-2021,30-Sep-2021,31-Dec-2021,31-Mar-2022,30-Jun-2022
Sales/Revenue,7.48B,8.97B,9.43B,8.9B,13.42B
Sales Growth,-,19.94%,5.11%,-5.60%,50.83%
Cost of Goods Sold (COGS) incl. D&A,7.09B,7.94B,8.66B,8.85B,10.52B
COGS Growth,-,11.95%,9.15%,2.14%,18.86%
COGS excluding D&A,6.55B,7.38B,8.01B,8.36B,10.01B
Depreciation & Amortization Expense,545M,558M,658M,492M,504M
Depreciation,-,-,-,-,-
Amortization of Intangibles,-,-,-,-,-
Gross Income,388M,1.03B,764M,51M,2.91B
Gross Income Growth,-,165.98%,-25.97%,-93.32%,"5,596.08%"
Gross Profit Margin,-,-,-,-,21.64%
SG&A Expense,277M,318M,353M,332M,504M
SGA Growth,-,14.80%,11.01%,-5.95%,51.81%
Research & Development,-,-,-,-,-
Other SG&A,277M,318M,-,-,-
Other Operating Expense,958M,1.11B,1.21B,1.29B,1.39B
Unusual Expense,(1.25B),(972M),(20M),160M,84M
EBIT after Unusual Expense,1.25B,972M,20M,(160M),(84M)
Non Operating Income/Expense,86M,100M,52M,95M,114M
Non-Operating Interest Income,5M,5M,5M,8M,29M
Equity in Affiliates (Pretax),-,-,-,-,-
Interest Expense,486M,476M,468M,463M,468M
Interest Expense Growth,-,-2.06%,-1.68%,-1.07%,1.08%
Gross Interest Expense,486M,476M,468M,463M,468M
Interest Capitalized,-,-,-,-,-
Pretax Income,9M,206M,(1.19B),(2.09B),603M
Pretax Income Growth,-,"2,188.89%",-678.16%,-75.15%,128.91%
Pretax Margin,-,-,-,-,4.49%
Income Tax,(10M),37M,(260M),(451M),127M
Income Tax - Current Domestic,-,-,-,-,-
Income Tax - Current Foreign,-,-,-,-,-
Income Tax - Deferred Domestic,-,-,-,-,-
Income Tax - Deferred Foreign,-,-,-,-,-
Income Tax Credits,-,-,-,-,-
Equity in Affiliates,-,-,-,-,-
Other After Tax Income (Expense),-,-,-,-,-
Consolidated Net Income,19M,169M,(931M),(1.64B),476M
Minority Interest Expense,-,-,-,-,-
Net Income,19M,169M,(931M),(1.64B),476M
Net Income Growth,-,789.47%,-650.89%,-75.62%,129.11%
Net Margin Growth,-,-,-,-,3.55%
Extraordinaries & Discontinued Operations,-,-,-,-,-
Extra Items & Gain/Loss Sale Of Assets,-,-,-,-,-
Cumulative Effect - Accounting Chg,-,-,-,-,-
Discontinued Operations,-,-,-,-,-
Net Income After Extraordinaries,19M,169M,(931M),(1.64B),476M
Preferred Dividends,-,-,-,-,-
Net Income Available to Common,19M,169M,(931M),(1.64B),476M
EPS (Basic),0.03,0.26,(1.44),(2.52),0.73
EPS (Basic) Growth,-,783.39%,-650.65%,-75.42%,129.07%
Basic Shares Outstanding,644.12M,648.56M,648.77M,649.5M,650.35M
EPS (Diluted),0.03,0.25,(1.44),(2.52),0.73
EPS (Diluted) Growth,-,775.17%,-665.41%,-75.42%,129.07%
Diluted Shares Outstanding,656.37M,721.14M,648.77M,649.5M,718.53M
EBITDA,(302M),163M,(142M),(1.07B),1.52B
EBITDA Growth,-,153.97%,-187.12%,-656.34%,241.15%
EBITDA Margin,-,-,-,-,11.29%
