Item,30-Jun-2021,30-Sep-2021,31-Dec-2021,31-Mar-2022,30-Jun-2022
Sales/Revenue,7.58B,8.11B,8.08B,7.73B,7.77B
Sales Growth,-,7.02%,-0.42%,-4.28%,0.50%
Cost of Goods Sold (COGS) incl. D&A,2.37B,2.61B,2.85B,2.65B,2.68B
COGS Growth,-,10.20%,8.95%,-7.09%,1.44%
COGS excluding D&A,2.13B,2.38B,2.57B,2.39B,2.4B
Depreciation & Amortization Expense,239M,235M,279M,253M,287M
Depreciation,220M,217M,238M,215M,251M
Amortization of Intangibles,19M,18M,41M,38M,36M
Gross Income,5.21B,5.5B,5.23B,5.08B,5.08B
Gross Income Growth,-,5.57%,-4.88%,-2.75%,0.02%
Gross Profit Margin,-,-,-,-,65.45%
SG&A Expense,2.1B,2.11B,2.18B,1.8B,2.15B
SGA Growth,-,0.52%,3.51%,-17.67%,19.63%
Research & Development,-,-,-,-,-
Other SG&A,2.1B,2.11B,-,-,-
Other Operating Expense,-,-,-,-,-
Unusual Expense,(66M),(108M),79M,(3M),(116M)
EBIT after Unusual Expense,66M,108M,(79M),3M,116M
Non Operating Income/Expense,(20M),(18M),2M,7M,48M
Non-Operating Interest Income,-,-,-,-,-
Equity in Affiliates (Pretax),-,-,-,-,-
Interest Expense,211M,201M,198M,155M,172M
Interest Expense Growth,-,-4.74%,-1.49%,-21.72%,10.97%
Gross Interest Expense,211M,201M,198M,155M,172M
Interest Capitalized,-,-,-,-,-
Pretax Income,2.94B,3.27B,2.77B,3.14B,2.93B
Pretax Income Growth,-,11.32%,-15.46%,13.44%,-6.85%
Pretax Margin,-,-,-,-,37.65%
Income Tax,646M,735M,593M,619M,594M
Income Tax - Current Domestic,-,-,-,-,-
Income Tax - Current Foreign,-,-,-,-,-
Income Tax - Deferred Domestic,-,-,-,-,-
Income Tax - Deferred Foreign,-,-,-,-,-
Income Tax Credits,-,-,-,-,-
Equity in Affiliates,3M,49M,54M,(56M),15M
Other After Tax Income (Expense),(6M),(7M),(5M),(7M),(7M)
Consolidated Net Income,2.29B,2.58B,2.22B,2.46B,2.34B
Minority Interest Expense,126M,162M,136M,134M,113M
Net Income,2.17B,2.42B,2.09B,2.32B,2.23B
Net Income Growth,-,11.68%,-13.68%,11.30%,-4.22%
Net Margin Growth,-,-,-,-,28.66%
Extraordinaries & Discontinued Operations,-,-,-,-,-
Extra Items & Gain/Loss Sale Of Assets,-,-,-,-,-
Cumulative Effect - Accounting Chg,-,-,-,-,-
Discontinued Operations,-,-,-,-,-
Net Income After Extraordinaries,2.17B,2.42B,2.09B,2.32B,2.23B
Preferred Dividends,-,-,-,-,-
Net Income Available to Common,2.17B,2.42B,2.09B,2.32B,2.23B
EPS (Basic),1.39,1.55,1.34,1.5,1.44
EPS (Basic) Growth,-,11.68%,-13.57%,11.74%,-4.28%
Basic Shares Outstanding,1.56B,1.56B,1.56B,1.55B,1.55B
EPS (Diluted),1.39,1.55,1.34,1.5,1.43
EPS (Diluted) Growth,-,11.67%,-13.52%,11.66%,-4.21%
Diluted Shares Outstanding,1.56B,1.56B,1.56B,1.55B,1.55B
EBITDA,3.35B,3.62B,3.32B,3.54B,3.22B
EBITDA Growth,-,8.22%,-8.23%,6.50%,-8.99%
EBITDA Margin,-,-,-,-,41.45%
