Item,30-Jun-2021,30-Sep-2021,31-Dec-2021,31-Mar-2022,30-Jun-2022
Sales/Revenue,15.86B,16.22B,17.04B,15.72B,16.31B
Sales Growth,-,2.28%,5.06%,-7.78%,3.81%
Cost of Goods Sold (COGS) incl. D&A,12.65B,13.09B,13.61B,12.56B,12.86B
COGS Growth,-,3.41%,3.99%,-7.69%,2.36%
COGS excluding D&A,11.52B,11.93B,12.46B,11.55B,11.86B
Depreciation & Amortization Expense,1.13B,1.16B,1.14B,1.01B,999M
Depreciation,530M,536M,525M,527M,532M
Amortization of Intangibles,602M,622M,619M,487M,467M
Gross Income,3.21B,3.14B,3.44B,3.16B,3.46B
Gross Income Growth,-,-2.18%,9.53%,-8.12%,9.57%
Gross Profit Margin,-,-,-,-,21.20%
SG&A Expense,1.97B,1.89B,2.2B,2.07B,2.12B
SGA Growth,-,-4.06%,16.46%,-5.95%,2.51%
Research & Development,657M,676M,810M,635M,698M
Other SG&A,1.31B,1.21B,-,-,-
Other Operating Expense,-,-,-,-,-
Unusual Expense,56M,52M,657M,34M,-
EBIT after Unusual Expense,(56M),(52M),(657M),(34M),-
Non Operating Income/Expense,592M,608M,598M,481M,469M
Non-Operating Interest Income,4M,9M,12M,31M,13M
Equity in Affiliates (Pretax),-,-,-,-,-
Interest Expense,346M,335M,320M,322M,320M
Interest Expense Growth,-,-3.18%,-4.48%,0.63%,-0.62%
Gross Interest Expense,346M,335M,320M,322M,320M
Interest Capitalized,-,-,-,-,-
Pretax Income,1.43B,1.48B,867M,1.24B,1.5B
Pretax Income Growth,-,3.22%,-41.26%,43.25%,20.61%
Pretax Margin,-,-,-,-,9.18%
Income Tax,342M,3M,96M,116M,160M
Income Tax - Current Domestic,-,-,-,-,-
Income Tax - Current Foreign,-,-,-,-,-
Income Tax - Deferred Domestic,-,-,-,-,-
Income Tax - Deferred Foreign,-,-,-,-,-
Income Tax Credits,-,-,-,-,-
Equity in Affiliates,-,-,-,-,-
Other After Tax Income (Expense),-,-,-,-,-
Consolidated Net Income,1.09B,1.47B,771M,1.13B,1.34B
Minority Interest Expense,48M,73M,86M,23M,34M
Net Income,1.04B,1.4B,685M,1.1B,1.3B
Net Income Growth,-,34.62%,-51.07%,61.02%,18.22%
Net Margin Growth,-,-,-,-,7.99%
Extraordinaries & Discontinued Operations,(8M),(7M),-,-,-
Extra Items & Gain/Loss Sale Of Assets,-,-,-,-,-
Cumulative Effect - Accounting Chg,-,-,-,-,-
Discontinued Operations,(8M),(7M),1M,(19M),-
Net Income After Extraordinaries,1.03B,1.39B,686M,1.08B,1.3B
Preferred Dividends,-,-,-,-,-
Net Income Available to Common,1.03B,1.39B,686M,1.08B,1.3B
EPS (Basic),0.69,0.93,0.46,0.73,0.88
EPS (Basic) Growth,-,35.75%,-50.52%,58.43%,20.92%
Basic Shares Outstanding,1.51B,1.5B,1.49B,1.49B,1.48B
EPS (Diluted),0.68,0.93,0.46,0.72,0.88
EPS (Diluted) Growth,-,35.65%,-50.56%,58.25%,20.96%
Diluted Shares Outstanding,1.51B,1.51B,1.5B,1.5B,1.49B
EBITDA,2.37B,2.4B,2.38B,2.1B,2.34B
EBITDA Growth,-,1.52%,-1.08%,-11.69%,11.19%
EBITDA Margin,-,-,-,-,14.31%
