Item,30-Jun-2021,30-Sep-2021,31-Dec-2021,31-Mar-2022,30-Jun-2022
Sales/Revenue,861M,882M,894M,877M,882M
Sales Growth,-,2.44%,1.36%,-1.90%,0.57%
Cost of Goods Sold (COGS) incl. D&A,418M,436M,466M,444M,454M
COGS Growth,-,4.31%,6.88%,-4.72%,2.25%
COGS excluding D&A,292M,307M,336M,314M,327M
Depreciation & Amortization Expense,126M,129M,130M,130M,127M
Depreciation,24M,27M,24M,25M,27M
Amortization of Intangibles,102M,102M,106M,105M,100M
Gross Income,443M,446M,428M,433M,428M
Gross Income Growth,-,0.68%,-4.04%,1.17%,-1.15%
Gross Profit Margin,-,-,-,-,48.53%
SG&A Expense,218M,218M,249M,224M,213M
SGA Growth,-,0.00%,14.22%,-10.04%,-4.91%
Research & Development,-,-,-,-,-
Other SG&A,218M,218M,-,-,-
Other Operating Expense,-,-,-,-,-
Unusual Expense,27M,6M,1.4M,12M,2M
EBIT after Unusual Expense,(27M),(6M),(1.4M),(12M),(2M)
Non Operating Income/Expense,(12M),(9M),(1.6M),4M,(5M)
Non-Operating Interest Income,-,-,-,-,-
Equity in Affiliates (Pretax),-,-,-,-,-
Interest Expense,62M,61M,63M,61M,63M
Interest Expense Growth,-,-1.61%,3.28%,-3.17%,3.28%
Gross Interest Expense,62M,61M,63M,61M,63M
Interest Capitalized,-,-,-,-,-
Pretax Income,124M,152M,113M,140M,145M
Pretax Income Growth,-,22.58%,-25.66%,23.89%,3.57%
Pretax Margin,-,-,-,-,16.44%
Income Tax,36M,33M,(131M),33M,33M
Income Tax - Current Domestic,-,-,-,-,-
Income Tax - Current Foreign,-,-,-,-,-
Income Tax - Deferred Domestic,-,-,-,-,-
Income Tax - Deferred Foreign,-,-,-,-,-
Income Tax Credits,-,-,-,-,-
Equity in Affiliates,-,1M,(2M),4M,-
Other After Tax Income (Expense),-,-,-,-,-
Consolidated Net Income,88M,120M,242M,111M,112M
Minority Interest Expense,2M,3M,-,10M,2M
Net Income,86M,117M,242M,101M,110M
Net Income Growth,-,36.05%,106.84%,-58.26%,8.91%
Net Margin Growth,-,-,-,-,12.47%
Extraordinaries & Discontinued Operations,(10M),(17M),-,-,-
Extra Items & Gain/Loss Sale Of Assets,-,(8M),(45M),-,-
Cumulative Effect - Accounting Chg,-,-,-,-,-
Discontinued Operations,(10M),(9M),17M,4M,1M
Net Income After Extraordinaries,76M,100M,214M,105M,111M
Preferred Dividends,-,-,-,-,-
Net Income Available to Common,76M,108M,259M,105M,111M
EPS (Basic),0.21,0.3,0.72,0.29,0.31
EPS (Basic) Growth,-,42.00%,139.68%,-59.51%,5.65%
Basic Shares Outstanding,358.62M,358.88M,359.12M,359.53M,359.78M
EPS (Diluted),0.21,0.3,0.72,0.29,0.31
EPS (Diluted) Growth,-,42.06%,139.72%,-59.47%,5.46%
Diluted Shares Outstanding,360.42M,360.53M,360.63M,360.66M,361.58M
EBITDA,351M,357M,309M,339M,342M
EBITDA Growth,-,1.71%,-13.45%,9.71%,0.88%
EBITDA Margin,-,-,-,-,38.78%
