Item,30-Jun-2021,30-Sep-2021,31-Dec-2021,31-Mar-2022,30-Jun-2022
Sales/Revenue,2.3B,1.79B,3.32B,1.22B,820M
Sales Growth,-,-22.22%,86.16%,-63.44%,-32.51%
Premiums Earned,1.59B,1.67B,1.68B,1.69B,1.77B
Total Investment Income,175M,179M,186M,185M,195M
Realized Gains (Losses),31M,34M,46M,17M,21M
Other Operating Income,496M,(97M),1.42B,(677M),(1.17B)
"Losses, Claims & Reserves",1.11B,1.27B,1.14B,1.25B,1.52B
"Losses, Claims & Reserves Growth",-,14.50%,-9.99%,9.00%,21.49%
"Losses, Benefits & Adjustments",915M,1.07B,946M,1.04B,1.31B
Loss Ratio,-,-,-,-,N/A
"Selling, General & Admin. Expenses & Other",300M,317M,319M,315M,333M
SGA Growth,-,5.67%,0.63%,-1.25%,5.71%
"Selling, General & Admin. Expenses",295M,312M,313M,311M,328M
"Other Selling, General & Admin. Expense",-,-,-,-,-
Underwriting & Commissions,-,-,-,-,-
Other Operating Expense,5M,5M,6M,4M,5M
Operating Income Before Interest Expense,885M,197M,1.86B,(347M),(1.03B)
Operating Income Growth,-,-77.74%,844.16%,-118.66%,-196.25%
"Interest Expense, Net of Interest Capitalized",13M,13M,14M,13M,13M
Interest Expense (excl. Interest Capitalized),13M,13M,14M,13M,13M
Interest Capitalized,-,-,-,-,-
Operating Income After Interest Expense,885M,197M,1.86B,(347M),(1.03B)
Non-Operating Income (Expense),-,-,-,-,-
Miscellaneous Non Operating Expense,-,-,-,-,-
Equity in Affiliates (Pretax),-,-,-,-,-
Unusual Expense,-,-,-,-,-
Pretax Income,872M,184M,1.85B,(360M),(1.04B)
Pretax Income Growth,-,-78.90%,903.26%,-119.50%,-189.17%
Income Tax,169M,31M,376M,(87M),(233M)
Income Tax - Current Domestic,-,-,-,-,-
Income Tax - Current Foreign,-,-,-,-,-
Income Tax - Deferred Domestic,-,-,-,-,-
Income Tax - Deferred Foreign,-,-,-,-,-
Income Tax Credits,-,-,-,-,-
Equity in Affiliates,-,-,-,-,-
Other After Tax Income (Expense),-,-,-,-,-
Consolidated Net Income,703M,153M,1.47B,(273M),(808M)
Minority Interest Expense,-,-,-,-,-
Net Income,703M,153M,1.47B,(273M),(808M)
Net Income Growth,-,-78.24%,860.78%,-118.57%,-195.97%
Net Margin Growth,-,-,-,-,-98.54%
Extraordinaries & Discontinued Operations,-,-,-,-,-
Extra Items & Gain/Loss Sale Of Assets,-,-,-,-,-
Cumulative Effect - Accounting Chg,-,-,-,-,-
Discontinued Operations,-,-,-,-,-
Net Income After Extraordinaries,703M,153M,1.47B,(273M),(808M)
Preferred Dividends,-,-,-,-,-
Net Income Available to Common,703M,153M,1.47B,(273M),(808M)
EPS (Basic),4.36,0.95,9.14,(1.7),(5.06)
EPS (Basic) Growth,-,-78.24%,862.41%,-118.62%,-197.46%
Basic Shares Outstanding,161.1M,161.1M,160.83M,160.4M,159.6M
EPS (Diluted),4.32,0.94,9.05,(1.7),(5.06)
EPS (Diluted) Growth,-,-78.24%,863.18%,-118.81%,-197.46%
Diluted Shares Outstanding,162.9M,162.9M,162.5M,160.4M,159.6M
