Item,30-Jun-2021,30-Sep-2021,31-Dec-2021,31-Mar-2022,30-Jun-2022
Sales/Revenue,2.66B,2.72B,2.69B,2.71B,2.77B
Sales Growth,-,2.33%,-1.07%,0.67%,2.40%
Cost of Goods Sold (COGS) incl. D&A,1.97B,2.07B,2.12B,2.17B,2.15B
COGS Growth,-,5.08%,2.76%,2.02%,-0.88%
COGS excluding D&A,1.83B,1.94B,2B,2.05B,2.03B
Depreciation & Amortization Expense,140M,127M,122M,121M,122M
Depreciation,-,-,-,-,-
Amortization of Intangibles,-,-,-,-,-
Gross Income,691M,653M,567M,542M,626M
Gross Income Growth,-,-5.50%,-13.17%,-4.41%,15.50%
Gross Profit Margin,-,-,-,-,22.57%
SG&A Expense,265M,267M,275M,261M,250M
SGA Growth,-,0.75%,3.00%,-5.09%,-4.21%
Research & Development,63M,66M,67M,65M,67M
Other SG&A,202M,201M,-,-,-
Other Operating Expense,-,-,-,-,-
Unusual Expense,20M,2M,24M,2M,27M
EBIT after Unusual Expense,(20M),(2M),(24M),(2M),(27M)
Non Operating Income/Expense,(468M),(19M),303M,39M,65M
Non-Operating Interest Income,-,1M,1M,1M,-
Equity in Affiliates (Pretax),3M,3M,4M,12M,3M
Interest Expense,48M,48M,47M,44M,36M
Interest Expense Growth,-,0.00%,-2.08%,-6.38%,-18.18%
Gross Interest Expense,49M,49M,49M,46M,38M
Interest Capitalized,1M,1M,2M,2M,2M
Pretax Income,(107M),321M,529M,287M,381M
Pretax Income Growth,-,400.00%,64.80%,-45.75%,32.75%
Pretax Margin,-,-,-,-,13.73%
Income Tax,37M,(33M),149M,51M,124M
Income Tax - Current Domestic,-,-,-,-,-
Income Tax - Current Foreign,-,-,-,-,-
Income Tax - Deferred Domestic,-,-,-,-,-
Income Tax - Deferred Foreign,-,-,-,-,-
Income Tax Credits,-,-,-,-,-
Equity in Affiliates,-,-,-,-,-
Other After Tax Income (Expense),-,-,-,-,-
Consolidated Net Income,(144M),354M,380M,236M,257M
Minority Interest Expense,2M,3M,2M,1M,1M
Net Income,(146M),351M,378M,235M,256M
Net Income Growth,-,340.41%,7.69%,-37.83%,8.94%
Net Margin Growth,-,-,-,-,9.23%
Extraordinaries & Discontinued Operations,-,-,-,-,-
Extra Items & Gain/Loss Sale Of Assets,-,-,-,-,-
Cumulative Effect - Accounting Chg,-,-,-,-,-
Discontinued Operations,-,-,-,-,-
Net Income After Extraordinaries,(146M),351M,378M,235M,256M
Preferred Dividends,-,-,-,-,-
Net Income Available to Common,(146M),351M,378M,235M,256M
EPS (Basic),(1.07),2.59,2.85,1.82,2.05
EPS (Basic) Growth,-,341.48%,9.97%,-36.14%,12.60%
Basic Shares Outstanding,135.9M,135.3M,132.5M,129M,124.8M
EPS (Diluted),(1.07),2.56,2.81,1.8,2.03
EPS (Diluted) Growth,-,338.48%,9.61%,-35.98%,12.64%
Diluted Shares Outstanding,135.9M,137M,134.6M,130.7M,126.4M
EBITDA,566M,513M,414M,402M,498M
EBITDA Growth,-,-9.36%,-19.30%,-2.90%,23.88%
EBITDA Margin,-,-,-,-,17.95%
