Item,30-Jun-2021,30-Sep-2021,31-Dec-2021,31-Mar-2022,30-Jun-2022
Sales/Revenue,3.16B,3.32B,3.36B,3.27B,3.58B
Sales Growth,-,5.00%,1.32%,-2.91%,9.61%
Cost of Goods Sold (COGS) incl. D&A,1.84B,1.96B,2.02B,2.02B,2.21B
COGS Growth,-,6.25%,3.29%,-0.15%,9.39%
COGS excluding D&A,1.64B,1.75B,1.81B,1.79B,1.98B
Depreciation & Amortization Expense,205.4M,206.9M,215.6M,234.7M,234.7M
Depreciation,153.2M,149.2M,151.3M,155.2M,156M
Amortization of Intangibles,52.2M,57.7M,64.3M,79.5M,78.7M
Gross Income,1.32B,1.36B,1.34B,1.25B,1.37B
Gross Income Growth,-,3.25%,-1.51%,-7.07%,9.97%
Gross Profit Margin,-,-,-,-,38.27%
SG&A Expense,837.6M,896.9M,955.9M,942.8M,1.01B
SGA Growth,-,7.08%,6.58%,-1.37%,7.39%
Research & Development,-,-,-,-,-
Other SG&A,837.6M,896.9M,-,-,-
Other Operating Expense,-,-,-,-,-
Unusual Expense,11.1M,31.3M,42M,59M,(32.8M)
EBIT after Unusual Expense,(11.1M),(31.3M),(42M),(59M),32.8M
Non Operating Income/Expense,(14M),55M,51.6M,32.1M,57.9M
Non-Operating Interest Income,6.1M,1.9M,2.2M,2.1M,1.3M
Equity in Affiliates (Pretax),-,-,-,-,-
Interest Expense,62.5M,87.9M,1.4M,58.3M,60.6M
Interest Expense Growth,-,40.64%,-98.41%,"4,064.29%",3.95%
Gross Interest Expense,62.5M,87.9M,1.4M,58.3M,60.6M
Interest Capitalized,-,-,-,-,-
Pretax Income,399.7M,402.4M,349.5M,220.3M,389.3M
Pretax Income Growth,-,0.68%,-13.15%,-36.97%,76.71%
Pretax Margin,-,-,-,-,10.87%
Income Tax,86.1M,73.8M,44.2M,45.6M,76.6M
Income Tax - Current Domestic,-,-,-,-,-
Income Tax - Current Foreign,-,-,-,-,-
Income Tax - Deferred Domestic,-,-,-,-,-
Income Tax - Deferred Foreign,-,-,-,-,-
Income Tax Credits,-,-,-,-,-
Equity in Affiliates,-,-,-,-,-
Other After Tax Income (Expense),-,-,-,-,-
Consolidated Net Income,313.6M,328.6M,305.3M,174.7M,312.7M
Minority Interest Expense,2.8M,4.1M,4.3M,2.8M,4.4M
Net Income,310.8M,324.5M,301M,171.9M,308.3M
Net Income Growth,-,4.41%,-7.24%,-42.89%,79.35%
Net Margin Growth,-,-,-,-,8.61%
Extraordinaries & Discontinued Operations,-,-,-,-,-
Extra Items & Gain/Loss Sale Of Assets,-,-,-,-,-
Cumulative Effect - Accounting Chg,-,-,-,-,-
Discontinued Operations,-,-,-,-,-
Net Income After Extraordinaries,310.8M,324.5M,301M,171.9M,308.3M
Preferred Dividends,-,-,-,-,-
Net Income Available to Common,310.8M,324.5M,301M,171.9M,308.3M
EPS (Basic),1.09,1.13,1.05,0.6,1.08
EPS (Basic) Growth,-,4.26%,-7.33%,-42.79%,80.05%
Basic Shares Outstanding,286M,286.4M,286.7M,286.2M,285.1M
EPS (Diluted),1.08,1.12,1.04,0.6,1.08
EPS (Diluted) Growth,-,4.27%,-7.34%,-42.61%,80.27%
Diluted Shares Outstanding,288.8M,289.2M,289.5M,288.1M,286.6M
EBITDA,686.6M,671.6M,600.7M,538.1M,592.6M
EBITDA Growth,-,-2.18%,-10.56%,-10.42%,10.13%
EBITDA Margin,-,-,-,-,16.55%
