Item,30-Jun-2021,30-Sep-2021,31-Dec-2021,31-Mar-2022,30-Jun-2022
Sales/Revenue,509.62M,547.76M,576.92M,615.07M,643.76M
Sales Growth,-,7.48%,5.32%,6.61%,4.67%
Total Investment Income,-,-,-,-,-
Sundry Revenue/Income,1.25M,1.23M,2.27M,2.51M,2.81M
Trading Account Income,-,-,-,-,-
"Trust Income, Commissions & Fees",-,-,-,-,-
Commission & Fee Income,-,-,-,-,-
Total Expense,127.86M,421.69M,456.63M,726.35M,549.89M
Total Interest Expense,70.32M,-,34.86M,58.88M,24.26M
Depreciation & Amortization Expense,190.05M,210.84M,239.25M,240.66M,242.08M
Other Operating Expense,(244.03M),14.43M,-,263.43M,68.13M
Operating Income,381.76M,126.07M,120.3M,(111.29M),93.88M
Operating Income Growth,-,-66.98%,-4.58%,-192.51%,184.36%
Non-Operating Income (Expense),367.1M,151.26M,14.36M,(216.99M),243.08M
Non-Operating Interest Income,-,-,-,-,-
Miscellaneous Non Operating Expense,364.5M,148.17M,11.34M,(217.21M),242.87M
Equity in Affiliates (Pretax),2.61M,3.09M,3.02M,220K,213K
Unusual Expense,4.93M,42.62M,-,-,3.32M
Pretax Income,673.63M,234.7M,99.8M,(387.15M),309.38M
Pretax Income Growth,-,-65.16%,-57.48%,-487.94%,179.91%
Pretax Margin,-,-,-,-,30.95%
Income Taxes,-,-,-,-,-
Income Tax - Current Domestic,-,-,-,-,-
Income Tax - Current Foreign,-,-,-,-,-
Income Tax - Deferred Domestic,-,-,-,-,-
Income Tax - Deferred Foreign,-,-,-,-,-
Income Tax Credits,-,-,-,-,-
Equity in Affiliates,-,-,-,-,-
Other After Tax Income (Expense),(4.52M),(1.88M),(2.1M),(2.08M),(2.93M)
Consolidated Net Income,669.1M,232.82M,97.7M,(389.23M),306.45M
Minority Interest Expense,19.44M,21.29M,24.9M,32.18M,37.17M
Net Income,649.67M,211.53M,72.8M,(421.41M),269.28M
Net Income Growth,-,-67.44%,-65.59%,-678.88%,163.90%
Net Margin Growth,-,-,-,-,41.83%
Extraordinaries & Discontinued Operations,-,-,-,-,-
Extra Items & Gain/Loss Sale Of Assets,-,-,-,-,-
Cumulative Effect - Accounting Chg,-,-,-,-,-
Discontinued Operations,-,-,-,-,-
Net Income After Extraordinaries,649.67M,211.53M,72.8M,(421.41M),269.28M
Preferred Dividends,-,-,-,-,-
Net Income Available to Common,649.67M,211.53M,72.8M,(421.41M),269.28M
EPS (Basic),2.61,0.67,0.47,(0.96),1.67
EPS (Basic) Growth,-,-74.28%,-29.33%,-302.07%,274.04%
Basic Shares Outstanding,145.83M,150.85M,153.46M,158.2M,161.41M
EPS (Diluted),2.61,0.67,0.47,(0.96),1.67
EPS (Diluted) Growth,-,-74.36%,-29.38%,-303.18%,274.04%
Diluted Shares Outstanding,146.06M,151.56M,154.31M,158.2M,161.41M
