Item,30-Jun-2021,30-Sep-2021,31-Dec-2021,31-Mar-2022,30-Jun-2022
Sales/Revenue,3.44B,3.3B,3.19B,3.35B,3.34B
Sales Growth,-,-4.03%,-3.36%,5.08%,-0.21%
Cost of Goods Sold (COGS) incl. D&A,2.08B,2.02B,1.98B,2.05B,2.04B
COGS Growth,-,-3.22%,-1.77%,3.46%,-0.73%
COGS excluding D&A,2.01B,1.95B,1.91B,1.99B,1.97B
Depreciation & Amortization Expense,70.74M,70.35M,71.31M,65M,68M
Depreciation,44.58M,44.91M,45.35M,42M,41M
Amortization of Intangibles,26.17M,25.44M,25.97M,23M,27M
Gross Income,1.35B,1.28B,1.2B,1.3B,1.31B
Gross Income Growth,-,-5.29%,-5.85%,7.76%,0.62%
Gross Profit Margin,-,-,-,-,39.09%
SG&A Expense,900.53M,897.51M,920.05M,924M,898M
SGA Growth,-,-0.34%,2.51%,0.43%,-2.81%
Research & Development,-,-,-,-,-
Other SG&A,900.53M,897.51M,-,-,-
Other Operating Expense,-,-,-,-,-
Unusual Expense,29.67M,3.73M,4.43M,3M,4M
EBIT after Unusual Expense,(29.67M),(3.73M),(4.43M),(3M),(4M)
Non Operating Income/Expense,4.31M,2.89M,6.1M,-,153M
Non-Operating Interest Income,-,-,-,-,-
Equity in Affiliates (Pretax),-,-,-,-,-
Interest Expense,15.68M,15.43M,15.41M,15M,14M
Interest Expense Growth,-,-1.59%,-0.12%,-2.65%,-6.67%
Gross Interest Expense,15.68M,15.43M,15.41M,15M,14M
Interest Capitalized,-,-,-,-,-
Pretax Income,409.25M,365.62M,270.78M,356M,543M
Pretax Income Growth,-,-10.66%,-25.94%,31.47%,52.53%
Pretax Margin,-,-,-,-,16.25%
Income Tax,107.72M,89.34M,40.56M,89M,127M
Income Tax - Current Domestic,-,-,-,-,-
Income Tax - Current Foreign,-,-,-,-,-
Income Tax - Deferred Domestic,-,-,-,-,-
Income Tax - Deferred Foreign,-,-,-,-,-
Income Tax Credits,-,-,-,-,-
Equity in Affiliates,3.48M,7.73M,5.91M,2M,4M
Other After Tax Income (Expense),-,-,-,-,-
Consolidated Net Income,305.01M,284.01M,236.13M,269M,420M
Minority Interest Expense,384K,(49K),497K,-,-
Net Income,304.62M,284.06M,235.63M,269M,420M
Net Income Growth,-,-6.75%,-17.05%,14.16%,56.13%
Net Margin Growth,-,-,-,-,12.57%
Extraordinaries & Discontinued Operations,-,-,-,-,-
Extra Items & Gain/Loss Sale Of Assets,-,-,-,-,-
Cumulative Effect - Accounting Chg,-,-,-,-,-
Discontinued Operations,-,-,648K,4M,-
Net Income After Extraordinaries,304.62M,284.06M,236.28M,273M,420M
Preferred Dividends,-,-,-,-,-
Net Income Available to Common,304.62M,284.06M,236.28M,273M,420M
EPS (Basic),1.01,0.97,0.82,0.96,1.49
EPS (Basic) Growth,-,-4.67%,-15.63%,17.24%,56.18%
Basic Shares Outstanding,300.58M,294.03M,289.87M,285.7M,281.4M
EPS (Diluted),1.01,0.96,0.81,0.95,1.49
EPS (Diluted) Growth,-,-4.67%,-15.70%,17.21%,56.30%
Diluted Shares Outstanding,301.47M,294.89M,290.95M,286.8M,282.3M
EBITDA,521.02M,452.24M,355.84M,439M,476M
EBITDA Growth,-,-13.20%,-21.32%,23.37%,8.43%
EBITDA Margin,-,-,-,-,14.25%
