Item,30-Jun-2021,30-Sep-2021,31-Dec-2021,31-Mar-2022,30-Jun-2022
Sales/Revenue,61.89B,65.06B,75.12B,67.73B,69.31B
Sales Growth,-,5.12%,15.47%,-9.84%,2.33%
Cost of Goods Sold (COGS) incl. D&A,26.23B,27.62B,32.99B,29.6B,30.1B
COGS Growth,-,5.32%,19.43%,-10.27%,1.71%
COGS excluding D&A,23.28B,24.32B,29.55B,25.82B,26.21B
Depreciation & Amortization Expense,2.95B,3.3B,3.44B,3.78B,3.9B
Depreciation,2.73B,3.09B,3.22B,3.59B,3.7B
Amortization of Intangibles,215M,219M,224M,191M,201M
Gross Income,35.66B,37.44B,42.13B,38.13B,39.21B
Gross Income Growth,-,4.98%,12.55%,-9.49%,2.81%
Gross Profit Margin,-,-,-,-,56.57%
SG&A Expense,16.29B,16.47B,20.45B,18.32B,20.13B
SGA Growth,-,1.07%,24.21%,-10.43%,9.88%
Research & Development,7.68B,7.69B,8.71B,9.12B,9.84B
Other SG&A,8.62B,8.77B,-,-,-
Other Operating Expense,-,-,-,-,-
Unusual Expense,(2.45B),(1.94B),(1.62B),1.21B,334M
EBIT after Unusual Expense,2.45B,1.94B,1.62B,(1.21B),(334M)
Non Operating Income/Expense,(235M),(342M),793M,86M,(14M)
Non-Operating Interest Income,389M,387M,378M,414M,486M
Equity in Affiliates (Pretax),92M,188M,49M,(89M),(118M)
Interest Expense,76M,77M,117M,83M,83M
Interest Expense Growth,-,1.32%,51.95%,-29.06%,0.00%
Gross Interest Expense,121M,117M,148M,117M,120M
Interest Capitalized,45M,40M,31M,34M,37M
Pretax Income,21.99B,23.06B,24.4B,18.93B,19.01B
Pretax Income Growth,-,4.91%,5.80%,-22.41%,0.42%
Pretax Margin,-,-,-,-,27.43%
Income Tax,3.46B,4.13B,3.76B,2.5B,3.01B
Income Tax - Current Domestic,-,-,-,-,-
Income Tax - Current Foreign,-,-,-,-,-
Income Tax - Deferred Domestic,-,-,-,-,-
Income Tax - Deferred Foreign,-,-,-,-,-
Income Tax Credits,-,-,-,-,-
Equity in Affiliates,-,-,-,-,-
Other After Tax Income (Expense),-,-,-,-,-
Consolidated Net Income,18.53B,18.94B,20.64B,16.44B,16B
Minority Interest Expense,-,-,-,-,-
Net Income,18.53B,18.94B,20.64B,16.44B,16B
Net Income Growth,-,2.22%,9.01%,-20.38%,-2.64%
Net Margin Growth,-,-,-,-,23.09%
Extraordinaries & Discontinued Operations,-,-,-,-,-
Extra Items & Gain/Loss Sale Of Assets,-,-,-,-,-
Cumulative Effect - Accounting Chg,-,-,-,-,-
Discontinued Operations,-,-,-,-,-
Net Income After Extraordinaries,18.53B,18.94B,20.64B,16.44B,16B
Preferred Dividends,-,-,-,-,-
Net Income Available to Common,18.53B,18.94B,20.64B,16.44B,16B
EPS (Basic),1.38,1.42,1.56,1.24,1.22
EPS (Basic) Growth,-,2.71%,9.52%,-20.08%,-2.11%
Basic Shares Outstanding,13.38B,13.32B,13.25B,13.2B,13.13B
EPS (Diluted),1.36,1.4,1.53,1.23,1.21
EPS (Diluted) Growth,-,2.69%,9.66%,-19.78%,-1.82%
Diluted Shares Outstanding,13.59B,13.53B,13.45B,13.35B,13.24B
EBITDA,22.31B,24.27B,25.12B,23.6B,22.98B
EBITDA Growth,-,8.78%,3.49%,-6.06%,-2.64%
EBITDA Margin,-,-,-,-,33.15%
