Item,30-Jun-2021,30-Sep-2021,31-Dec-2021,31-Mar-2022,30-Jun-2022
Sales/Revenue,1.15B,1.18B,1.28B,1.22B,1.25B
Sales Growth,-,2.80%,7.96%,-4.55%,2.70%
Total Investment Income,-,-,-,-,-
Sundry Revenue/Income,136.08M,145.77M,202.94M,142.27M,158.63M
Trading Account Income,-,-,-,-,-
"Trust Income, Commissions & Fees",-,-,-,-,-
Commission & Fee Income,-,-,-,-,-
Total Expense,765.58M,706.01M,778.79M,778.01M,703.41M
Total Interest Expense,57.41M,63.64M,62.9M,64.06M,60.29M
Depreciation & Amortization Expense,392.74M,390.81M,396.83M,396.65M,402.31M
Other Operating Expense,8.27M,(60.76M),15.22M,20.23M,(72.53M)
Operating Income,385.26M,477.04M,498.44M,441.12M,548.67M
Operating Income Growth,-,23.82%,4.49%,-11.50%,24.38%
Non-Operating Income (Expense),376.58M,443.77M,905.22M,890.06M,208.62M
Non-Operating Interest Income,-,-,-,-,-
Miscellaneous Non Operating Expense,304.16M,351.95M,732.25M,813.09M,129.03M
Equity in Affiliates (Pretax),72.42M,91.82M,172.97M,76.96M,79.59M
Unusual Expense,-,-,-,18.17M,730K
Pretax Income,699.51M,857.17M,1.34B,1.25B,696.27M
Pretax Income Growth,-,22.54%,56.42%,-6.85%,-44.25%
Pretax Margin,-,-,-,-,69.82%
Income Taxes,49.2M,59.44M,39.91M,29.22M,49.83M
Income Tax - Current Domestic,-,-,-,-,-
Income Tax - Current Foreign,-,-,-,-,-
Income Tax - Deferred Domestic,-,-,-,-,-
Income Tax - Deferred Foreign,-,-,-,-,-
Income Tax Credits,-,-,-,-,-
Equity in Affiliates,-,-,-,-,-
Other After Tax Income (Expense),-,-,-,-,-
Consolidated Net Income,650.31M,797.73M,1.3B,1.22B,646.44M
Minority Interest Expense,50.14M,74.19M,52.19M,68.94M,35.04M
Net Income,600.18M,723.54M,1.25B,1.15B,611.39M
Net Income Growth,-,20.55%,72.58%,-7.84%,-46.87%
Net Margin Growth,-,-,-,-,48.83%
Extraordinaries & Discontinued Operations,-,-,-,-,-
Extra Items & Gain/Loss Sale Of Assets,-,-,-,-,-
Cumulative Effect - Accounting Chg,-,-,-,-,-
Discontinued Operations,-,-,-,-,-
Net Income After Extraordinaries,600.18M,723.54M,1.25B,1.15B,611.39M
Preferred Dividends,1.55M,1.53M,1.54M,1.53M,1.54M
Net Income Available to Common,598.63M,722.01M,1.25B,1.15B,609.86M
EPS (Basic),0.79,0.95,1.69,1.55,0.82
EPS (Basic) Growth,-,20.57%,77.66%,-7.92%,-46.96%
Basic Shares Outstanding,760.64M,760.9M,739.8M,740.37M,740.64M
EPS (Diluted),0.78,0.94,1.67,1.54,0.82
EPS (Diluted) Growth,-,20.49%,77.52%,-7.83%,-46.94%
Diluted Shares Outstanding,786.1M,786.4M,765.56M,765.52M,766.07M
