Item,30-Jun-2021,30-Sep-2021,31-Dec-2021,31-Mar-2022,30-Jun-2022
Sales/Revenue,376.4M,375.7M,383.15M,416.63M,662.62M
Sales Growth,-,-0.18%,1.98%,8.74%,59.05%
Total Investment Income,-,-,-,-,-
Sundry Revenue/Income,15.27M,13.44M,15.86M,17.01M,25.73M
Trading Account Income,-,-,-,-,-
"Trust Income, Commissions & Fees",-,-,-,-,-
Commission & Fee Income,-,-,-,-,-
Total Expense,(7.71M),30.44M,28.21M,105.49M,602.52M
Total Interest Expense,79.81M,100.86M,70.44M,68.14M,128.97M
Depreciation & Amortization Expense,757K,771K,771K,776K,779K
Other Operating Expense,10.17M,9.51M,9.93M,11.77M,35.46M
Operating Income,384.11M,345.27M,354.95M,311.14M,60.1M
Operating Income Growth,-,-10.11%,2.80%,-12.34%,-80.68%
Non-Operating Income (Expense),30K,(64.21M),45K,93K,11.76M
Non-Operating Interest Income,30K,26K,45K,93K,780K
Miscellaneous Non Operating Expense,-,(64.24M),-,-,(4.16M)
Equity in Affiliates (Pretax),-,-,-,-,15.13M
Unusual Expense,-,15.62M,-,-,-
Pretax Income,304.33M,164.57M,284.56M,243.09M,(57.11M)
Pretax Income Growth,-,-45.92%,72.91%,-14.57%,-123.50%
Pretax Margin,-,-,-,-,67.97%
Income Taxes,1.26M,388K,759K,400K,1.03M
Income Tax - Current Domestic,-,-,-,-,-
Income Tax - Current Foreign,-,-,-,-,-
Income Tax - Deferred Domestic,-,-,-,-,-
Income Tax - Deferred Foreign,-,-,-,-,-
Income Tax Credits,-,-,-,-,-
Equity in Affiliates,-,-,-,-,-
Other After Tax Income (Expense),-,-,-,-,-
Consolidated Net Income,303.08M,164.18M,283.8M,242.69M,(58.14M)
Minority Interest Expense,2.37M,2.32M,2.32M,2.31M,(435K)
Net Income,300.71M,161.86M,281.48M,240.38M,(57.71M)
Net Income Growth,-,-46.17%,73.90%,-14.60%,-124.01%
Net Margin Growth,-,-,-,-,-8.71%
Extraordinaries & Discontinued Operations,-,-,-,-,-
Extra Items & Gain/Loss Sale Of Assets,-,-,-,-,-
Cumulative Effect - Accounting Chg,-,-,-,-,-
Discontinued Operations,-,-,-,-,-
Net Income After Extraordinaries,300.71M,161.86M,281.48M,240.38M,(57.71M)
Preferred Dividends,-,-,-,-,-
Net Income Available to Common,300.71M,161.86M,281.48M,240.38M,(57.71M)
EPS (Basic),0.56,0.29,0.45,0.35,(0.06)
EPS (Basic) Growth,-,-47.96%,53.57%,-21.55%,-118.33%
Basic Shares Outstanding,536.69M,555.15M,628.63M,684.34M,896.55M
EPS (Diluted),0.54,0.28,0.44,0.35,(0.06)
EPS (Diluted) Growth,-,-47.82%,56.04%,-20.88%,-118.43%
Diluted Shares Outstanding,554.44M,571.89M,637.41M,687.91M,896.55M
