Item,30-Jun-2021,30-Sep-2021,31-Dec-2021,31-Mar-2022,30-Jun-2022
Sales/Revenue,4.05B,4.16B,4.26B,4.14B,4.45B
Sales Growth,-,2.76%,2.26%,-2.80%,7.54%
Cost of Goods Sold (COGS) incl. D&A,1.97B,2.05B,2.21B,1.97B,2.04B
COGS Growth,-,4.27%,7.40%,-10.52%,3.60%
COGS excluding D&A,1.16B,1.25B,1.57B,1.17B,1.24B
Depreciation & Amortization Expense,813M,805M,631M,799M,809M
Depreciation,160M,163M,20M,174M,187M
Amortization of Intangibles,653M,642M,611M,625M,622M
Gross Income,2.08B,2.11B,2.05B,2.17B,2.41B
Gross Income Growth,-,1.34%,-2.75%,5.51%,11.13%
Gross Profit Margin,-,-,-,-,54.07%
SG&A Expense,1.43B,1.42B,1.4B,1.47B,1.55B
SGA Growth,-,-1.12%,-1.13%,4.64%,5.39%
Research & Development,-,-,-,-,-
Other SG&A,1.43B,1.42B,-,-,-
Other Operating Expense,-,-,-,-,-
Unusual Expense,6M,58M,119M,-,-
EBIT after Unusual Expense,(6M),(58M),(119M),-,-
Non Operating Income/Expense,(1M),12M,33M,140M,(70M)
Non-Operating Interest Income,1M,1M,-,3M,2M
Equity in Affiliates (Pretax),-,-,-,-,-
Interest Expense,172M,169M,166M,167M,174M
Interest Expense Growth,-,-1.74%,-1.78%,0.60%,4.19%
Gross Interest Expense,172M,169M,166M,167M,174M
Interest Capitalized,-,-,-,-,-
Pretax Income,470M,478M,398M,674M,618M
Pretax Income Growth,-,1.70%,-16.74%,69.35%,-8.31%
Pretax Margin,-,-,-,-,13.89%
Income Tax,228M,54M,63M,98M,137M
Income Tax - Current Domestic,-,-,-,-,-
Income Tax - Current Foreign,-,-,-,-,-
Income Tax - Deferred Domestic,-,-,-,-,-
Income Tax - Deferred Foreign,-,-,-,-,-
Income Tax Credits,-,-,-,-,-
Equity in Affiliates,42M,22M,20M,106M,128M
Other After Tax Income (Expense),-,-,-,-,-
Consolidated Net Income,284M,446M,355M,682M,609M
Minority Interest Expense,15M,18M,22M,13M,11M
Net Income,269M,428M,333M,669M,598M
Net Income Growth,-,59.11%,-22.20%,100.90%,-10.61%
Net Margin Growth,-,-,-,-,13.44%
Extraordinaries & Discontinued Operations,-,-,-,-,-
Extra Items & Gain/Loss Sale Of Assets,-,-,-,-,-
Cumulative Effect - Accounting Chg,-,-,-,-,-
Discontinued Operations,-,-,-,-,-
Net Income After Extraordinaries,269M,428M,333M,669M,598M
Preferred Dividends,-,-,-,-,-
Net Income Available to Common,269M,428M,333M,669M,598M
EPS (Basic),0.41,0.65,0.51,1.03,0.93
EPS (Basic) Growth,-,59.66%,-21.63%,102.72%,-9.84%
Basic Shares Outstanding,663.7M,661.4M,656.66M,650.8M,645.2M
EPS (Diluted),0.4,0.64,0.5,1.02,0.92
EPS (Diluted) Growth,-,59.81%,-21.51%,102.95%,-9.73%
Diluted Shares Outstanding,672.7M,669.7M,663.9M,657.2M,650.8M
EBITDA,1.46B,1.5B,1.28B,1.5B,1.67B
EBITDA Growth,-,2.46%,-14.43%,16.86%,11.49%
EBITDA Margin,-,-,-,-,37.51%
