Item,30-Jun-2021,30-Sep-2021,31-Dec-2021,31-Mar-2022,30-Jun-2022
Sales/Revenue,4.59B,4.74B,4.78B,4.83B,4.91B
Sales Growth,-,3.47%,0.70%,1.03%,1.66%
Cost of Goods Sold (COGS) incl. D&A,3.02B,3.1B,3.19B,3.25B,3.27B
COGS Growth,-,2.78%,2.64%,2.07%,0.49%
COGS excluding D&A,2.88B,2.96B,3.04B,3.11B,3.12B
Depreciation & Amortization Expense,145M,144M,144M,143M,144M
Depreciation,-,-,-,-,-
Amortization of Intangibles,-,-,-,-,-
Gross Income,1.57B,1.64B,1.59B,1.57B,1.64B
Gross Income Growth,-,4.79%,-2.99%,-1.07%,4.07%
Gross Profit Margin,-,-,-,-,33.39%
SG&A Expense,883M,926M,872M,863M,884M
SGA Growth,-,4.87%,-5.83%,-1.03%,2.43%
Research & Development,-,-,-,-,-
Other SG&A,883M,926M,-,-,-
Other Operating Expense,-,-,-,-,-
Unusual Expense,(3M),(1M),(6M),(13M),(32M)
EBIT after Unusual Expense,3M,1M,6M,13M,32M
Non Operating Income/Expense,4M,12M,7M,1M,(31M)
Non-Operating Interest Income,7M,7M,7M,6M,9M
Equity in Affiliates (Pretax),-,-,-,-,-
Interest Expense,2M,3M,2M,2M,3M
Interest Expense Growth,-,50.00%,-33.33%,0.00%,50.00%
Gross Interest Expense,2M,3M,2M,2M,3M
Interest Capitalized,-,-,-,-,-
Pretax Income,694M,731M,737M,729M,761M
Pretax Income Growth,-,5.33%,0.82%,-1.09%,4.39%
Pretax Margin,-,-,-,-,15.51%
Income Tax,184M,187M,162M,170M,184M
Income Tax - Current Domestic,-,-,-,-,-
Income Tax - Current Foreign,-,-,-,-,-
Income Tax - Deferred Domestic,-,-,-,-,-
Income Tax - Deferred Foreign,-,-,-,-,-
Income Tax Credits,-,-,-,-,-
Equity in Affiliates,2M,-,1M,4M,-
Other After Tax Income (Expense),-,-,-,-,-
Consolidated Net Income,512M,544M,576M,563M,577M
Minority Interest Expense,-,-,-,-,-
Net Income,512M,544M,576M,563M,577M
Net Income Growth,-,6.25%,5.88%,-2.26%,2.49%
Net Margin Growth,-,-,-,-,11.76%
Extraordinaries & Discontinued Operations,-,-,-,-,-
Extra Items & Gain/Loss Sale Of Assets,-,-,-,-,-
Cumulative Effect - Accounting Chg,-,-,-,-,-
Discontinued Operations,-,-,-,-,-
Net Income After Extraordinaries,512M,544M,576M,563M,577M
Preferred Dividends,-,-,-,-,-
Net Income Available to Common,512M,544M,576M,563M,577M
EPS (Basic),0.97,1.04,1.1,1.07,1.11
EPS (Basic) Growth,-,6.66%,5.88%,-2.07%,3.28%
Basic Shares Outstanding,527M,525M,525M,524M,520M
EPS (Diluted),0.97,1.03,1.1,1.07,1.11
EPS (Diluted) Growth,-,6.65%,5.89%,-2.07%,3.27%
Diluted Shares Outstanding,528M,526M,526M,525M,521M
EBITDA,827M,858M,863M,854M,898M
EBITDA Growth,-,3.75%,0.58%,-1.04%,5.15%
EBITDA Margin,-,-,-,-,18.30%
