Item,30-Jun-2021,30-Sep-2021,31-Dec-2021,31-Mar-2022,30-Jun-2022
Sales/Revenue,3.08B,2.93B,3.12B,2.9B,2.83B
Sales Growth,-,-4.92%,6.66%,-7.18%,-2.13%
Premiums Earned,2.56B,2.66B,2.8B,2.79B,2.92B
Total Investment Income,407.1M,292.76M,204.63M,242.83M,225.98M
Realized Gains (Losses),584K,320K,11.51M,(16.77M),(47.34M)
Other Operating Income,110.64M,(24.06M),100.44M,(121.5M),(260.26M)
"Losses, Claims & Reserves",1.59B,2.27B,1.82B,1.79B,1.88B
"Losses, Claims & Reserves Growth",-,43.39%,-20.00%,-1.62%,4.83%
"Losses, Benefits & Adjustments",1.59B,2.27B,1.82B,1.79B,1.88B
Loss Ratio,-,-,-,-,N/A
"Selling, General & Admin. Expenses & Other",714.76M,723.3M,777.56M,780.54M,814.85M
SGA Growth,-,1.19%,7.50%,0.38%,4.39%
"Selling, General & Admin. Expenses",714.76M,723.3M,777.56M,780.54M,814.85M
"Other Selling, General & Admin. Expense",-,-,-,-,-
Underwriting & Commissions,140.84M,705.49M,158.42M,161.29M,169.53M
Other Operating Expense,-,-,-,-,-
Operating Income Before Interest Expense,775.79M,(72.18M),523.43M,325.93M,143.52M
Operating Income Growth,-,-109.30%,825.17%,-37.73%,-55.97%
"Interest Expense, Net of Interest Capitalized",15.61M,15.54M,23.36M,24.08M,24.4M
Interest Expense (excl. Interest Capitalized),15.61M,15.54M,23.36M,24.08M,24.4M
Interest Capitalized,-,-,-,-,-
Operating Income After Interest Expense,775.79M,(72.18M),523.43M,325.93M,143.52M
Non-Operating Income (Expense),8.8M,16.6M,(15.9M),13.1M,73.9M
Miscellaneous Non Operating Expense,8.8M,16.6M,(15.9M),13.1M,73.9M
Equity in Affiliates (Pretax),-,-,-,-,-
Unusual Expense,-,-,-,-,-
Pretax Income,760.18M,(87.72M),500.06M,301.85M,119.12M
Pretax Income Growth,-,-111.54%,670.07%,-39.64%,-60.54%
Income Tax,80.2M,(14.25M),69.36M,4.1M,(3.51M)
Income Tax - Current Domestic,-,-,-,-,-
Income Tax - Current Foreign,-,-,-,-,-
Income Tax - Deferred Domestic,-,-,-,-,-
Income Tax - Deferred Foreign,-,-,-,-,-
Income Tax Credits,-,-,-,-,-
Equity in Affiliates,-,-,-,-,-
Other After Tax Income (Expense),-,-,-,-,-
Consolidated Net Income,670.66M,(73.47M),425.14M,293.79M,121.05M
Minority Interest Expense,-,-,-,-,-
Net Income,670.66M,(73.47M),425.14M,293.79M,121.05M
Net Income Growth,-,-110.95%,678.67%,-30.90%,-58.80%
Net Margin Growth,-,-,-,-,4.27%
Extraordinaries & Discontinued Operations,-,-,-,-,-
Extra Items & Gain/Loss Sale Of Assets,-,-,-,-,-
Cumulative Effect - Accounting Chg,-,-,-,-,-
Discontinued Operations,-,-,-,-,-
Net Income After Extraordinaries,670.66M,(73.47M),425.14M,293.79M,121.05M
Preferred Dividends,-,-,-,-,-
Net Income Available to Common,670.66M,(73.47M),425.14M,293.79M,121.05M
EPS (Basic),16.97,(1.88),10.83,7.57,3.11
EPS (Basic) Growth,-,-111.06%,677.13%,-30.11%,-58.87%
Basic Shares Outstanding,39.53M,39.16M,39.27M,38.82M,38.9M
EPS (Diluted),16.95,(1.88),10.83,7.56,3.11
EPS (Diluted) Growth,-,-111.07%,677.13%,-30.13%,-58.86%
Diluted Shares Outstanding,39.57M,39.16M,39.27M,38.84M,38.9M
