Item,30-Jun-2021,30-Sep-2021,31-Dec-2021,31-Mar-2022,30-Jun-2022
Sales/Revenue,2.95B,2.82B,2.76B,3.02B,3.15B
Sales Growth,-,-4.63%,-2.00%,9.23%,4.56%
Cost of Goods Sold (COGS) incl. D&A,2.05B,1.98B,2.02B,2.21B,2.28B
COGS Growth,-,-3.28%,2.11%,9.48%,3.01%
COGS excluding D&A,1.88B,1.82B,1.86B,2.06B,2.13B
Depreciation & Amortization Expense,163.08M,162.46M,161.05M,153.76M,154.11M
Depreciation,141.13M,141.37M,136.21M,134.24M,134.74M
Amortization of Intangibles,7.34M,7.25M,7.2M,7.17M,6.83M
Gross Income,907.51M,837.87M,739.81M,803.07M,873.91M
Gross Income Growth,-,-7.67%,-11.70%,8.55%,8.82%
Gross Profit Margin,-,-,-,-,27.72%
SG&A Expense,496.28M,476.82M,482.11M,480.35M,504.08M
SGA Growth,-,-3.92%,1.11%,-0.37%,4.94%
Research & Development,-,-,-,-,-
Other SG&A,496.28M,476.82M,-,-,-
Other Operating Expense,-,-,-,-,-
Unusual Expense,6.81M,1.07M,4.6M,1.92M,1.9M
EBIT after Unusual Expense,(6.81M),(1.07M),(4.6M),(1.92M),(1.9M)
Non Operating Income/Expense,11.17M,(21K),(1.14M),(2.44M),2.82M
Non-Operating Interest Income,-,-,-,-,-
Equity in Affiliates (Pretax),-,-,-,-,-
Interest Expense,14.89M,14.95M,12.17M,11.48M,12.06M
Interest Expense Growth,-,0.36%,-18.59%,-5.65%,5.03%
Gross Interest Expense,14.89M,14.95M,12.17M,11.48M,12.06M
Interest Capitalized,-,-,-,-,-
Pretax Income,400.7M,345.01M,239.79M,306.88M,358.69M
Pretax Income Growth,-,-13.90%,-30.50%,27.98%,16.88%
Pretax Margin,-,-,-,-,11.38%
Income Tax,64.25M,73.82M,50.69M,61.45M,78.18M
Income Tax - Current Domestic,-,-,-,-,-
Income Tax - Current Foreign,-,-,-,-,-
Income Tax - Deferred Domestic,-,-,-,-,-
Income Tax - Deferred Foreign,-,-,-,-,-
Income Tax Credits,-,-,-,-,-
Equity in Affiliates,-,-,-,-,-
Other After Tax Income (Expense),-,-,-,-,-
Consolidated Net Income,336.45M,271.18M,189.1M,245.43M,280.51M
Minority Interest Expense,168K,206K,11K,105K,79K
Net Income,336.29M,270.98M,189.09M,245.33M,280.43M
Net Income Growth,-,-19.42%,-30.22%,29.74%,14.31%
Net Margin Growth,-,-,-,-,8.89%
Extraordinaries & Discontinued Operations,-,-,-,-,-
Extra Items & Gain/Loss Sale Of Assets,-,-,-,-,-
Cumulative Effect - Accounting Chg,-,-,-,-,-
Discontinued Operations,-,-,-,-,-
Net Income After Extraordinaries,336.29M,270.98M,189.09M,245.33M,280.43M
Preferred Dividends,-,-,-,-,-
Net Income Available to Common,336.29M,270.98M,189.09M,245.33M,280.43M
EPS (Basic),4.84,3.95,2.81,3.79,4.41
EPS (Basic) Growth,-,-18.37%,-28.84%,34.80%,16.37%
Basic Shares Outstanding,69.43M,68.54M,67.21M,64.69M,63.54M
EPS (Diluted),4.82,3.94,2.8,3.78,4.4
EPS (Diluted) Growth,-,-18.39%,-28.85%,34.86%,16.41%
Diluted Shares Outstanding,69.75M,68.86M,67.54M,64.97M,63.8M
EBITDA,574.31M,523.51M,418.75M,476.47M,523.93M
EBITDA Growth,-,-8.85%,-20.01%,13.79%,9.96%
EBITDA Margin,-,-,-,-,16.62%
