Item,30-Jun-2021,30-Sep-2021,31-Dec-2021,31-Mar-2022,30-Jun-2022
Sales/Revenue,1.41B,1.51B,1.61B,1.72B,1.75B
Sales Growth,-,7.31%,6.75%,6.69%,1.74%
Cost of Goods Sold (COGS) incl. D&A,329M,350M,378M,369M,389M
COGS Growth,-,6.38%,8.00%,-2.38%,5.42%
COGS excluding D&A,235M,247M,274M,291M,308M
Depreciation & Amortization Expense,94M,103M,104M,78M,81M
Depreciation,78M,83M,80M,58M,61M
Amortization of Intangibles,16M,20M,24M,20M,20M
Gross Income,1.08B,1.16B,1.24B,1.35B,1.36B
Gross Income Growth,-,7.59%,6.37%,9.47%,0.74%
Gross Profit Margin,-,-,-,-,77.80%
SG&A Expense,1.03B,1.09B,1.2B,1.27B,1.34B
SGA Growth,-,5.73%,9.83%,5.94%,5.92%
Research & Development,333M,358M,386M,414M,444M
Other SG&A,626M,655M,-,-,-
Other Operating Expense,-,-,-,-,-
Unusual Expense,-,-,6M,-,-
EBIT after Unusual Expense,-,-,(6M),-,-
Non Operating Income/Expense,1M,(4M),(1M),(2M),1M
Non-Operating Interest Income,5M,5M,5M,6M,12M
Equity in Affiliates (Pretax),-,-,-,-,-
Interest Expense,7M,7M,7M,6M,6M
Interest Expense Growth,-,0.00%,0.00%,-14.29%,0.00%
Gross Interest Expense,7M,7M,7M,6M,6M
Interest Capitalized,-,-,-,-,-
Pretax Income,50M,68M,32M,85M,29M
Pretax Income Growth,-,36.00%,-52.94%,165.63%,-65.88%
Pretax Margin,-,-,-,-,1.66%
Income Tax,(9M),5M,6M,10M,9M
Income Tax - Current Domestic,-,-,-,-,-
Income Tax - Current Foreign,-,-,-,-,-
Income Tax - Deferred Domestic,-,-,-,-,-
Income Tax - Deferred Foreign,-,-,-,-,-
Income Tax Credits,-,-,-,-,-
Equity in Affiliates,-,-,-,-,-
Other After Tax Income (Expense),-,-,-,-,-
Consolidated Net Income,59M,63M,26M,75M,20M
Minority Interest Expense,-,-,-,-,-
Net Income,59M,63M,26M,75M,20M
Net Income Growth,-,6.78%,-58.73%,188.46%,-73.33%
Net Margin Growth,-,-,-,-,1.14%
Extraordinaries & Discontinued Operations,-,-,-,-,-
Extra Items & Gain/Loss Sale Of Assets,-,-,-,-,-
Cumulative Effect - Accounting Chg,-,-,-,-,-
Discontinued Operations,-,-,-,-,-
Net Income After Extraordinaries,59M,63M,26M,75M,20M
Preferred Dividends,-,-,-,-,-
Net Income Available to Common,59M,63M,26M,75M,20M
EPS (Basic),0.3,0.32,0.13,0.37,0.1
EPS (Basic) Growth,-,6.17%,-58.76%,186.98%,-73.45%
Basic Shares Outstanding,197.82M,198.6M,199M,200.09M,200.96M
EPS (Diluted),0.29,0.31,0.13,0.37,0.1
EPS (Diluted) Growth,-,6.14%,-58.85%,190.27%,-73.36%
Diluted Shares Outstanding,202.27M,203.12M,204M,202.8M,203.02M
EBITDA,145M,177M,145M,165M,103M
EBITDA Growth,-,22.07%,-18.08%,13.79%,-37.58%
EBITDA Margin,-,-,-,-,5.88%
