Item,30-Jun-2021,30-Sep-2021,31-Dec-2021,31-Mar-2022,30-Jun-2022
Sales/Revenue,11.9B,11.85B,12.49B,11.84B,11.51B
Sales Growth,-,-0.39%,5.34%,-5.20%,-2.72%
Premiums Earned,10.98B,11.36B,11.6B,11.8B,12.15B
Total Investment Income,204.4M,202.3M,214.1M,236.5M,286.5M
Realized Gains (Losses),461.8M,36.8M,425.3M,(445.3M),(1.18B)
Other Operating Income,250.7M,248.7M,244.3M,241.7M,256.6M
"Losses, Claims & Reserves",8.41B,9.25B,8.86B,8.86B,9.42B
"Losses, Claims & Reserves Growth",-,10.04%,-4.22%,-0.02%,6.35%
"Losses, Benefits & Adjustments",8.41B,9.25B,8.86B,8.86B,9.42B
Loss Ratio,-,-,-,-,N/A
"Selling, General & Admin. Expenses & Other",2.44B,2.41B,2.37B,2.53B,2.44B
SGA Growth,-,-1.17%,-1.62%,6.89%,-3.66%
"Selling, General & Admin. Expenses",2.37B,2.34B,2.31B,2.47B,2.36B
"Other Selling, General & Admin. Expense",-,-,-,-,-
Underwriting & Commissions,2.37B,2.34B,2.31B,2.47B,2.36B
Other Operating Expense,67.9M,72.8M,62.8M,63.2M,75.5M
Operating Income Before Interest Expense,1.06B,193.2M,1.26B,444.5M,(348.1M)
Operating Income Growth,-,-81.70%,549.84%,-64.60%,-178.31%
"Interest Expense, Net of Interest Capitalized",56.4M,54.2M,51.6M,54.3M,63M
Interest Expense (excl. Interest Capitalized),56.4M,54.2M,51.6M,54.3M,63M
Interest Capitalized,-,-,-,-,-
Operating Income After Interest Expense,1.06B,193.2M,1.26B,444.5M,(348.1M)
Non-Operating Income (Expense),-,-,-,-,-
Miscellaneous Non Operating Expense,-,-,-,-,-
Equity in Affiliates (Pretax),-,-,-,-,-
Unusual Expense,-,-,-,-,224.8M
Pretax Income,999.2M,139M,1.2B,390.2M,(635.9M)
Pretax Income Growth,-,-86.09%,766.12%,-67.59%,-262.97%
Income Tax,209.1M,20.5M,241.6M,76.3M,(93M)
Income Tax - Current Domestic,-,-,-,-,-
Income Tax - Current Foreign,-,-,-,-,-
Income Tax - Deferred Domestic,-,-,-,-,-
Income Tax - Deferred Foreign,-,-,-,-,-
Income Tax Credits,-,-,-,-,-
Equity in Affiliates,-,-,-,-,-
Other After Tax Income (Expense),-,-,-,-,-
Consolidated Net Income,790.1M,118.5M,962.3M,313.9M,(542.9M)
Minority Interest Expense,-,-,-,-,-
Net Income,790.1M,118.5M,962.3M,313.9M,(542.9M)
Net Income Growth,-,-85.00%,712.07%,-67.38%,-272.95%
Net Margin Growth,-,-,-,-,-4.72%
Extraordinaries & Discontinued Operations,-,-,-,-,-
Extra Items & Gain/Loss Sale Of Assets,-,-,-,-,-
Cumulative Effect - Accounting Chg,-,-,-,-,-
Discontinued Operations,-,-,-,-,-
Net Income After Extraordinaries,790.1M,118.5M,962.3M,313.9M,(542.9M)
Preferred Dividends,6.7M,6.7M,6.8M,6.7M,6.7M
Net Income Available to Common,783.4M,111.8M,955.5M,307.2M,(549.6M)
EPS (Basic),1.35,0.19,1.64,0.53,(0.94)
EPS (Basic) Growth,-,-85.85%,755.13%,-67.84%,-278.89%
Basic Shares Outstanding,584.6M,584.7M,584.4M,584.3M,584.3M
EPS (Diluted),1.35,0.19,1.63,0.52,(0.94)
EPS (Diluted) Growth,-,-85.86%,755.93%,-67.85%,-279.50%
Diluted Shares Outstanding,586.8M,587.1M,586.3M,586.3M,584.3M
