Item,2018,2019,2020,2021,2022
Cash & Short Term Investments,1.82B,3.09B,14.29B,11.48B,6.67B
Cash & Short Term Investments Growth,-,70.47%,361.80%,-19.64%,-41.89%
Cash Only,1.61B,3.09B,8.5B,8.1B,3.4B
Short-Term Investments,-,-,-,-,-
Cash & ST Investments / Total Assets,3.01%,4.79%,19.85%,14.40%,8.32%
Total Accounts Receivable,2.31B,2.85B,1.4B,2.4B,3.18B
Total Accounts Receivable Growth,-,23.34%,-51.09%,72.21%,32.11%
"Accounts Receivables, Net",2.31B,2.85B,1.4B,2.4B,3.18B
"Accounts Receivables, Gross",2.33B,2.87B,1.49B,2.45B,3.2B
Bad Debt/Doubtful Accounts,(12M),(13M),(89M),(50M),(23M)
Other Receivable,-,-,-,-,-
Accounts Receivable Turnover,19.21,16.47,12.25,12.44,15.93
Inventories,1.06B,1.25B,732M,1.1B,1.42B
Finished Goods,-,-,-,-,-
Work in Progress,-,-,-,-,-
Raw Materials,1.06B,1.25B,732M,1.1B,1.42B
Progress Payments & Other,-,-,-,-,-
Other Current Assets,1.16B,1.05B,988M,956M,1.74B
Miscellaneous Current Assets,1.16B,1.05B,988M,956M,1.74B
Total Current Assets,6.34B,8.25B,17.4B,15.94B,13.01B
"Net Property, Plant & Equipment",34.33B,36.94B,32.26B,35.99B,40.15B
"Property, Plant & Equipment - Gross",50.15B,53.96B,49.77B,54.66B,60.52B
Buildings,-,-,-,-,-
Land & Improvements,-,-,-,-,-
Computer Software and Equipment,-,3.28B,3.4B,3.39B,3.38B
"Other Property, Plant & Equipment",-,-,-,-,-
Accumulated Depreciation,15.82B,17.03B,17.51B,18.67B,20.37B
Total Investments and Advances,2.02B,1.79B,3.24B,2.19B,2.2B
Other Long-Term Investments,2.02B,1.79B,2.99B,1.93B,1.52B
Long-Term Note Receivables,-,-,-,-,-
Intangible Assets,14.61B,14.94B,15.76B,15.75B,15.75B
Net Goodwill,9.78B,9.78B,9.75B,9.75B,9.75B
Net Other Intangibles,4.83B,5.16B,6.01B,6B,5.99B
Other Assets,2.72B,2.49B,1.34B,1.3B,865M
Total Assets,60.27B,64.53B,72B,79.75B,80.2B
Total Assets Growth,-,7.08%,11.57%,10.77%,0.56%
