Item,2018,2019,2020,2021,2022
Cash & Short Term Investments,167.2M,174.9M,245.7M,236.2M,230.1M
Cash & Short Term Investments Growth,-,4.61%,40.48%,-3.87%,-2.58%
Cash Only,167.2M,174.9M,245.7M,236.2M,230.1M
Short-Term Investments,-,-,-,-,-
Cash & ST Investments / Total Assets,5.03%,4.60%,6.20%,5.49%,5.06%
Total Accounts Receivable,714.3M,741.8M,769.4M,900.2M,1.01B
Total Accounts Receivable Growth,-,3.85%,3.72%,17.00%,12.55%
"Accounts Receivables, Net",714.3M,741.8M,769.4M,900.2M,1.01B
"Accounts Receivables, Gross",727.1M,752.7M,781.7M,912.2M,1.02B
Bad Debt/Doubtful Accounts,(12.8M),(10.9M),(12.3M),(12M),(8.3M)
Other Receivable,-,-,-,-,-
Accounts Receivable Turnover,6.95,7.19,7.34,6.68,6.89
Inventories,1.28B,1.37B,1.34B,1.52B,1.71B
Finished Goods,1.28B,1.37B,1.34B,1.52B,1.71B
Work in Progress,-,-,-,-,-
Raw Materials,-,-,-,-,-
Progress Payments & Other,-,-,-,-,-
Other Current Assets,156M,174.1M,147M,196.6M,173.5M
Miscellaneous Current Assets,147M,157.4M,140.3M,188.1M,165.4M
Total Current Assets,2.32B,2.46B,2.5B,2.86B,3.12B
"Net Property, Plant & Equipment",924.8M,1.27B,1.27B,1.26B,1.25B
"Property, Plant & Equipment - Gross",1.75B,2.21B,2.33B,2.44B,2.55B
Buildings,323.1M,423.7M,450.4M,501.9M,509.2M
Land & Improvements,36.3M,41.8M,51.9M,58.3M,67.5M
Computer Software and Equipment,-,-,-,-,-
"Other Property, Plant & Equipment",-,-,-,-,-
Accumulated Depreciation,821.4M,943.7M,1.05B,1.18B,1.3B
Total Investments and Advances,-,-,-,-,-
Other Long-Term Investments,-,-,-,-,-
Long-Term Note Receivables,-,-,-,-,-
Intangible Assets,-,-,-,-,-
Net Goodwill,-,-,-,-,-
Net Other Intangibles,-,-,-,-,-
Other Assets,80.5M,76.3M,191.4M,180.9M,170.8M
Total Assets,3.32B,3.8B,3.96B,4.3B,4.55B
Total Assets Growth,-,14.40%,4.34%,8.43%,5.81%
