Item,2018,2019,2020,2021,2022
Cash & Short Term Investments,580M,1.21B,3.91B,265M,470M
Cash & Short Term Investments Growth,-,109.14%,222.42%,-93.22%,77.36%
Cash Only,580M,353M,3.91B,265M,470M
Short-Term Investments,-,-,-,-,-
Cash & ST Investments / Total Assets,5.46%,9.68%,26.24%,1.14%,1.61%
Total Accounts Receivable,1.02B,1.03B,904M,3.93B,4.77B
Total Accounts Receivable Growth,-,0.10%,-11.80%,335.18%,21.33%
"Accounts Receivables, Net",1.02B,1.01B,871M,3.06B,4.71B
"Accounts Receivables, Gross",1.06B,1.05B,938M,3.75B,4.84B
Bad Debt/Doubtful Accounts,(32M),(43M),(67M),(683M),(133M)
Other Receivable,-,18M,33M,871M,64M
Accounts Receivable Turnover,9.29,9.45,9.92,6.84,6.61
Inventories,412M,383M,327M,498M,751M
Finished Goods,-,-,-,-,-
Work in Progress,-,-,-,-,-
Raw Materials,199M,187M,132M,297M,507M
Progress Payments & Other,213M,196M,195M,201M,244M
Other Current Assets,1.58B,467M,886M,6.14B,10.24B
Miscellaneous Current Assets,1.58B,467M,886M,6.14B,10.24B
Total Current Assets,3.6B,3.09B,6.03B,10.84B,16.23B
"Net Property, Plant & Equipment",3.05B,3.06B,2.85B,1.96B,1.92B
"Property, Plant & Equipment - Gross",4.86B,4.81B,4.78B,3.27B,3.4B
Buildings,-,-,-,-,-
Land & Improvements,347M,324M,329M,271M,263M
Computer Software and Equipment,-,-,-,-,-
"Other Property, Plant & Equipment",643M,657M,692M,859M,983M
Accumulated Depreciation,1.81B,1.75B,1.94B,1.31B,1.48B
Total Investments and Advances,1.39B,1.49B,1.5B,3.69B,5.08B
Other Long-Term Investments,980M,1.1B,1.15B,3.54B,4.95B
Long-Term Note Receivables,-,-,-,-,-
Intangible Assets,1.16B,1.37B,1.25B,4.31B,3.78B
Net Goodwill,573M,579M,579M,1.8B,1.65B
Net Other Intangibles,591M,789M,668M,2.51B,2.13B
Other Assets,1.38B,240M,216M,229M,256M
Total Assets,10.63B,12.53B,14.9B,23.18B,29.15B
Total Assets Growth,-,17.91%,18.92%,55.56%,25.73%
