Item,2018,2019,2020,2021,2022
Cash & Short Term Investments,140.9M,184.5M,923.4M,780M,757.2M
Cash & Short Term Investments Growth,-,30.94%,400.49%,-15.53%,-2.92%
Cash Only,140.9M,184.5M,923.4M,780M,757.2M
Short-Term Investments,-,-,-,-,-
Cash & ST Investments / Total Assets,2.62%,3.24%,14.08%,11.54%,10.86%
Total Accounts Receivable,1.31B,1.33B,1.28B,1.34B,1.43B
Total Accounts Receivable Growth,-,1.22%,-3.17%,4.02%,7.40%
"Accounts Receivables, Net",1.31B,1.33B,1.28B,1.34B,1.43B
"Accounts Receivables, Gross",1.33B,1.35B,1.31B,1.36B,1.46B
Bad Debt/Doubtful Accounts,(17.5M),(20.9M),(26.3M),(27.3M),(31.1M)
Other Receivable,-,-,-,-,-
Accounts Receivable Turnover,3.11,3.07,3.07,3.45,3.38
Inventories,673.8M,760.4M,746.5M,803.8M,1.03B
Finished Goods,577M,661M,643.4M,686.5M,882.2M
Work in Progress,51.7M,57.1M,61.6M,64.3M,77.2M
Raw Materials,123.5M,126.8M,125.5M,140.2M,182.3M
Progress Payments & Other,(78.4M),(84.5M),(84M),(87.2M),(108.6M)
Other Current Assets,92.8M,110.2M,129.7M,134.6M,144.8M
Miscellaneous Current Assets,92.8M,110.2M,129.7M,134.6M,144.8M
Total Current Assets,2.22B,2.38B,3.08B,3.05B,3.37B
"Net Property, Plant & Equipment",495.1M,577.1M,578.1M,570.1M,574.1M
"Property, Plant & Equipment - Gross",1.34B,1.48B,1.55B,1.58B,1.6B
Buildings,368.6M,405.1M,432M,434.4M,434.7M
Land & Improvements,31.7M,31.9M,34M,33.8M,32.6M
Computer Software and Equipment,-,-,-,-,-
"Other Property, Plant & Equipment",-,-,-,-,-
Accumulated Depreciation,849.6M,903.5M,973.2M,1.01B,1.02B
Total Investments and Advances,23.1M,23.8M,26.1M,-,-
Other Long-Term Investments,4.6M,5M,5.1M,-,-
Long-Term Note Receivables,1.42B,1.46B,1.51B,1.49B,1.55B
Intangible Assets,1.14B,1.16B,1.24B,1.42B,1.32B
Net Goodwill,902.2M,913.8M,982.4M,1.12B,1.05B
Net Other Intangibles,232.9M,243.9M,260.8M,301.7M,275.6M
Other Assets,18.9M,38.5M,65.6M,176.3M,84.3M
Total Assets,5.37B,5.69B,6.56B,6.76B,6.97B
Total Assets Growth,-,5.96%,15.17%,3.09%,3.15%
