Item,2018,2019,2020,2021,2022
Cash & Short Term Investments,1.82B,1.93B,2.7B,1.9B,1.86B
Cash & Short Term Investments Growth,-,6.19%,39.69%,-29.45%,-2.26%
Cash Only,1.69B,1.83B,2.6B,1.81B,1.77B
Short-Term Investments,-,-,-,-,-
Cash & ST Investments / Total Assets,19.08%,18.80%,21.73%,12.96%,12.96%
Total Accounts Receivable,1.29B,1.42B,1.43B,1.72B,1.65B
Total Accounts Receivable Growth,-,10.25%,0.78%,20.28%,-3.95%
"Accounts Receivables, Net",1.29B,1.42B,1.43B,1.72B,1.65B
"Accounts Receivables, Gross",1.33B,1.46B,1.46B,1.75B,1.69B
Bad Debt/Doubtful Accounts,(43.5M),(43M),(34M),(32M),(40M)
Other Receivable,-,-,-,-,-
Accounts Receivable Turnover,3.45,3.40,3.76,3.62,3.31
Inventories,-,-,-,-,-
Finished Goods,-,-,-,-,-
Work in Progress,-,-,-,-,-
Raw Materials,-,-,-,-,-
Progress Payments & Other,-,-,-,-,-
Other Current Assets,282.3M,330M,383M,389M,583M
Miscellaneous Current Assets,80.2M,180M,198M,178M,229M
Total Current Assets,3.39B,3.68B,4.51B,4.01B,4.09B
"Net Property, Plant & Equipment",320.4M,748M,671M,785M,848M
"Property, Plant & Equipment - Gross",1.11B,1.59B,1.6B,1.8B,1.97B
Buildings,-,-,-,-,-
Land & Improvements,-,-,-,-,-
Computer Software and Equipment,815.6M,619M,666M,771M,995M
"Other Property, Plant & Equipment",295M,512M,540M,586M,630M
Accumulated Depreciation,790.2M,839M,928M,1.01B,1.12B
Total Investments and Advances,137M,223M,277M,612M,646M
Other Long-Term Investments,32.4M,106M,142M,169M,129M
Long-Term Note Receivables,-,-,-,-,-
Intangible Assets,5.35B,5.22B,6.38B,8.47B,8.05B
Net Goodwill,3.78B,3.72B,4.56B,6B,5.84B
Net Other Intangibles,1.57B,1.5B,1.82B,2.47B,2.21B
Other Assets,137.3M,166M,238M,422M,446M
Total Assets,9.53B,10.27B,12.41B,14.68B,14.35B
Total Assets Growth,-,7.76%,20.89%,18.30%,-2.25%
