Item,2018,2019,2020,2021,2022
Cash & Short Term Investments,3.95B,4.94B,11.94B,18.44B,16.46B
Cash & Short Term Investments Growth,-,25.16%,141.46%,54.49%,-10.76%
Cash Only,1.69B,2.76B,11.52B,18.32B,7.21B
Short-Term Investments,-,-,-,-,-
Cash & ST Investments / Total Assets,7.45%,8.72%,18.08%,24.59%,22.02%
Total Accounts Receivable,1.43B,1.36B,1.3B,1.66B,1.8B
Total Accounts Receivable Growth,-,-4.35%,-5.06%,28.42%,8.30%
"Accounts Receivables, Net",1.43B,1.36B,1.3B,1.66B,1.8B
"Accounts Receivables, Gross",1.43B,1.37B,1.37B,1.69B,1.81B
Bad Debt/Doubtful Accounts,(8M),(9M),(78M),(28M),(11M)
Other Receivable,-,-,-,-,-
Accounts Receivable Turnover,28.96,31.71,11.86,14.81,24.96
Inventories,985M,1.07B,932M,983M,1.11B
Finished Goods,-,-,-,-,-
Work in Progress,-,-,-,-,-
Raw Materials,985M,1.07B,932M,983M,1.11B
Progress Payments & Other,-,-,-,-,-
Other Current Assets,733M,814M,635M,745M,689M
Miscellaneous Current Assets,733M,814M,635M,745M,689M
Total Current Assets,7.09B,8.19B,14.8B,21.83B,20.06B
"Net Property, Plant & Equipment",32.66B,34.93B,36B,36.72B,38.34B
"Property, Plant & Equipment - Gross",45.93B,49.47B,52.43B,55.21B,58.82B
Buildings,-,-,-,-,-
Land & Improvements,-,-,-,-,-
Computer Software and Equipment,-,-,-,-,-
"Other Property, Plant & Equipment",1.18B,1.36B,1.17B,2.22B,2.82B
Accumulated Depreciation,13.27B,14.54B,16.43B,18.49B,20.48B
Total Investments and Advances,105M,106M,218M,213M,210M
Other Long-Term Investments,105M,106M,218M,213M,210M
Long-Term Note Receivables,516M,671M,31M,76M,101M
Intangible Assets,7.68B,7.53B,7.37B,7.33B,7.29B
Net Goodwill,4.52B,4.52B,4.53B,4.53B,4.53B
Net Other Intangibles,3.16B,3.01B,2.84B,2.8B,2.76B
Other Assets,966M,1.18B,1B,1.34B,1.27B
Total Assets,53.05B,56.67B,66.03B,75B,74.73B
Total Assets Growth,-,6.83%,16.51%,13.60%,-0.36%
