Item,2018,2019,2020,2021,2022
Cash & Short Term Investments,105.22M,61.27M,1.22B,115.3M,102.82M
Cash & Short Term Investments Growth,-,-41.77%,"1,898.58%",-90.58%,-10.83%
Cash Only,105.22M,61.27M,1.22B,115.3M,102.82M
Short-Term Investments,-,-,-,-,-
Cash & ST Investments / Total Assets,0.93%,0.53%,9.09%,0.88%,0.74%
Total Accounts Receivable,1.51B,1.56B,1.73B,1.75B,2.02B
Total Accounts Receivable Growth,-,3.37%,10.77%,1.02%,15.52%
"Accounts Receivables, Net",1.51B,1.56B,1.73B,1.75B,2.02B
"Accounts Receivables, Gross",1.51B,1.56B,1.73B,1.75B,2.02B
Bad Debt/Doubtful Accounts,-,-,-,-,-
Other Receivable,-,-,-,-,-
Accounts Receivable Turnover,7.13,7.29,6.69,7.24,6.64
Inventories,148.21M,159.89M,190.42M,206.84M,218.52M
Finished Goods,-,-,-,-,-
Work in Progress,-,-,-,-,-
Raw Materials,148.21M,159.89M,190.42M,206.84M,218.52M
Progress Payments & Other,-,-,-,-,-
Other Current Assets,174.47M,133.93M,138.03M,194.78M,198.28M
Miscellaneous Current Assets,150.47M,125.93M,127.03M,188.78M,181.28M
Total Current Assets,1.94B,1.92B,3.28B,2.26B,2.54B
"Net Property, Plant & Equipment",4.85B,5.34B,5.71B,6.24B,6.37B
"Property, Plant & Equipment - Gross",8.56B,9.43B,10.22B,11.14B,11.54B
Buildings,5.39B,5.65B,6.03B,6.51B,6.76B
Land & Improvements,565.61M,613.84M,665M,732.72M,727.31M
Computer Software and Equipment,-,-,-,-,-
"Other Property, Plant & Equipment",-,-,-,-,-
Accumulated Depreciation,3.72B,4.09B,4.51B,4.9B,-
Total Investments and Advances,101.97M,183.65M,211.73M,247.15M,300.37M
Other Long-Term Investments,94.47M,177.25M,206.33M,237.75M,291.97M
Long-Term Note Receivables,-,-,-,-,-
Intangible Assets,4.02B,3.95B,3.97B,4.04B,3.99B
Net Goodwill,3.84B,3.87B,3.88B,3.96B,3.91B
Net Other Intangibles,173M,83.66M,82.59M,81.04M,78.1M
Other Assets,354.87M,255.84M,285.66M,251.71M,227.42M
Total Assets,11.27B,11.67B,13.48B,13.09B,13.89B
Total Assets Growth,-,3.58%,15.50%,-2.84%,6.07%
